group,token_length
Informal LLM,164
Informal LLM,90
Informal LLM,116
Informal LLM,94
Informal LLM,118
Informal LLM,165
Informal LLM,123
Informal LLM,115
Informal LLM,51
Informal LLM,45
Informal LLM,54
Informal LLM,43
Informal LLM,62
Informal LLM,42
Informal LLM,48
Informal LLM,46
Informal LLM,111
Informal LLM,126
Informal LLM,121
Informal LLM,102
Informal LLM,113
Informal LLM,121
Informal LLM,146
Informal LLM,113
Informal LLM,126
Informal LLM,101
Informal LLM,121
Informal LLM,116
Informal LLM,163
Informal LLM,132
Informal LLM,173
Informal LLM,120
Informal LLM,162
Informal LLM,131
Informal LLM,155
Informal LLM,116
Informal LLM,125
Informal LLM,165
Informal LLM,102
Informal LLM,96
Informal LLM,134
Informal LLM,141
Informal LLM,129
Informal LLM,156
Informal LLM,135
Informal LLM,136
Informal LLM,69
Informal LLM,105
Informal LLM,66
Informal LLM,77
Informal LLM,58
Informal LLM,66
Informal LLM,87
Informal LLM,92
Informal LLM,71
Informal LLM,67
Informal LLM,66
Informal LLM,75
Informal LLM,80
Informal LLM,61
Informal LLM,81
Informal LLM,89
Informal LLM,67
Informal LLM,157
Informal LLM,131
Informal LLM,119
Informal LLM,135
Informal LLM,106
Informal LLM,124
Informal LLM,104
Informal LLM,89
Informal LLM,86
Informal LLM,90
Informal LLM,100
Informal LLM,101
Informal LLM,110
Informal LLM,94
Informal LLM,89
Informal LLM,99
Informal LLM,93
Informal LLM,91
Informal LLM,100
Informal LLM,72
Informal LLM,101
Informal LLM,89
Informal LLM,94
Informal LLM,90
Informal LLM,95
Informal LLM,84
Informal LLM,91
Informal LLM,93
Informal LLM,80
Informal LLM,89
Informal LLM,69
Informal LLM,82
Informal LLM,90
Informal LLM,131
Informal LLM,93
Informal LLM,118
Informal LLM,88
Informal LLM,106
Informal LLM,137
Informal LLM,105
Informal LLM,123
Informal LLM,127
Informal LLM,113
Informal LLM,120
Informal LLM,99
Informal LLM,115
Informal LLM,116
Informal LLM,104
Informal LLM,112
Informal LLM,126
Informal LLM,124
Informal LLM,112
Informal LLM,110
Informal LLM,98
Informal LLM,120
Informal LLM,127
Informal LLM,116
Informal LLM,117
Informal LLM,140
Informal LLM,114
Informal LLM,108
Informal LLM,133
Informal LLM,120
Informal LLM,77
Informal LLM,90
Informal LLM,69
Informal LLM,83
Informal LLM,83
Informal LLM,84
Informal LLM,80
Informal LLM,64
Informal LLM,77
Informal LLM,80
Informal LLM,80
Informal LLM,85
Informal LLM,97
Informal LLM,91
Informal LLM,83
Informal LLM,78
Informal LLM,71
Informal LLM,72
Informal LLM,67
Informal LLM,63
Informal LLM,102
Informal LLM,81
Informal LLM,71
Informal LLM,66
Informal LLM,68
Informal LLM,74
Informal LLM,91
Informal LLM,83
Informal LLM,81
Informal LLM,78
Informal LLM,26
Informal LLM,21
Informal LLM,23
Informal LLM,28
Informal LLM,31
Informal LLM,33
Informal LLM,34
Informal LLM,109
Informal LLM,102
Informal LLM,121
Informal LLM,125
Informal LLM,95
Informal LLM,97
Informal LLM,109
Informal LLM,106
Informal LLM,93
Informal LLM,101
Informal LLM,105
Informal LLM,123
Informal LLM,115
Informal LLM,112
Informal LLM,124
Informal LLM,129
Informal LLM,97
Informal LLM,45
Informal LLM,45
Informal LLM,55
Informal LLM,68
Informal LLM,42
Informal LLM,87
Informal LLM,94
Informal LLM,86
Informal LLM,109
Informal LLM,105
Informal LLM,104
Informal LLM,78
Informal LLM,85
Informal LLM,49
Informal LLM,53
Informal LLM,111
Informal LLM,103
Informal LLM,117
Informal LLM,120
Informal LLM,127
Informal LLM,123
Informal LLM,131
Informal LLM,111
Informal LLM,122
Informal LLM,157
Informal LLM,117
Informal LLM,131
Informal LLM,97
Informal LLM,120
Informal LLM,124
Informal LLM,132
Informal LLM,145
Informal LLM,130
Informal LLM,129
Informal LLM,130
Informal LLM,129
Informal LLM,142
Informal LLM,117
Informal LLM,122
Informal LLM,100
Informal LLM,147
Informal LLM,123
Informal LLM,115
Informal LLM,117
Informal LLM,123
Informal LLM,73
Informal LLM,75
Informal LLM,81
Informal LLM,84
Informal LLM,108
Informal LLM,98
Informal LLM,36
Informal LLM,57
Informal LLM,71
Informal LLM,44
Informal LLM,70
Informal LLM,74
Informal LLM,66
Informal LLM,62
Informal LLM,49
Informal LLM,64
Informal LLM,78
Informal LLM,55
Informal LLM,62
Informal LLM,49
Informal LLM,54
Informal LLM,58
Informal LLM,51
Informal LLM,48
Informal LLM,54
Informal LLM,48
Informal LLM,46
Informal LLM,71
Informal LLM,70
Informal LLM,81
Informal LLM,87
Informal LLM,72
Informal LLM,82
Informal LLM,71
Informal LLM,87
Informal LLM,86
Informal LLM,74
Informal LLM,71
Informal LLM,86
Informal LLM,59
Informal LLM,80
Informal LLM,76
Informal LLM,55
Informal LLM,74
Informal LLM,101
Informal LLM,72
Informal LLM,78
Informal LLM,91
Informal LLM,70
Informal LLM,76
Informal LLM,84
Informal LLM,92
Informal LLM,94
Informal LLM,104
Informal LLM,94
Informal LLM,72
Informal LLM,87
Informal LLM,66
Informal LLM,56
Informal LLM,84
Informal LLM,71
Informal LLM,84
Informal LLM,78
Informal LLM,104
Informal LLM,98
Informal LLM,54
Informal LLM,46
Informal LLM,56
Informal LLM,70
Informal LLM,52
Informal LLM,50
Informal LLM,61
Informal LLM,66
Informal LLM,55
Informal LLM,48
Informal LLM,59
Informal LLM,42
Informal LLM,75
Informal LLM,60
Informal LLM,47
Informal LLM,60
Informal LLM,71
Informal LLM,52
Informal LLM,63
Informal LLM,89
Informal LLM,63
Informal LLM,97
Informal LLM,83
Informal LLM,67
Informal LLM,67
Informal LLM,48
Informal LLM,59
Informal LLM,86
Informal LLM,65
Informal LLM,72
Informal LLM,67
Informal LLM,61
Informal LLM,83
Informal LLM,83
Informal LLM,71
Informal LLM,72
Informal LLM,48
Informal LLM,154
Informal LLM,74
Informal LLM,95
Informal LLM,97
Informal LLM,91
Informal LLM,79
Informal LLM,99
Informal LLM,88
Informal LLM,69
Informal LLM,103
Informal LLM,82
Informal LLM,61
Informal LLM,106
Informal LLM,88
Informal LLM,76
Informal LLM,91
Informal LLM,79
Informal LLM,111
Informal LLM,110
Informal LLM,112
Informal LLM,117
Informal LLM,93
Informal LLM,95
Informal LLM,92
Informal LLM,122
Informal LLM,75
Informal LLM,137
Informal LLM,78
Informal LLM,85
Informal LLM,153
Informal LLM,97
Informal LLM,98
Informal LLM,115
Informal LLM,124
Informal LLM,86
Informal LLM,134
Informal LLM,171
Informal LLM,80
Informal LLM,169
Informal LLM,113
Informal LLM,104
Informal LLM,131
Informal LLM,133
Informal LLM,98
Informal LLM,79
Informal LLM,115
Informal LLM,104
Informal LLM,76
Informal LLM,66
Informal LLM,109
Informal LLM,94
Informal LLM,74
Informal LLM,80
Informal LLM,76
Informal LLM,91
Informal LLM,82
Informal LLM,69
Informal LLM,99
Informal LLM,117
Informal LLM,97
Informal LLM,106
Informal LLM,85
Informal LLM,95
Informal LLM,79
Informal LLM,77
Informal LLM,86
Informal LLM,81
Informal LLM,78
Informal LLM,79
Informal LLM,62
Informal LLM,91
Informal LLM,65
Informal LLM,85
Informal LLM,57
Informal LLM,46
Informal LLM,65
Informal LLM,55
Informal LLM,59
Informal LLM,85
Informal LLM,106
Informal LLM,96
Informal LLM,144
Informal LLM,91
Informal LLM,106
Informal LLM,161
Informal LLM,121
Informal LLM,122
Informal LLM,92
Informal LLM,114
Informal LLM,110
Informal LLM,108
Informal LLM,132
Informal LLM,125
Informal LLM,99
Informal LLM,121
Informal LLM,106
Informal LLM,93
Informal LLM,115
Informal LLM,100
Informal LLM,107
Informal LLM,114
Informal LLM,104
Informal LLM,108
Informal LLM,153
Informal LLM,96
Informal LLM,110
Informal LLM,164
Informal LLM,99
Informal LLM,138
Informal LLM,121
Informal LLM,100
Informal LLM,101
Informal LLM,91
Informal LLM,109
Informal LLM,93
Informal LLM,153
Informal LLM,108
Informal LLM,104
Informal LLM,95
Informal LLM,93
Informal LLM,110
Informal LLM,76
Informal LLM,104
Informal LLM,93
Informal LLM,92
Informal LLM,95
Informal LLM,100
Informal LLM,97
Informal LLM,109
Informal LLM,120
Informal LLM,121
Informal LLM,91
Informal LLM,107
Informal LLM,120
Informal LLM,87
Informal LLM,100
Informal LLM,84
Informal LLM,75
Informal LLM,102
Informal LLM,34
Informal LLM,44
Informal LLM,51
Informal LLM,44
Informal LLM,61
Informal LLM,40
Informal LLM,44
Informal LLM,66
Informal LLM,46
Informal LLM,133
Informal LLM,105
Informal LLM,149
Informal LLM,154
Informal LLM,173
Informal LLM,171
Informal LLM,158
Informal LLM,146
Informal LLM,179
Informal LLM,153
Informal LLM,142
Informal LLM,114
Informal LLM,125
Informal LLM,119
Informal LLM,160
Informal LLM,160
Informal LLM,103
Informal LLM,87
Informal LLM,119
Informal LLM,128
Informal LLM,149
Informal LLM,140
Informal LLM,151
Informal LLM,151
Informal LLM,105
Informal LLM,126
Informal LLM,126
Informal LLM,136
Informal LLM,33
Informal LLM,35
Informal LLM,41
Informal LLM,59
Informal LLM,51
Informal LLM,114
Informal LLM,157
Informal LLM,142
Informal LLM,135
Informal LLM,134
Informal LLM,97
Informal LLM,145
Informal LLM,141
Informal LLM,136
Informal LLM,108
Informal LLM,74
Informal LLM,90
Informal LLM,72
Informal LLM,73
Informal LLM,98
Informal LLM,78
Informal LLM,78
Informal LLM,86
Informal LLM,90
Informal LLM,69
Informal LLM,79
Informal LLM,106
Informal LLM,100
Informal LLM,105
Informal LLM,94
Informal LLM,107
Informal LLM,104
Informal LLM,131
Informal LLM,110
Informal LLM,138
Informal LLM,103
Informal LLM,119
Informal LLM,104
Informal LLM,105
Informal LLM,127
Informal LLM,96
Informal LLM,130
Informal LLM,103
Informal LLM,125
Informal LLM,112
Informal LLM,111
Informal LLM,97
Informal LLM,120
Informal LLM,133
Informal LLM,120
Informal LLM,107
Informal LLM,131
Informal LLM,122
Informal LLM,110
Informal LLM,127
Informal LLM,113
Informal LLM,103
Informal LLM,40
Informal LLM,66
Informal LLM,56
Informal LLM,45
Informal LLM,45
Informal LLM,37
Informal LLM,46
Informal LLM,44
Informal LLM,62
Informal LLM,46
Informal LLM,39
Informal LLM,45
Informal LLM,50
Informal LLM,61
Informal LLM,49
Informal LLM,59
Informal LLM,51
Informal LLM,47
Informal LLM,53
Informal LLM,44
Informal LLM,49
Informal LLM,45
Informal LLM,48
Informal LLM,53
Informal LLM,47
Informal LLM,47
Informal LLM,80
Informal LLM,50
Informal LLM,57
Informal LLM,80
Informal LLM,55
Informal LLM,44
Informal LLM,63
Informal LLM,58
Informal LLM,57
Informal LLM,60
Informal LLM,68
Informal LLM,74
Informal LLM,59
Informal LLM,69
Informal LLM,79
Informal LLM,70
Informal LLM,88
Informal LLM,90
Informal LLM,116
Informal LLM,85
Informal LLM,91
Informal LLM,85
Informal LLM,86
Informal LLM,99
Informal LLM,81
Informal LLM,105
Informal LLM,76
Informal LLM,88
Informal LLM,73
Informal LLM,69
Informal LLM,95
Informal LLM,88
Informal LLM,99
Informal LLM,96
Informal LLM,85
Informal LLM,73
Informal LLM,85
Informal LLM,81
Informal LLM,74
Informal LLM,94
Informal LLM,80
Informal LLM,79
Informal LLM,97
Informal LLM,91
Informal LLM,79
Informal LLM,100
Informal LLM,52
Informal LLM,39
Informal LLM,40
Informal LLM,40
Informal LLM,45
Informal LLM,35
Informal LLM,57
Informal LLM,37
Informal LLM,44
Informal LLM,46
Informal LLM,44
Informal LLM,56
Informal LLM,91
Informal LLM,89
Informal LLM,84
Informal LLM,86
Informal LLM,104
Informal LLM,92
Informal LLM,102
Informal LLM,68
Informal LLM,79
Informal LLM,72
Informal LLM,107
Informal LLM,102
Informal LLM,118
Informal LLM,94
Informal LLM,92
Informal LLM,107
Informal LLM,134
Informal LLM,110
Informal LLM,96
Informal LLM,109
Informal LLM,124
Informal LLM,111
Informal LLM,122
Informal LLM,103
Informal LLM,103
Informal LLM,86
Informal LLM,88
Informal LLM,110
Informal LLM,101
Informal LLM,95
Informal LLM,74
Informal LLM,76
Informal LLM,61
Informal LLM,92
Informal LLM,80
Informal LLM,80
Informal LLM,95
Informal LLM,83
Informal LLM,85
Informal LLM,95
Informal LLM,85
Informal LLM,77
Informal LLM,74
Informal LLM,65
Informal LLM,88
Informal LLM,82
Informal LLM,93
Informal LLM,77
Informal LLM,89
Informal LLM,75
Informal LLM,81
Informal LLM,75
Informal LLM,67
Informal LLM,99
Informal LLM,91
Informal LLM,94
