doc_index,register,char_count,word_count,rough_syllable_count_sv,textstat_flesch_reading_ease,textstat_flesch_kincaid_grade,textstat_gunning_fog,textstat_smog_index
324,informal,574,107,165,78.3636873406967,4.745692438402717,7.629226847918438,8.575989854853784
325,informal,616,112,177,78.77059523809527,4.5910714285714285,7.661904761904762,8.59863814320734
326,informal,1069,163,275,67.3569662267081,6.364188664596277,8.497049689440994,9.188382445141503
327,informal,726,138,211,79.46223320158106,5.29258234519104,8.786297760210804,9.339509955726097
328,informal,689,123,201,76.75320121951222,5.100182926829266,8.652845528455286,9.2995712137729
329,informal,988,181,279,77.72186145346367,5.877569060773482,8.44215894602635,8.841846274778883
330,informal,686,129,198,76.88530655391122,5.448752642706133,8.721916842847076,9.339509955726097
331,informal,549,101,160,74.29043069306934,5.406425742574257,8.792475247524752,9.3871
332,informal,1268,228,359,77.86489473684213,6.17484210526316,8.711578947368421,8.841846274778883
333,informal,1203,220,341,80.52045454545458,5.932207792207791,7.74025974025974,7.447530270364452
334,informal,1193,216,336,80.59400000000001,5.595444444444446,7.611851851851853,7.793537801064561
335,informal,1165,213,329,78.8276338028169,5.792131455399062,7.370140845070423,7.554174236665414
336,informal,1246,231,352,80.4796387987013,5.6207115800865814,7.506601731601731,7.6454224807358475
337,informal,596,108,155,86.99166666666669,4.95862433862434,8.393650793650794,8.418075326091056
338,informal,580,101,159,77.64092574257428,4.939099009900989,7.604356435643564,8.548686976883017
339,informal,340,60,92,86.085,4.233333333333338,6.800000000000001,7.554174236665414
340,informal,359,70,96,92.26476190476193,3.28857142857143,6.380952380952381,7.168621630094336
341,informal,960,172,270,77.68317829457368,5.984883720930235,8.989147286821705,9.2995712137729
342,informal,682,121,194,84.0840785123967,4.537264462809919,7.4846280991735545,8.238735603445708
343,informal,290,53,80,87.53260377358494,3.6836226415094337,5.749433962264151,6.742157984588678
344,informal,262,51,72,93.6349411764706,2.7330980392156867,5.648627450980392,6.742157984588678
345,informal,915,161,278,68.4946188594015,7.341784302653867,9.829700734048561,10.018931242160765
346,informal,415,66,130,57.564272727272765,8.509515151515153,11.340606060606062,11.20814326018867
347,informal,468,87,138,70.01392241379314,8.897097701149423,10.539080459770116,8.841846274778883
348,informal,435,69,136,62.74510869565219,7.364565217391306,9.23768115942029,9.725611199111238
349,informal,474,75,145,56.42421917808221,9.016328767123287,11.319452054794521,11.20814326018867
350,informal,1084,174,317,53.73502114164907,9.648879492600425,11.603382663847782,11.389717465364857
351,informal,529,87,156,56.92572413793104,9.641977011494252,12.477241379310344,11.979248473330827
352,informal,1554,248,457,57.96423149905124,8.798605313092981,11.803036053130931,11.557038098267885
353,informal,250,44,76,68.8937878787879,7.293636363636363,10.412121212121214,10.504223727775692
354,informal,392,60,115,60.70500000000001,7.773333333333333,8.8,9.3871
355,informal,564,87,169,63.916551724137946,7.431855500821015,9.109359605911331,9.606745405546679
356,informal,320,54,98,59.965833333333364,8.249074074074077,10.585185185185185,10.686352973137792
357,informal,511,82,157,60.193878048780505,8.937707317073173,10.462439024390244,10.355215969177355
358,informal,515,84,154,70.77642857142858,6.368571428571428,9.085714285714287,9.606745405546679
359,informal,463,74,136,62.30074324324326,9.16554054054054,11.183783783783785,10.686352973137792
360,informal,341,59,104,78.71223728813561,5.212,8.109830508474577,8.841846274778883
361,informal,1095,197,294,78.51726099830798,6.386104060913706,9.00321489001692,8.841846274778883
362,informal,1137,212,307,83.1481572327044,5.172943396226415,7.540125786163522,7.793537801064561
363,informal,1219,221,325,84.15181818181821,4.254545454545454,6.581818181818182,7.554174236665414
364,informal,1743,319,492,78.39896226415095,6.086154537286614,8.698652291105121,8.841846274778883
365,informal,976,181,263,83.33070123246921,5.095248618784531,7.779175520611985,8.139509932561175
366,informal,1044,197,282,82.99030612244898,5.161836734693878,7.6408163265306115,7.957251820313856
367,informal,1217,220,331,80.4753082191781,5.920759947814744,8.448923679060666,8.418075326091056
368,informal,1093,201,296,81.14608208955227,5.507793176972282,8.13091684434968,8.418075326091056
369,informal,1078,198,295,79.85758741258743,5.9045454545454525,8.314529914529913,8.384062270229773
370,informal,1030,193,277,82.23995034542315,5.784054404145081,8.50587219343696,8.344100000000001
371,informal,1479,276,408,77.55617647058827,6.475098039215688,8.812958226768968,8.671277953709914
372,informal,914,170,245,83.4711274509804,5.136176470588236,8.019607843137255,8.344100000000001
373,informal,314,56,92,62.499047619047644,9.179285714285719,11.752380952380953,11.20814326018867
374,informal,431,73,132,62.21873972602742,8.208109589041094,11.319452054794521,11.20814326018867
375,informal,235,40,68,60.0566666666667,8.195,10.333333333333336,10.504223727775692
376,informal,1618,275,486,54.05967424242425,11.412227272727275,14.839393939393942,13.427899808715576
377,informal,260,46,76,66.2107971014493,7.8334782608695654,10.481159420289856,10.504223727775692
378,informal,235,41,70,58.84138211382114,8.447317073170733,11.320325203252033,11.20814326018867
379,informal,394,70,115,65.72500000000001,7.570000000000004,10.742857142857144,10.793553405168563
380,informal,241,41,72,62.96821138211382,7.87170731707317,10.34471544715447,10.504223727775692
381,informal,241,42,71,59.68214285714288,8.412857142857145,10.361904761904762,10.504223727775692
382,informal,284,48,81,55.434696969697,9.170909090909088,12.23030303030303,11.855464076750408
383,informal,279,45,75,76.97625000000004,5.317499999999999,5.388888888888889,5.985473137389441
384,informal,669,119,193,77.84110007639423,5.089595110771583,6.680213903743317,7.686295010490155
385,informal,582,101,164,78.51188531353138,4.399430693069306,6.138943894389439,7.492282038375204
386,informal,593,108,171,78.58621212121213,4.737239057239059,6.14949494949495,7.348242739294969
387,informal,548,98,158,76.63073711340209,4.980628865979384,6.354226804123711,7.554174236665414
388,informal,759,134,219,77.56707894736842,5.744368421052634,8.026766917293234,8.548686976883017
389,informal,797,141,229,78.62454545454548,5.477176015473891,7.964152159896841,8.575989854853784
390,informal,841,148,242,75.66143877551022,6.357965986394561,9.14530612244898,9.3871
391,informal,732,127,210,77.36969685039371,5.62284251968504,7.914645669291338,8.548686976883017
392,informal,935,157,267,71.64499710480604,6.812032426172554,8.766415749855241,9.095868883498916
393,informal,892,155,255,78.01361559139788,5.58685483870968,8.263440860215054,8.841846274778883
394,informal,903,152,257,72.03191387559811,6.64514354066986,8.948325358851674,9.339509955726097
395,informal,533,70,142,48.87821428571431,10.789285714285715,10.428571428571429,10.125756701596842
396,informal,476,82,137,75.3486991869919,6.1448780487804875,8.39349593495935,8.841846274778883
397,informal,646,79,183,44.08660759493674,11.03529113924051,10.370632911392406,10.355215969177355
398,informal,778,128,225,59.603541666666686,10.245625,12.908333333333331,11.855464076750408
399,informal,693,113,196,62.69084808259588,9.193938053097344,11.781120943952804,11.20814326018867
400,informal,813,134,216,71.77255597014928,7.409664179104478,9.088059701492538,8.841846274778883
401,informal,987,174,280,71.65885579937306,7.1940334378265405,9.54566353187043,9.573946990214175
402,informal,800,144,227,75.44500000000001,6.711111111111112,8.622222222222224,8.515128840125781
403,informal,946,171,267,71.78157894736843,7.967368421052633,10.173099415204678,9.444778638647367
404,informal,833,149,236,73.06735272184939,7.180760626398211,9.038329604772558,8.841846274778883
405,informal,1008,185,280,74.76449832775921,6.347391304347827,8.270234113712375,8.617729084823388
406,informal,956,173,268,73.370869460501,6.607066473988439,8.772447013487477,9.075114841892004
407,informal,1490,281,419,71.41857142857145,8.266428571428573,10.142857142857144,9.04235418022936
408,informal,1070,202,301,71.7001221166893,7.798055178652195,9.896155585707826,9.339509955726097
409,informal,1141,216,320,75.63333333333335,6.542883597883598,8.764021164021164,8.841846274778883
410,informal,928,171,263,69.25744736842105,7.8474210526315815,9.880935672514621,9.642632912329528
411,informal,1069,194,298,69.88357544517339,7.89333645735708,9.734957825679476,9.339509955726097
412,informal,1120,208,310,76.71038461538461,6.534615384615389,8.707692307692309,8.617729084823388
413,informal,1351,241,373,70.00980290456432,7.7708743331357475,9.541315945465325,9.236282656511921
414,informal,1128,205,315,69.06640798226167,8.255742793791576,10.576496674057651,10.018931242160765
415,informal,865,157,243,71.27402229299366,7.218350318471337,9.082547770700637,9.120678840339163
416,informal,837,153,234,70.69764705882356,7.621699346405229,9.675816993464053,9.444778638647367
417,informal,1027,187,288,69.23989304812837,7.825026737967914,10.436363636363637,10.23097548852734
418,informal,992,184,282,68.61552173913046,8.25991304347826,10.403478260869566,9.888512548439397
419,informal,951,176,266,73.78931818181819,6.942045454545454,9.127272727272729,9.095868883498916
420,informal,1134,216,322,75.63333333333335,6.542883597883598,8.57883597883598,8.634040054169528
421,informal,915,167,257,70.83659580838324,7.527790419161679,9.554251497005987,9.3871
422,informal,1082,189,305,69.09636904761906,7.534510582010579,9.686243386243387,9.725611199111238
423,informal,158,30,44,70.35000000000002,7.173333333333336,7.333333333333333,7.168621630094336
424,informal,146,25,41,75.28325000000002,4.311500000000002,2.5,3.1291
425,informal,224,41,61,79.47552845528456,5.569268292682931,6.442276422764228,6.42735559955562
426,informal,277,53,82,75.26549528301891,6.052971698113208,5.300000000000001,3.1291
427,informal,493,88,137,71.68463636363637,7.633090909090914,8.85818181818182,8.238735603445708
428,informal,490,99,139,68.01647959183674,9.85887755102041,11.840816326530613,9.516144504307135
429,informal,363,66,99,80.61954545454547,4.356839826839831,4.377489177489178,5.288315135182226
430,informal,78,14,22,78.87285714285717,3.997142857142858,2.8000000000000003,3.1291
431,informal,138,25,36,90.08866666666667,2.764000000000003,4.933333333333334,6.42735559955562
432,informal,194,35,54,70.63250000000004,7.754999999999999,9.285714285714286,8.841846274778883
433,informal,346,64,101,78.83987500000002,5.442625000000003,6.370000000000001,6.742157984588678
434,informal,320,57,89,68.54190476190477,8.336428571428574,8.895238095238097,7.793537801064561
435,informal,336,59,97,63.55807909604522,9.280000000000001,9.2225988700565,7.793537801064561
436,informal,256,47,71,75.09625000000003,5.579722222222223,6.277777777777779,7.168621630094336
437,informal,198,32,59,58.53333333333336,7.745000000000001,8.016666666666666,8.841846274778883
438,informal,442,82,118,79.79631707317075,6.203560975609758,8.511219512195122,8.238735603445708
439,informal,277,51,74,80.09764705882354,6.310588235294119,8.368627450980393,7.793537801064561
440,informal,402,76,114,84.54384210526318,5.243263157894738,7.658947368421052,7.554174236665414
441,informal,302,48,73,68.9825,7.612500000000001,9.733333333333334,9.725611199111238
442,informal,447,71,125,67.85267605633805,6.315010060362173,8.564185110663983,9.236282656511921
443,informal,271,50,74,76.55433333333335,6.722000000000001,9.866666666666667,9.725611199111238
444,informal,454,82,127,65.31774390243905,9.241585365853659,11.614634146341466,10.686352973137792
445,informal,262,49,70,79.75870748299323,6.192244897959185,8.982312925170069,8.841846274778883
446,informal,310,57,84,81.0554605263158,5.493815789473686,7.805263157894737,8.07648339933343
447,informal,1067,187,304,60.24241935483872,11.457803379416287,13.209216589861752,10.608840637214634
448,informal,1233,234,352,67.99983786361472,10.206237482117313,12.587315212207917,9.994966539143718
449,informal,962,174,275,55.329872832369944,14.137526011560698,16.152138728323703,11.20814326018867
450,informal,1137,196,309,65.38975961538463,10.19419871794872,12.006410256410257,9.827888789773866
451,informal,927,174,269,58.7529942196532,13.660069364161853,15.92092485549133,10.793553405168563
452,informal,1200,222,345,68.41345475113124,9.207280542986428,11.373936651583712,9.888512548439397
453,informal,1163,219,329,62.29564220183488,12.307090432503276,14.65897771952818,10.608840637214634
454,informal,1447,239,412,65.49156162464988,9.051722689075632,10.622408963585436,9.725611199111238
455,informal,1051,196,306,61.421538461538475,11.612747252747258,13.604395604395606,10.608840637214634
456,informal,1424,234,375,69.84897174535051,8.340439914163092,9.82675250357654,8.841846274778883
457,informal,1066,199,308,68.42668269230772,9.770608974358975,12.006410256410257,9.827888789773866
458,informal,1044,196,302,63.59076923076924,11.310183150183153,13.194139194139195,9.957137785484202
459,informal,1306,248,372,68.69062977957715,10.496329284750342,12.921097615834459,9.725611199111238
460,informal,983,185,284,62.601811594202914,12.146086956521739,14.223188405797103,10.125756701596842
461,informal,940,152,264,63.9504210526316,8.115631578947369,9.764210526315791,9.888512548439397
462,informal,811,143,231,65.04572115384617,8.627403846153847,11.066083916083917,10.686352973137792
463,informal,816,141,237,64.33333333333334,8.178156028368797,10.521985815602838,10.504223727775692
464,informal,713,126,206,73.78214285714287,6.446190476190477,8.13968253968254,8.515128840125781
465,informal,878,156,255,66.13782051282054,8.340512820512824,10.266666666666666,9.994966539143718
466,informal,894,156,257,69.93397435897437,7.8110256410256405,9.241025641025642,8.841846274778883
467,informal,674,121,192,71.2252737603306,7.082303719008266,9.025206611570248,9.188382445141503
468,informal,764,138,217,70.39581521739133,7.725905797101451,9.798550724637682,9.516144504307135
469,informal,657,118,186,72.36281544256123,6.423333333333336,8.63427495291902,9.150863307647796
470,informal,1210,214,348,62.95792523364487,9.794317757009345,12.111401869158879,11.003577315987393
471,informal,1308,211,397,50.299068720379154,11.485445497630334,14.316777251184835,13.187427743715652
472,informal,776,139,220,74.30133493205436,6.732613908872903,8.767705835331736,8.841846274778883
473,informal,995,173,286,70.93251341681577,6.652558139534882,8.548121645796064,9.057496981413337
474,informal,1009,179,297,73.55504237288136,6.140714285714285,7.769007263922518,8.418075326091056
475,informal,904,159,265,75.09504868549173,5.804430379746837,7.140019474196689,7.882392219407189
476,informal,982,172,284,77.18486842105263,5.52795739348371,7.224895572263994,7.957251820313856
477,informal,1152,205,332,78.60551470588237,5.462892156862747,6.8647058823529425,7.413659706084162
478,informal,939,161,277,72.2179166666667,6.498750000000001,8.083333333333334,8.59863814320734
479,informal,217,37,61,78.14021621621623,4.198702702702704,6.203243243243244,7.554174236665414
480,informal,133,23,38,81.3489855072464,3.817391304347826,8.284057971014493,8.841846274778883
481,informal,197,33,56,75.40670454545456,4.791136363636365,6.936363636363637,8.07648339933343
482,informal,288,53,84,82.74392452830192,4.351547169811322,8.013584905660379,8.841846274778883
483,informal,324,49,93,51.89250000000001,9.002500000000001,10.633333333333335,10.686352973137792
484,informal,113,20,32,85.85833333333333,2.9400000000000013,4.666666666666667,6.42735559955562
485,informal,242,35,65,64.37000000000003,6.020000000000003,6.228571428571429,7.554174236665414
486,informal,826,138,223,65.29250000000003,7.506111111111114,10.437037037037038,10.577609850970193
487,informal,214,38,56,93.54350877192984,1.785263157894736,4.63859649122807,6.42735559955562
488,informal,400,72,113,77.15500000000002,5.478888888888889,9.244444444444445,9.725611199111238
489,informal,699,100,170,61.35534693877554,7.13608163265306,8.81795918367347,9.3871
490,informal,411,76,108,73.14535087719298,9.350526315789477,10.659649122807018,6.42735559955562
491,informal,438,84,120,84.8057142857143,6.647619047619049,8.4,3.1291
492,informal,366,70,100,80.42309523809526,7.838571428571431,9.333333333333334,3.1291
493,informal,358,68,97,79.32245098039218,7.826470588235299,9.066666666666668,3.1291
494,informal,471,88,128,76.83227272727274,8.008181818181821,10.163636363636364,8.07648339933343
495,informal,525,97,145,76.37905154639176,7.425484536082475,9.409484536082473,8.238735603445708
496,informal,456,88,126,71.31166666666667,10.599999999999998,11.733333333333334,3.1291
497,informal,737,126,199,64.42842857142858,10.533238095238097,11.34984126984127,8.238735603445708
498,informal,785,141,209,73.74562500000002,7.351835106382982,9.603191489361704,9.188382445141503
499,informal,695,131,195,69.16413740458019,10.121129770992365,12.31206106870229,9.3871
500,informal,376,72,104,83.99,6.016111111111112,7.2,3.1291
501,informal,1166,164,336,55.23040650406506,8.950975609756096,10.832520325203252,10.864195022040775
502,informal,1183,168,343,57.667857142857144,8.693809523809527,9.885714285714286,10.125756701596842
503,informal,1128,164,325,60.193878048780505,8.937707317073173,10.462439024390244,10.355215969177355
504,informal,1170,157,329,53.453505838641206,9.053901273885351,10.074097664543524,10.31748142421505
505,informal,1583,237,457,62.223097310126604,8.26029272151899,9.975632911392406,10.125756701596842
506,informal,1490,212,438,55.78575471698113,9.240242587601081,11.340161725067386,11.20814326018867
507,informal,1166,165,338,55.73727272727277,9.211515151515155,10.84848484848485,10.832165505486643
508,informal,1246,162,359,49.391999999999996,10.39466666666667,11.418271604938273,11.20814326018867
509,informal,1215,167,352,52.092883233532945,10.142161676646705,11.470419161676647,11.20814326018867
510,informal,1608,234,471,51.08561538461541,10.009384615384615,11.881025641025643,11.602472056035307
511,informal,1417,189,411,48.392747252747256,10.12126984126984,11.106389906389907,11.051253699011982
512,informal,1052,145,305,54.42370689655175,9.270517241379313,10.213793103448277,10.355215969177355
513,informal,1255,174,364,57.46444827586208,8.125954022988509,9.927356321839081,10.203070172399654
514,informal,435,76,123,69.55526315789477,8.277894736842104,10.757894736842106,10.125756701596842
515,informal,335,61,99,76.24477459016396,6.413237704918036,8.722950819672132,8.841846274778883
516,informal,597,108,174,80.28833333333334,5.0418518518518525,8.133333333333335,8.841846274778883
517,informal,461,79,137,66.57521518987342,7.898582278481012,10.876962025316457,10.793553405168563
518,informal,408,68,121,65.16823529411766,8.39294117647059,11.505882352941178,11.20814326018867
519,informal,231,44,66,88.30754545454549,3.1283636363636376,5.33818181818182,6.742157984588678
520,informal,266,54,79,83.46583333333336,4.971296296296298,7.622222222222224,8.07648339933343
521,informal,265,51,73,83.41529411764708,5.847843137254902,7.584313725490197,6.42735559955562
522,informal,1207,196,353,65.30260667903526,8.577458256029686,10.80074211502783,10.436869588844216
523,informal,1449,253,420,76.70016275284821,6.258386421762381,8.95689374564055,9.168548406835143
524,informal,1594,275,470,69.68804545454547,8.419077922077921,10.766233766233768,9.957137785484202
525,informal,1316,220,392,67.44590909090913,7.755844155844155,10.467532467532468,10.451354775682146
526,informal,1702,276,516,54.09854545454547,11.924363636363637,14.072727272727272,12.24349002098031
527,informal,1894,333,573,68.81780604133547,8.526889242183362,10.477936760289703,9.627879704456738
528,informal,893,148,268,69.53172672672676,7.6463063063063075,10.091291291291292,9.994966539143718
529,informal,1447,245,434,68.01829931972792,7.829795918367349,9.798639455782315,9.725611199111238
530,informal,1396,244,414,71.60647540983608,7.6014051522248245,10.086182669789228,9.784248007369934
531,informal,1300,215,392,69.81609496124032,7.972383720930235,10.887596899224807,10.504223727775692
532,informal,1271,207,377,62.630597826086984,8.808997584541064,11.344444444444445,11.038039088145766
533,informal,1344,227,401,71.09669309838475,7.102308370044053,10.634831130690163,10.65027996061788
534,informal,1365,223,404,64.98976543635739,8.456053811659196,10.807726802345636,10.560738912317856
535,informal,996,167,300,68.30366167664671,7.881083832335332,10.272814371257486,10.125756701596842
536,informal,1278,208,381,61.528205128205144,8.983461538461537,11.356410256410257,11.038039088145766
537,informal,1891,314,559,64.59587977707008,9.124896496815285,11.544267515923568,10.820120047756994
538,informal,1035,169,313,66.03534615384616,8.247153846153847,10.54698224852071,10.355215969177355
539,informal,1154,197,344,70.35787013536383,7.524175126903554,9.815397631133672,9.725611199111238
540,informal,1014,170,304,67.65647058823532,8.045882352941177,10.8,10.577609850970193
541,informal,1441,252,427,72.61871428571432,7.3040634920634915,9.577142857142858,9.3871
542,informal,1088,175,328,67.89641558441559,7.7414025974025975,10.477922077922079,10.436869588844216
543,informal,1504,251,446,67.55123132470122,7.734499501992033,10.418426294820717,10.411451182825502
544,informal,970,162,287,67.93166666666669,8.255925925925926,10.903703703703705,10.504223727775692
545,informal,1491,258,439,68.70911478599223,8.236211784324627,10.76698165647582,10.290406445055957
546,informal,1275,209,378,68.9825,7.612500000000001,9.66923076923077,9.661875296680812
547,informal,1080,184,322,69.53508695652177,8.131652173913043,10.62086956521739,10.125756701596842
548,informal,1259,208,381,66.40897435897438,8.302692307692308,10.587179487179487,10.31748142421505
549,informal,1112,178,325,68.26326353421858,7.757987742594487,10.517671092951993,10.436869588844216
550,informal,974,160,291,65.06305555555558,8.600833333333334,11.361111111111112,10.980518767755715
551,informal,977,157,289,66.96319426751596,7.8196242038216575,10.356433121019109,10.355215969177355
552,informal,700,102,199,60.68306930693069,8.379717114568603,11.712022630834513,11.491704259439757
553,informal,442,51,123,41.021000000000015,10.022000000000002,12.0,11.20814326018867
554,informal,1438,247,413,66.6933536585366,9.049715447154476,12.102439024390245,11.20814326018867
555,informal,812,117,233,61.37160919540233,7.100689655172413,8.694252873563219,9.2995712137729
556,informal,1132,178,328,63.062129870129866,8.415688311688314,10.020779220779222,10.018931242160765
557,informal,657,96,190,63.41890350877195,8.347105263157896,10.964912280701755,10.864195022040775
558,informal,563,81,161,57.94166666666669,8.490000000000002,11.333333333333336,11.20814326018867
559,informal,546,75,151,52.337324324324356,9.636054054054053,12.406486486486488,11.979248473330827
560,informal,701,95,206,51.33388888888888,8.693971631205677,10.560756501182034,10.504223727775692
561,informal,888,133,264,59.92106060606065,8.545151515151513,9.806060606060607,9.994966539143718
562,informal,458,54,119,37.455384615384645,11.264615384615386,12.892307692307691,12.161744961471694
563,informal,1468,219,435,58.76957636265516,8.24787371829466,10.450512682137076,10.590485417798838
564,informal,404,51,113,48.63550000000001,9.581,12.200000000000001,11.698219412168324
565,informal,1832,292,544,62.109101633393834,8.38814882032668,10.105263157894738,10.186864033877495
566,informal,740,104,219,44.65221359223304,12.148854368932039,13.676893203883495,12.68835289967788
567,informal,405,49,114,35.15815217391307,11.212391304347825,13.295652173913044,12.161744961471694
568,informal,1375,228,398,73.25960168820893,6.299873384331313,8.475758375098918,9.007467420416297
569,informal,1505,275,432,72.8880555555556,6.888333333333332,9.311111111111112,9.444778638647367
570,informal,1336,248,385,74.1376523297491,6.341397849462368,8.575627240143369,8.998388855275966
571,informal,1372,251,396,71.85838528239981,6.904490274197329,9.093133348957114,9.325443323948027
572,informal,1637,303,475,73.07359158415842,6.830711221122115,8.964290429042904,9.120678840339163
573,informal,1706,328,488,75.30923620025675,7.043851091142493,9.222336328626445,8.841846274778883
574,informal,2014,381,570,78.37993875765531,5.83249343832021,8.164129483814524,8.515128840125781
575,informal,1583,296,458,76.77495495495496,6.0524131274131285,8.475933075933076,8.841846274778883
576,informal,592,98,176,61.408673469387764,8.172040816326533,9.273469387755103,9.606745405546679
577,informal,813,144,232,73.11022727272729,6.31406565656566,8.014141414141415,8.575989854853784
578,informal,801,132,235,62.48469696969701,8.187575757575758,10.10909090909091,10.25414643259724
579,informal,668,114,196,69.30464912280705,6.739473684210527,8.22456140350877,8.841846274778883
580,informal,618,93,183,55.98870967741939,8.75056835637481,9.185253456221199,9.606745405546679
581,informal,924,154,269,66.35981601731602,7.1916233766233795,9.54891774891775,9.928628108626363
582,informal,983,172,285,67.50711416490488,7.727949260042283,9.510359408033827,9.573946990214175
583,informal,802,142,229,67.87649647887326,8.201514084507043,10.480281690140846,10.125756701596842
584,informal,861,149,249,63.959822147651025,8.039791946308725,9.44993288590604,9.642632912329528
585,informal,1556,255,436,61.60196691176475,8.626409313725489,10.45343137254902,10.411451182825502
586,informal,896,157,264,65.73143665958955,8.424798301486202,10.289879688605803,9.994966539143718
587,informal,947,159,284,60.14106918238994,9.25974842767296,10.840251572327047,10.504223727775692
588,informal,1670,288,487,60.680096153846165,10.29930555555556,12.472649572649573,11.20814326018867
589,informal,743,121,215,65.24012855831039,7.4996143250688725,9.014141414141415,9.444778638647367
590,informal,616,102,179,67.6022549019608,6.645686274509806,8.062745098039215,8.841846274778883
591,informal,1224,203,363,63.61475247524754,7.970806223479492,8.741725601131542,9.04235418022936
592,informal,1270,221,368,67.46890196078434,7.508941176470589,9.694238310708899,9.888512548439397
593,informal,881,155,253,69.72627565982405,7.034486803519062,8.733137829912025,9.095868883498916
594,informal,264,47,73,74.894,5.1483404255319165,6.313191489361703,7.554174236665414
595,informal,328,59,92,74.41054237288137,5.812000000000001,7.4318644067796615,8.238735603445708
596,informal,340,60,97,76.83500000000001,5.026666666666667,6.666666666666668,7.793537801064561
597,informal,386,68,106,76.29558823529415,5.030924369747897,7.4151260504201675,8.418075326091056
598,informal,422,78,115,76.50153846153849,5.818461538461541,7.251282051282051,7.793537801064561
599,informal,677,122,197,71.39067622950823,7.090286885245899,8.722950819672132,8.841846274778883
600,informal,657,116,189,74.33653605015677,5.510658307210033,7.666457680250784,8.575989854853784
601,informal,404,71,115,71.427323943662,5.816418511066402,8.000804828973843,8.841846274778883
602,informal,1839,328,521,77.60117817479481,6.71109608884597,8.841397070658298,8.371475516178862
603,informal,1823,336,516,77.48487269534682,7.347234416154521,9.553994732221247,8.313332769828598
604,informal,2102,381,601,77.3751754385965,6.962406015037594,9.238095238095239,8.563005593585519
605,informal,1755,319,494,77.17683129855719,7.141772105068444,9.36914539400666,8.4952907291091
606,informal,1926,351,549,76.39374603174605,7.43447619047619,9.834920634920636,8.841846274778883
607,informal,1944,353,545,76.75294856459331,7.156285885167467,9.001435406698565,8.032893268588372
608,informal,2261,418,639,77.93755395683455,7.321671805412816,9.669475847893114,8.418075326091056
609,informal,2122,384,608,75.84936802753386,7.004767386660337,9.574602421077618,9.218907990703514
610,informal,1826,338,515,79.1322411803495,6.873090999010881,9.031915595120344,7.984000788550335
611,informal,1708,309,483,76.05274350649354,7.433733766233768,9.51818181818182,8.472884824447931
612,informal,1758,319,503,75.99017688679247,7.597727987421383,9.585220125786163,8.278499904357787
613,informal,1624,297,458,77.91174774774777,7.294513513513515,9.514954954954957,8.238735603445708
614,informal,2312,429,654,76.00371962616825,7.974691588785046,9.961869158878505,8.07648339933343
615,informal,2094,384,596,77.15844764397909,7.242246073298432,9.629528795811519,8.697196308434329
616,informal,2329,430,656,80.16725034965037,6.340628438228439,8.449081585081585,7.83995126065343
617,informal,3003,530,863,73.65421550094517,7.517710709862463,9.64059709275797,9.035553425615536
618,informal,1815,334,513,73.2803783783784,8.553285285285288,10.801921921921924,9.029198982220553
619,informal,1671,304,476,76.04487128712876,7.670838283828385,9.928184818481848,8.648137234880735
620,informal,2279,416,654,76.08317269076306,7.556660929432017,9.543316121629376,8.269060116576782
621,informal,1776,324,504,77.0199690402477,7.23671826625387,9.457585139318885,8.4952907291091
622,informal,2896,528,835,73.0464741021857,7.9197554290533425,10.38805256869773,9.53975657930432
623,informal,2326,410,660,74.7064705882353,7.062549019607843,9.054901960784314,8.72156446121922
624,informal,2065,384,584,78.70870942408379,7.026015706806284,9.210680628272252,8.07648339933343
625,informal,2024,368,577,79.71548860540007,6.284846420609366,8.525588308149617,8.150884317080207
626,informal,2688,498,772,77.71515010060364,7.3583710261569415,9.400692152917506,7.976525956113203
627,informal,2268,420,647,78.25813397129188,7.0640191387559845,9.609569377990432,8.710501217029154
628,informal,2173,392,621,75.85789428815006,7.304165144318599,8.982145901838997,7.957251820313856
629,informal,1692,307,481,76.28194852941178,7.370710784313726,9.480065359477123,8.472884824447931
630,informal,3146,506,926,63.08685884691852,8.768916158223078,11.152642764105025,10.852061532183505
631,informal,2112,381,603,74.8984210526316,7.53263157894737,9.494736842105263,8.548686976883017
632,informal,1499,279,422,71.28783671202446,8.609530685920578,10.833546237156346,9.466822959209587
633,informal,947,187,257,82.81208556149736,5.93197860962567,8.297326203208556,7.686295010490155
634,informal,1031,207,277,74.39169027093597,9.187038177339904,11.923399014778326,9.188382445141503
635,informal,807,161,221,81.31375000000004,6.88625,9.25,7.6454224807358475
636,informal,782,155,214,83.53127272727275,5.43418181818182,7.458701298701299,7.168621630094336
637,informal,967,187,274,76.7156090314914,7.720819964349378,9.808437314319669,8.167268648758528
638,informal,923,181,254,83.98000000000003,5.272222222222222,7.333333333333333,7.168621630094336
639,informal,816,156,227,81.26737762237762,5.447319347319347,7.211188811188811,7.686295010490155
640,informal,756,149,208,79.82091591591595,6.21117117117117,8.469669669669669,8.167268648758528
641,informal,711,140,194,80.25405125899282,6.381933453237412,8.676618705035972,8.07648339933343
642,informal,739,144,201,84.7065,5.021833333333333,7.14888888888889,7.168621630094336
643,informal,791,156,218,79.66557692307696,6.991923076923076,9.082051282051282,7.6454224807358475
644,informal,1023,199,284,79.6405664687072,6.645354042941985,8.643398812243033,7.686295010490155
645,informal,758,148,205,82.67902402402406,5.812522522522521,8.1993993993994,7.793537801064561
