Human_Thesis_Title,AI_Thesis_Title,Human_Abstract,AI_Abstract
En studie om flickor och kvinnor på elektrikerutbildningen,Flickor och kvinnor på elprogrammet: en studie av könsöverskridande yrkesval inom elektrikerutbildningen,"Arbetets syfte är att belysa varför flickor/kvinnor väljer att utbilda sig till elektriker och hur de upplever sin skolsituation. Syftet är även att skildra deras syn på jämställdhet och könsskillnader. Uppsatsens empiri består av enkäter till kvinnliga elever på elprogramets elteknikinriktning samt Lernias elektrikerutbildning. Utifrån enkätmatrialet har sedan sex intervjuer genomförts. Det som framkommit är att flickorna/kvinnorna menat sig välja elektrikerutbildningen utifrån sitt intresse och att yrket är praktiskt men, att de också påverkats av närstående. De har mångskiftande upplevelser av skolsituationen, både negativa och positiva. En del har upplevt viss skepsis från sin omgivning och vissa har erfarit svårigheter med att bli accepterade som ”en i gänget”. Många av respondenterna anser att jämställdhet är viktigt och mindre än en tredjedel har upplevt orättvisa mellan könen under uppväxten","Denna studie undersöker flickors och kvinnors erfarenheter av att gå en elektrikerutbildning (elprogrammet) och vad som påverkar deras val att söka sig till ett traditionellt mansdominerat yrkesområde. Med utgångspunkt i begreppet könsöverskridande fokuserar arbetet på hur normer kring kön och yrkesval formar både utbildningsvalet och vardagen under utbildningen.

I studien belyses centrala drivkrafter bakom att välja elektriker, exempelvis intresse för teknik, vilja till praktiskt arbete och framtida arbetsmöjligheter, men också vilka hinder som kan uppstå i en miljö där kvinnor fortfarande är i minoritet. Analysen uppmärksammar hur flickor och kvinnor kan behöva förhålla sig till föreställningar om vem som “passar” som elektriker, samt hur bemötande från lärare, klasskamrater och branschens praktikmiljöer kan påverka både trivsel och möjligheten att fullfölja utbildningen.

Sammanfattningsvis visar studien hur könsnormer fortsätter att påverka yrkesutbildningar och yrkesval, samtidigt som flickor och kvinnor på elektrikerutbildningen bidrar till att utmana etablerade gränser mellan “kvinnliga” och “manliga” utbildnings- och yrkesområden. Studien pekar även på betydelsen av stödjande utbildningsmiljöer och medvetet arbete med inkludering för att fler ska kunna välja och stanna kvar i elektrikerutbildningen oavsett kön."
Ingen rädder för vargen?: En kvantitativ innehållsanalys av tre tidningstyper med avseende på rapporteringen om varg,"Vargen i pressen: En kvantitativ innehållsanalys av hur storstadstidningar, landsortstidningar och fackpress rapporterar om varg","Vargens återetablering har gett upphov till en tidvis ganska intensiv debatt. Tidigare forskning visade att svenskarna var positiva till att det fanns varg i landet, men att en eventuell risk för människor eller tamdjur hade negativ inverkan på människors attityder. Människorna är också påverkade av sin uppväxtmiljö och det samhälle de lever i. Genom en kvantitativ innehållsanalys av de tre tidningstyperna landsortspress (Falu Kuriren), storstadspress (Dagens Nyheter) och fackpress (ATL) har rapporteringen om vargen under fyra månader åren 2001-2005 analyserats. Det förekom två övergripande argumentationslinjer. Å ena sidan det perspektiv där vargen lyfts fram som hotad av människan, å andra sidan det perspektiv som bygger på att vargen utgör ett hot mot människan och hennes aktiviteter. I Falu Kuriren publicerades fler vargnegativa artiklar än i Dagens Nyheter och ATL. Dagens Nyheter publicerade fler neutrala artiklar än Falu Kuriren och ATL. Men rapporteringen var till största delen saklig och objektiv oavsett tidning. De aktörer som oftast kom till tals i vargdebatten var jägare, makthavare/tjänstemän och forskare/sakkunniga. Ämnen som togs upp var främst jaktrelaterade frågeställningar, vargstammens utbredning och tillväxt samt händelser med anknytning till folks vardag. Rapporteringen i tidningarna präglades av olika synsätt och uppfattningar om varg. Tidningarna och dess reportrar påverkades av den miljö de verkade i, men det fanns en likriktning där man försökte undvika att ta ställning. Detta stämde väl överens med teorin","Uppsatsen behandlar hur vargen gestaltas i svensk press genom en kvantitativ innehållsanalys av rapporteringen i tre olika tidningstyper: storstadspress, landsortspress och fackpress. Med utgångspunkt i titelns problemformulering—om rädslan för vargen präglar mediebilden—undersöks vilka teman och perspektiv som dominerar, hur ofta vargen förekommer som nyhetsämne, samt vilka aktörer och intressen som ges utrymme i artiklarna.

Studien jämför systematiskt skillnader mellan tidningstyperna för att fånga hur geografisk närhet och målgrupp kan påverka rapporteringen. En central utgångspunkt är att storstadspress kan förväntas skildra vargfrågan mer på ett övergripande, politiskt eller symboliskt plan, medan landsortspress i högre grad kan knyta rapporteringen till lokala konflikter, praktiska konsekvenser och frågor om trygghet och förvaltning. Fackpressen antas i sin tur kunna präglas av ett mer sak- och näringslivsinriktat fokus, där exempelvis jakt, tamdjursnäring eller naturförvaltning ges större tyngd.

Genom att kvantifiera innehåll—exempelvis ämnesinriktning, tonläge, problemdefinitioner och förekomst av olika källor—bidrar uppsatsen till en ökad förståelse för hur massmedier kan forma föreställningar om rovdjur och konflikter kring natur och landsbygd. Sammantaget syftar arbetet till att belysa om och hur rapporteringen om varg varierar mellan olika delar av pressen, och vad dessa variationer kan innebära för den offentliga debatten om vargens roll i Sverige."
Pappersmakulatur vid Bobergs Tryckeri AB - orsaker och förbättringsförslag,Minskad pappersmakulatur på Bobergs Tryckeri AB: analys av grundorsaker och förbättringsarbete med PDCA,"Pappersmakulatur uppstår i tryckpressarna, men orsakerna finns i företagets alla funktioner. För ett framgångsrikt förbättringsarbete med att minska makulaturen krävs därför att all personal är engagerad. Examensarbetet utfördes på Bobergs Tryckeri AB i Falun, ett familjeägt företag med 60 anställda, som producerar personifierad direktreklam och blanketter. Syftet var att undersöka hur pappersmakulaturen kan minska och målet var att hitta orsaker samt ge förslag på åtgärder för att minska den. Genom intervjuer med personalen kartlades produktionssprocessen och utifrån det utarbetades förbättringsförslag. Exempel på förbättringsförslag är att kontinuerligt mäta och rapportera makulaturen, förbättra kommunikationen mellan avdelningarna och utveckla färgstyrningen. Litteraturstudier och kontakter med nyckelpersoner inom branschorganisationer och andra liknande företag, var till stor hjälp i arbetet. Fördjupningsdelen i projektet har sin grund i boken The Printer’s Guide to Waste Reduction av Tim Dalton","Denna studie behandlar problemet med pappersmakulatur vid Bobergs Tryckeri AB och syftar till att identifiera bakomliggande orsaker samt ta fram konkreta förbättringsförslag för att minska slöseri i produktionen. Utgångspunkten är att makulatur innebär både direkta materialkostnader och indirekta kostnader i form av omarbete, stillestånd och kvalitetsbrister, vilket sammantaget påverkar företagets effektivitet och lönsamhet.

Arbetet fokuserar på att kartlägga var i processen pappersmakulatur uppstår, i vilken omfattning den förekommer och vilka mönster som kan kopplas till exempelvis ordertyper, maskiner, inställningar, material och arbetssätt. Analysen inriktas därefter på att urskilja rotorsaker snarare än enbart symptom, med särskilt fokus på slöseri kopplat till fel, variation och bristande standardisering.

Som metodiskt ramverk används PDCA-cykeln (Plan–Do–Check–Act) för att strukturera förbättringsarbetet: i planeringsfasen definieras problemet och nuläget tydliggörs, i genomförandefasen prövas åtgärder i mindre skala, i uppföljningsfasen utvärderas resultaten mot uppsatta mål och i standardiserings-/förbättringsfasen integreras fungerande arbetssätt i ordinarie rutiner. Förbättringsförslagen som diskuteras rör typiskt både tekniska och organisatoriska insatser, såsom tydligare processparametrar, bättre förberedelser inför körning, stärkt kvalitetskontroll, utbildning och standardiserade arbetsmetoder.

Sammanfattningsvis bidrar studien med en strukturerad genomlysning av pappersmakulatur som slöseri och visar hur ett systematiskt PDCA-baserat arbetssätt kan användas för att minska makulatur, stabilisera processer och förbättra kvaliteten över tid vid Bobergs Tryckeri AB."
Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,Balanserat styrkort som verktyg för ekonomistyrning i primärvården: En fallstudie av KvaLita Närsjukvård AB,"Missnöjet inom vården beror främst på de långa väntetiderna och bristfällig tillgänglighet till vårdcentralerna. Frågan är om det verkligen är mer resurser som är lösningen på problemen eller om intresset istället bör riktas mot de system och ramar som vårdpersonalen har att verka inom? Att använda ett styrmedel som fokuserar på rätt faktorer och inte bara det ekonomiska, kan möjligtvis hjälpa vårdcentralerna att bli mer flexibla, förbättra tillgängligheten och öka kvaliteten på vården. I denna uppsats studeras KvaLita Närsjukvård AB (KvaLita NSV), en privat vårdorganisation som driver ett antal vårdcentraler på entreprenad åt landstinget. KvaLita NSV:s ekonomistyrning bedrivs med ett balanserat styrkort som styrmedel. Tanken med balanserat styrkort är att företaget ska ses ur fler perspektiv än enbart det finansiella. Styrkortet ska även koppla ihop den kortsiktiga verksamhetsstyrningen med den långsiktiga visionen och strategin. Uppsatsens övergripande syfte är att beskriva KvaLita NSV:s balanserade styrkort och därmed belysa hur en sjukvårdsenhet kan tillämpa modellen. Delsyftet med uppsatsen är att identifiera och jämföra företagsledningens attityder kring styrkortets funktion och fördelar. Som metod för insamling av empirisk data användes en kvalitativ fallstudie. Primärdata samlades in genom ostrukturerade intervjuer. Undersökningen är gjord ur ett ledningsperspektiv, där de intervjuade valdes utifrån deras position i företagets ledning. Användandet av balanserat styrkort i KvaLita NSV har inte riktigt fått den effekt som ledningen på huvudkontoret önskade. De har inte lyckats förankra konceptet i hela organisationen och uppföljningen har varit bristfällig. Det framkom av undersökningen att det finns en hel del skillnader inom ledningen gällande attityden till styrkortet. Styrkortet måste för att fungera, vara levande i hela organisationen. Om inte ledningen är överens om dess funktion och fördelar är det svårt att övertyga och engagera övriga medarbetare. De intervjuade är dock överens om att balanserat styrkort är rätt styrmedel för verksamheten och att utformningen är bra. KvaLita NSV kommer därför att göra en nysatsning i styrkortsarbetet år 2006","Denna studie behandlar hur balanserat styrkort kan användas som ett verktyg för ekonomistyrning och verksamhetsstyrning inom svensk primärvård. Med utgångspunkt i en fallstudie av KvaLita Närsjukvård AB undersöks hur styrkortet är utformat, hur det tillämpas i den dagliga styrningen samt vilka effekter och utmaningar som uppstår när ett strategiskt styrinstrument införs i en vårdverksamhet. Fokus ligger på samspelet mellan ekonomiska mål och vårdens kvalitets- och tillgänglighetskrav, där styrkortet antas kunna bidra till att synliggöra och balansera flera perspektiv samtidigt.

Studien belyser hur styrkortets olika mått och mål omsätts från övergripande strategier till operativa aktiviteter och hur uppföljning och återkoppling sker i organisationen. Vidare diskuteras förutsättningar för att styrkortet ska fungera som ett meningsfullt styrmedel, exempelvis tydlighet i målformuleringar, relevanta nyckeltal, organisatorisk förankring och medarbetarnas förståelse för styrlogiken. Genom fallstudiens empiriska material problematiseras även vanliga spänningar i primärvården, såsom risken för målförskjutning, mättrötthet och konflikter mellan produktionskrav och professionella värden.

Sammanfattningsvis bidrar uppsatsen med en fördjupad förståelse för hur balanserat styrkort kan stödja styrning i primärvården genom att knyta samman ekonomi, kvalitet och verksamhetsutveckling, men också vilka begränsningar som kan uppstå om verktyget inte anpassas till vårdens komplexa kontext. Fallstudien av KvaLita Närsjukvård AB används för att dra slutsatser om vilka praktiska och organisatoriska faktorer som är avgörande för ett framgångsrikt användande av styrkort inom vårdnära verksamheter."
Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,Att skapa relation och välbefinnande vid demens: beröring och musik som former av ickeverbal kommunikation,"Bakgrund: Att skapa kontakt med demensdrabbade kan vara svårt om vårdaren inte har rätt kunskap i hur kontakt kan skapas. Den ickeverbala kommunikationen såsom beröring och musik kan vara av betydelse när kontakt ska skapas. Människan förknippar beröring med att vara omtyckt och genom detta ökar känslan av trygghet och tillit och på så sätt kan kontakt skapas. Ett annat sätt att skapa kontakt på är genom musik, där det har visat sig att minnet av sång och musik betyder mycket för människan och kan stärka kommunikationen. Syfte: Syftet med studien är att belysa hur kontakt kan skapas med demensdrabbade genom beröring och genom musik. Metod: En litteraturstudie som är baserad på åtta vetenskapliga artiklar. Artiklarna ar granskade och analyserade efter Burnards innehållsanalys. Orlandos omvårdnadsteori användes som teoretisk referensram och som b1.a. tar upp interaktionen mellan vårdare och patient. Resultat: I resultatet har det visat sig att genom beröring och genom musik kan vårdare få en ökad förståelse för den demensdrabbade. Kontakt och kommunikation skapar gemenskap mellan demensdrabbade och deras vårdare, känslor av välbefinnande bildas och minnesförmågan hos personer med demenssjukdom ökar","Denna uppsats behandlar ickeverbal kommunikation som ett centralt redskap i omsorgen om personer med demenssjukdom, med särskilt fokus på hur kontakt kan etableras och fördjupas genom beröring och musik. Utgångspunkten är att demens ofta påverkar språkförmåga och kognitiva funktioner, vilket kan göra verbalt samspel svårt, samtidigt som behovet av trygghet, igenkänning och relationell närhet kvarstår. Mot denna bakgrund undersöker uppsatsen hur kroppsliga och sinnliga uttrycksformer kan fungera som alternativa kommunikationsvägar i vardagliga vårdsituationer.

Beröring diskuteras som en omedelbar och relationsskapande form av kommunikation, där exempelvis handhållning, lugna strykningar eller taktil vägledning kan bidra till att minska oro och skapa känsla av säkerhet. Samtidigt problematiseras beröring utifrån integritet, samtycke och individuella preferenser, då samma handling kan upplevas antingen tröstande eller gränsöverskridande beroende på personens erfarenheter och dagsform. Musik behandlas som ett medium som kan väcka minnen, förstärka emotionell kontakt och underlätta samspel även när talet sviktar. Uppsatsen belyser hur rytm, melodi och välkända sånger kan påverka stämningsläge och skapa struktur i mötet, exempelvis genom gemensam sång, lyssnande eller musik i omvårdnadsmoment.

Sammanfattningsvis framställs beröring och musik som betydelsefulla resurser för att stödja välbefinnande och främja meningsfullt samspel mellan personer med demens och deras omgivning. Uppsatsen betonar vikten av personcentrerad omsorg där ickeverbala uttryck tolkas lyhört och anpassas efter individens behov, för att skapa kontakt, minska stress och stärka upplevelsen av delaktighet och värdighet."
Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,"Dyskalkyli i skolans praktik: En teoretisk och praktisk undersökning av matematiksvårigheter, pedagogiska arbetssätt och möjligheter till stöd.",I uppsatsen redovisas vårt examensarbete inom den kompletterande lärarutbildningen vid Södertörns högskola. Syftet med detta arbete är att göra en teoretisk studie med praktiska inslag för att få en klarare bild av vad dyskalkyli är och hur vi som lärare skall hantera elever med detta specialpedagogiska problem. Arbetet är en komparativ litteraturstudie där vi utgått från material kopplat till dyskalkyli och matematiksvårigheter samt en kvalitativ studie i form av intervjuer med tre specialpedagoger vid olika skolor för att få en inblick i hur arbetet med matematiksvårigheter bedrivs. Vår slutsats är att dyskalkyli är svårt att begripa och att det är svårt att avgöra när en elev har dyskalkyli och inte allmänna matematiksvårigheter. Trots detta är det viktigt att ställa en diagnos för att eleven skall kunna få rätt hjälp. Vi kan även konstatera att det finns kopplingar mellan dyskalkyli och dyslexi,"Denna studie behandlar frågan om vad dyskalkyli är och hur svårigheten tar sig uttryck i skolans matematikundervisning. Med utgångspunkt i pedagogisk teori och aktuell kunskap om matematiksvårigheter belyses dyskalkyli som ett specifikt och varaktigt hinder i utvecklingen av taluppfattning och grundläggande räknefärdigheter, vilket kan påverka elevens möjligheter att tillgodogöra sig undervisningen trots normal undervisningsinsats. Studien uppmärksammar även att dyskalkyli ofta behöver förstås i relation till både individuella förutsättningar och lärmiljön, där faktorer som undervisningsmetoder, tempo, återkoppling och tillgång till stöd kan förstärka eller minska svårigheterna.

Arbetet har en teoretisk-praktisk inriktning där forskningsbaserade perspektiv kopplas till skolans vardag och pedagogers handlingsutrymme. Fokus ligger på hur skolan kan identifiera och bemöta elever i matematiksvårigheter genom anpassade arbetssätt, exempelvis strukturerad och explicit undervisning, konkret material och visuella representationer, språkligt stöd i matematik, samt återkommande diagnoser och formativ uppföljning. Vidare diskuteras betydelsen av tidiga insatser, kontinuitet och samverkan mellan lärare, specialpedagog och vårdnadshavare för att skapa ett långsiktigt stöd.

Studiens övergripande syfte är att undersöka om och på vilka sätt elever med dyskalkyli kan bli hjälpta i skolan. Slutsatsen som prövas är att dyskalkyli inte nödvändigtvis kan “botas”, men att välplanerade pedagogiska insatser, anpassningar och kompensatoriska strategier kan minska konsekvenserna, stärka elevens förståelse och bidra till ökad måluppfyllelse och trygghet i matematik. Därmed framhålls skolans arbetssätt som avgörande för i vilken utsträckning svårigheterna blir hanterbara och elevens lärande kan utvecklas."
"Andersson, Anna-Karin",Styrning av teambaserade flöden: hur process- och flödesorientering kan påverka lönsamheten,"SAMMANFATTNING Problem: Det finns många tankar om organisationer och hur de ska styras. Förr handlade det om att styra företagets olika resurser för att uppnå lönsamhet. I dag krävs det mer av företagen och dess traditionella organisationsformer sätts på prov. För att utvecklas och framförallt kunna konkurrera i den allt mer föränderliga omgivningen krävs det att organisationerna är öppna för nya tankesätt. Det pågår en övergång från traditionella organisationer till processorienterade organisationer. Med detta följer ofta att team inrättas. Teamen har kommit att bli grunden i de processorienterade organisationerna. Utifrån detta vill vi veta varför organisationer har infört team? Hur styr organisationen teamen? Har förväntningarna uppfyllts? Syfte: Syftet med uppsatsen är att vi ur ett ledningsperspektiv vill beskriva varför företag har infört team, hur de har utformat dem och hur de styrs. Vi vill även se om det finns indikationer på överensstämmelse mellan förväntningar och verklighet. Metod: Vi har valt att göra en kvalitativ studie då vi vill beskriva en händelse. En fallstudie passar oss bäst då vi vill få en djupare förståelse för vad införandet av team har inneburit. Slutsats: Organisationerna inför team för att de vill öka lönsamheten och motivationen hos de anställda. Införandet av team leder till att medarbetarna får större ansvar och det ökar deras motivation. Detta leder i sin tur till att företaget kan öka sin flexibilitet, kostnadseffektivitet och leveranssäkerhet. Dessa tre är faktorer som kan påverka lönsamheten","Denna kandidatuppsats behandlar hur styrning kan utformas i verksamheter som organiseras kring flöden och processer, snarare än traditionella funktionsindelningar. Med utgångspunkt i begreppen flödesorientering och processorientering undersöks hur arbetet kan koordineras och följas upp när värdeskapandet sker tvärs över organisatoriska gränser. Särskilt fokus läggs på teamens roll som bärande enhet i det dagliga arbetet och på vilka styrmekanismer som stödjer samarbete, ansvarstagande och kontinuerliga förbättringar i ett sammanhängande flöde.

Uppsatsen analyserar spänningen mellan behovet av standardiserade processer och behovet av flexibilitet i teamens utförande, samt hur mål, mätetal och uppföljning kan anpassas för att stimulera flödeseffektivitet. Centralt är frågan om hur styrningen kan bidra till att minska suboptimering mellan funktioner och i stället främja helhetsperspektiv, kortare ledtider och bättre resursutnyttjande. Vidare diskuteras hur ansvar och mandat kan fördelas i en processorienterad organisation, exempelvis genom tydligare processägarskap i kombination med självorganiserande team.

Slutligen kopplas styrningsvalen till lönsamhet genom att belysa hur förbättrat flöde och mer välfungerande processer kan påverka kostnader, kvalitet och leveransförmåga. Sammantaget argumenterar uppsatsen för att en styrning som är konsekvent anpassad till flöden och tvärfunktionella team kan skapa förutsättningar för både effektivare processer och stärkt ekonomiskt resultat, men att detta kräver en medveten utformning av mål, mätning och ansvar som stödjer helheten snarare än enskilda delar."
Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,Verksamhets- och problemanalys i ett växande snickeriföretag: organisatoriska anpassningar vid expansion,"Vårt examensarbete i informatik är utfört på ett producerande företag som expanderat och därför sett behov av att förändra sin organisation. Ägarna upplever att personalplanering och tillverkningsplanering är alltför tidskrävande och de hinner inte med viktiga arbetsuppgifter som marknadsföring och företagsutveckling. Examensarbetet har innefattat teoristudier, en analys av företagets verksamhet samt utformning av förändringsförslag för att förbättra företagets organisation. Våra litteraturstudier har bestått av inläsning av teorier om problem som kan uppstå i expanderande företag samt datainsamling genom intervjuer av företagets ägare och några av de anställda. Detta har legat till grund för den verksamhetsanalys vi genomfört med hjälp av delar ur metoden FA/SIM. Denna analys ligger till grund för de förändringsförslag som har arbetats fram. I analysen har problem som rör följande fyra aktiviteter identifierats. - Arbetsledning - Planering - Tillverkning - Varuleverans De åtgärdsförslag vi anser viktigast att genomföra för att effektivisera och underlätta arbetssituationen för ägare och anställda är att börja registrera ordrar dagligen och införa rutiner för att registrera produktion och lagerhållning. Ytterligare åtgärder är att anställa kvalificerad personal på kontoret samt utbilda fler i personalen i att köra lackeringen. Vi kan konstatera att företagets övergripande problem till stor del orsakas av att organisationen inte anpassats till företagets expansion. Det är vanligt att insikt om detta kommer först när problemen börjar kännas oöverstigliga","Denna studie behandlar en verksamhetsanalys av ett snickeriföretag i expansionsfas med fokus på hur organisationen behöver anpassas när verksamheten växer. Utgångspunkten är att småföretag ofta utvecklar arbetssätt, ansvarsfördelning och kommunikationsvägar som fungerar väl i liten skala, men som kan skapa flaskhalsar när orderingång, personalstyrka och produktionsvolym ökar. Genom en problemanalys identifieras centrala tillväxtrelaterade utmaningar kopplade till styrning, planering och interna processer, där informella rutiner och personberoende beslut riskerar att leda till otydlighet, ineffektivt resursutnyttjande och varierande kvalitet.

Analysen belyser särskilt behovet av att gå från ad hoc-lösningar till mer strukturerade arbetssätt, exempelvis tydligare roller, formaliserade rutiner för projekt- och produktionsplanering samt förbättrad informationshantering mellan försäljning, produktion och leverans. Vidare diskuteras hur expansion kan kräva nya former av ledning och uppföljning, där företaget behöver balansera flexibiliteten som kännetecknar småföretag mot krav på standardisering och kontroll. Sammantaget visar studien att organisationsanpassning är en förutsättning för hållbar tillväxt i snickeribranschen och att en systematisk verksamhetsanalys kan synliggöra både akuta problem och långsiktiga utvecklingsbehov inför fortsatt expansion."
Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden,Inre etiskt ansvar i omvårdnadsarbetet: en kvalitativ studie om sjuksköterskors upplevelser av etik och ansvar,"SAMMANFATTNING Syftet med denna studie var att ta reda på vad sjuksköterskan upplever som sitt inre etiska ansvar samt lyfta fram och reflektera över den etiska dimensionen i omvårdnaden. Studien är empirisk och grundar sig på en kvalitativ metod med innehållsanalys. Data har samlats in från fyra intervjuade verksamma allmänsjuksköterskor. Forskningen anknyter till Katie Erikssons omvårdnadsteori samt till Iréne von Post. Etiken hos de intervjuade sjuksköterskorna förknippades till stor del utifrån ett medicinskt perspektiv. Resultatet pekade dock på att sjuksköterskan till viss del handlar utifrån sitt inre etiska ansvar i den dagliga omvårdnaden såsom den teoretiska ansatsen beskriver. Ett reflekterande förhållningssätt medvetandegör den etiska dimensionen i omvårdnaden. Ansvar i omvårdnaden ansågs vara att tillgodose varje patients individuella behov. Emellertid påvisade resultatet vissa hinder och förutsättningar för en god omvårdnad. Mod framkom som en betydande egenskap hos sjuksköterskan eftersom det upplevdes ett behov av att försvara sitt ansvarsområde-omvårdnaden. ABSTRACT The aim of this subject is to find out how the nurse meets with her inner ethical responsibilities and to bring forward and consider the ethical dimension of caring. The study is empirical and has its base in a qualitative method with an analysis of content. Data has been gathered from four practising hospital nurses. The research connects on to Katie Eriksson?s theory of caring and to Iréne von Post. The ethics of the nurses interviewed is to a large content seen from a medical point of view. Yet, the result points to the fact that the nurse partly acts from her inner ethical responsibility in daily care, as the theoretical suggestion describes. A reflective attitude raises the level of consciousness of the ethical dimension in health care. It is considered that the responsibility of nursing is to be able to meet the need in every single patient. However, the result showed some hinders and necessary qualities for good health care. Courage is one important trait among nurses, as they feel a need to be able to stand up for their field of responsibility, namely caring","Denna kandidatuppsats belyser etik och ansvar inom omvårdnad med fokus på sjuksköterskans upplevelse av ett inre etiskt ansvar i det dagliga vårdarbetet. Utifrån ett omvårdnadsperspektiv undersöks hur sjuksköterskor beskriver att etiska överväganden uppstår, påverkar beslutsfattande och formar mötet med patienten, särskilt i situationer där medicinska riktlinjer, organisatoriska krav och patientens behov inte självklart sammanfaller.

Studien tar sin utgångspunkt i att omvårdnad inte enbart handlar om praktiska insatser utan också om att kontinuerligt tolka och hantera värden som autonomi, värdighet, integritet och rättvisa. Det inre etiska ansvaret förstås som en personligt förankrad drivkraft att göra det som upplevs som moraliskt rätt, även när yttre förutsättningar såsom tidsbrist, resursbrist eller otydliga prioriteringar skapar etiska dilemman. Sjuksköterskans ansvar framträder därmed både som professionellt (kopplat till yrkesroll, kunskap och regelverk) och som existentiellt (kopplat till samvete, empati och upplevelsen av att ”stå för” sina handlingar).

Med en kvalitativ metod är syftet att fånga nyanser i hur detta ansvar erfars och uttrycks. Analysen förväntas synliggöra återkommande teman såsom etisk stress, konflikter mellan ideal och realiteter, strategier för att bevara patientcentrering samt betydelsen av kollegialt stöd och reflektion. Sammantaget bidrar arbetet med fördjupad förståelse för hur etiskt ansvar upplevs och praktiseras i omvårdnaden, samt vilka villkor som kan stärka eller försvåra sjuksköterskans möjlighet att agera i enlighet med sin etiska övertygelse."
"Andersson, Annika",Kartläggning och utvärdering av utbildningsbehov: en studie av hur utbildningsinsatser planeras och följs upp,"Kurs: Kandidatuppsats 41-60p, våren - 2002, Företagsekonomi Titel: Kartläggning och utvärdering av utbildningar - en svaghet i företag? Författare: Annika Andersson , Nina Blomkvist och Goce Lamevski Handledare: Göran Alsén, IEM, Blekinge Tekniska Högskola Syfte: Vårt syfte med uppsatsen är att beskriva och skapa förståelse för vilka faktorer som ligger bakom hur företag kartlägger utbildningsbehov, vilka utvärderingsmetoder som används samt hur effekter kan tydliggöras i organisationen. Vidare är syftet att efter studien kunna bemöta den kritik som vi tar upp i problemdiskussionen. Metod: Vi har i denna studie använt oss av semistrukturerade, kvalitativa intervjuer med utbildningsansvariga inom telecombranschen. Slutsats: I vår studie har vi kommit fram till att företag lägger ner, ett till synes noggrant arbete med att karlägga behov för utbildning, i kontrast till den kritik som har framhållits av forskare. Vidare har vi funnit att företag främst använder sig av enkäter vid utvärderingsprocessen, samt att syftet med utvärderingen i första hand, verkar vara att förbättra kommande utbildningar. Vad gäller att tydliggöra effekter av utbildningar, har vi uppmärksammat att den dynamiska miljön kan vara en förklarande faktor till varför inte företag lägger ner mer tid och resurser på detta moment. Vi har gjort tolkningen att tillverkande företag, i större bemärkelse än tjänsteföretag, har möjlighet att genom kunskapsprövning, utläsa effekter av utbildning","Annika Anderssons arbete behandlar utbildning med fokus på hur organisationer systematiskt kan identifiera, planera och bedöma insatser för kompetensutveckling. Utifrån titeln och nyckelorden framträder en inriktning mot kartläggning av utbildningsbehov som en central utgångspunkt: att genom strukturerade metoder synliggöra vilka kunskaper och färdigheter som saknas i relation till verksamhetens mål, arbetsuppgifter och framtida krav. Detta innefattar typiskt analys på flera nivåer, exempelvis individ-, grupp- och organisationsnivå, där både nuvarande prestation och önskade kompetenser jämförs för att formulera relevanta utbildningsmål.

Vidare belyses utbildning som en process där behovsanalysen kopplas till val av utbildningsinsats och till en efterföljande utvärdering. Utvärdering av utbildning framstår här som avgörande för att bedöma om insatsen haft avsedd effekt, exempelvis i form av ökad kunskap, förändrat arbetssätt eller förbättrade resultat i verksamheten. En sådan ansats betonar vikten av att redan i planeringsfasen definiera mätbara mål och kriterier för framgång, samt att använda utvärderingsresultaten för att justera framtida utbildningsinsatser. Sammantaget kan arbetet förstås som ett bidrag till ett mer evidensbaserat och behovsstyrt utbildningsarbete där kartläggning och utvärdering fungerar som nyckelkomponenter för kvalitetssäkring och långsiktig kompetensförsörjning."
