Abstract_Entities,Generated_Abstract_Entities
,"Norrland:LOC,Skåne:LOC,Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Norsjö:LOC,Vilhelmina:LOC,Storuman:LOC,Kalle:PRS,Piteå:LOC,Danderyd:LOC,Årjäng:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC"
Kronobergs län:LOC,"norrlandsgrej:LOC,Västerbotten:LOC,Norrbotten:LOC,Jämtland:LOC,Lasse:PRS,Bjurholm:LOC,Arjeplog:LOC,Åsele:LOC,Danderyd:LOC,Piteå:LOC,LO:ORG,Skåne:LOC,Malmö:LOC,Helsingborg:LOC,Landskrona:LOC,Kristianstad:LOC,Skåne:LOC,Blekinge:LOC,Borlänge:LOC,Söderhamn:LOC,Söderhamn:LOC,Hälsingland:LOC,Gävleborg:LOC"
,Sybil:PRS
Berny Pålsson:PRS,
,TV3/:ORG
Googles:ORG,DID:WRK
,
,
,
,
Livsmedelsverkets:ORG,
Sverige:LOC,"Livsmedelsverket:ORG,Sverige:LOC"
,"Östersjön:LOC,Östersjön:LOC,Sverige:LOC,Livsmedelsverket:ORG,max X:PRS"
"Sverige:LOC,Peter Birros:PRS","Östersjön:LOC,Sverige:LOC"
"Danmark:LOC,Frankrike:LOC,Italien:LOC",
"Italien:LOC,Italien:LOC,Italien:LOC,sverige:LOC",
,Sverige:LOC
Sverige:LOC,
brieosten:PRS,Sverige:LOC
,
,Sverige:LOC
,
,Östersjön:LOC
,Sverige:LOC
,Sverige:LOC
Thailand:LOC,
,
,
,Sverige:LOC
,"Östersjön:LOC,Bottenhavet:LOC,Sverige:LOC"
,Sverige:LOC
för något år sedan:TME,"Östersjön:LOC,Sverige:LOC,Sverige:LOC"
,
PCB:ORG,
"Sverige:LOC,Livsmedelsverket:ORG,Frankrike:LOC,Livsmedelsverket:ORG",
,Sverige:LOC
,
,Sverige:LOC
,
USA:LOC,
,
,
,
,
,
,
,
"Albanien:LOC,Sverige:LOC,Sverige:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Montpellier:LOC,Norditalien:LOC,Milano:LOC,Bologna:LOC,Italien:LOC,Italien:LOC,Spanien:LOC,Costa:LOC,Valencia:LOC,Portugal:LOC,Lisbon:PRS,Porto:LOC,Algarve:LOC,Danmark:LOC,Nederländerna:LOC,Belgien:LOC,Sverige:LOC"
Albanien:LOC,"Europa:LOC,Sverige:LOC,Norden:LOC,Nederländerna:LOC,Tyskland:LOC,Schweiz:LOC,Österrike:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Algarvekusten:LOC,Spanien:LOC,Málaga:LOC,Frankrike:LOC,Malta:LOC,Cypern:LOC,Kanarieöarna:LOC,Portugal:LOC,Spanien:LOC"
"Frankrike:LOC,Sverige:LOC,Frankrike:LOC,Martinique:LOC,Guyana:LOC,Tahiti:LOC,Réunion:LOC,Spanien:LOC,Spanien:LOC","Europa:LOC,Europa:LOC,Spanien:LOC,Malta:LOC,Italien:LOC,Grekland:LOC,Cypern:LOC,Portugal:LOC,Sverige:LOC,Nederländerna:LOC,Danmark:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Frankrike:LOC,Nederländerna:LOC,Portugal:LOC,Lisbon:LOC,Porto:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Malta:LOC,Cypern:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC"
"Spanien:LOC,Frankrike:LOC","Sverige:LOC,Europa:LOC,Portugal:LOC,Lisabon/:LOC,Porto:LOC,Sverige:LOC,Europa:LOC,Spanien:LOC,Barcelona:LOC,Valencia:LOC,Madrid:LOC,Spanien:LOC,Rivieran:LOC,Nice:LOC,Sverige:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Nordens:LOC"
"Europa:LOC,Sverige:LOC","samtidigt:TME,Sverige:LOC,Europa:LOC,Schweiz:LOC,Österrike:LOC,Tyskland:LOC,Nederländerna:LOC,Spanien:LOC,Portugal:LOC,Kanarieöarna:LOC,Sverige:LOC"
"Europa:LOC,Spanien:LOC,Andalusien:LOC,GENERELLT:ORG,Sverige:LOC,Fuengirola:LOC","Europa:LOC,Sydeuropa:LOC,Portugal:LOC,Lisabon/:LOC,Porto:LOC,Sverige:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Sydfrankrike:LOC,Irland:LOC,Nederländerna:LOC,Belgien:LOC,Schweiz:LOC,Österrike:LOC,Europa:LOC,Portugals:LOC,Spanien:LOC,Sverige:LOC,Norden:LOC"
"Sverige:LOC,Sverige:LOC,Norge:LOC,Kanada:LOC,Sverige:LOC","Europa:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Frankrike:LOC,Malta:LOC,Cypern:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Sverige:LOC"
"Luxemburg:LOC,Sverige:LOC","Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Norditalien:LOC,Milan:LOC,Turin:LOC,Bologna:LOC,Italien:LOC,Spanien:LOC,Madrid:LOC,Barcelona:LOC,Valencia:LOC,Sverige:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Lissabon:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Valencia:LOC,Málaga:LOC,Algarve:LOC,Sverige:LOC,Europa:LOC"
jumpcut:PRS,"Europa:LOC,Schweiz:LOC,Österrike:LOC,Tyskland:LOC,Nederländerna:LOC,Danmark:LOC,Sverige:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Malta:LOC,Cypern:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Sverige:LOC"
"Europa:LOC,Östersjön:LOC,Frankrike:LOC,Peps:PRS,Schweiz:LOC,Medelhavet:LOC","Europa:LOC,Sydfrankrike:LOC,Nice:LOC,Antibes:LOC,Norditalien:LOC,Milano:LOC,Trento:LOC,Italien:LOC,Spanien:LOC,Portugal:LOC,Danmark:LOC,Tyskland:LOC,Nederländerna:LOC,Sverige:LOC,Australien:LOC,Europa:LOC,Europa:LOC,Norden:LOC,DACH:ORG,Frankrike:LOC,Frankrike:LOC,Spanien:LOC"
,"Sverige:LOC,Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Montpellier:LOC,Schweiz:LOC,Lugano:LOC,Sverige:LOC,Österrike:LOC,Italien:LOC,Sydtyrolen:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Algarve:LOC,Valencia:LOC,Malaga:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC"
"Andalusien:LOC,Sverige:LOC,Barcelona:LOC","Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Spanien:LOC,Barcelona:LOC,Madrid:LOC,Portugal:LOC,Lisbon:PRS,Porto:LOC,Sverige:LOC,Lissabon:LOC,Malta:LOC,Cypern:LOC,Cypern:LOC,Schweiz:LOC,Österrike:LOC,Spanien:LOC,Europa:LOC"
"IKEA:ORG,IKEA-kök:ORG,Sverige:LOC","samtidigt:TME,Sverige:LOC,Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Montpellier:LOC,Nord-:LOC,Spanien:LOC,Baskien:LOC,Bilbao:LOC,Andalusien:LOC,Spanien:LOC,Sverige:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Algarve:LOC,Schweiz:LOC"
"Holland:LOC,Skandinavien:LOC,München:LOC","Europa:LOC,Nederländerna:LOC,Belgien:LOC,Frankrike:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Schweiz:LOC,Frankrike:LOC,Montpellier:LOC,Nice:LOC,Spanien:LOC,Barcelona:LOC,Madrid:LOC,Valencia:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Europa:LOC,Spanien:LOC,Kanarieöarna:LOC,Madeira:LOC"
Holland:LOC,"Europa:LOC,Sverige:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Sverige:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Frankrike:LOC,Italiens:LOC,Nederländerna:LOC,Belgien:LOC,Frankrike:LOC,Portugal:LOC,Spanien:LOC,Kanarieöarna:LOC,Europa:LOC"
"Tyskland:LOC,Tyskland:LOC,Sverige:LOC,i juli:TME,Berlin:LOC,Sverige:LOC,Berlin:LOC,Sverige:LOC,Göteborg:LOC,Edit:PRS,Nederländerna:LOC,Sverige:LOC,Norden:LOC","Europa:LOC,Sydfrankrike:LOC,Nice:LOC,Antibes:LOC,Kanarieöarna:LOC,Schweiz:LOC,Lugano:LOC,Österrike:LOC,södern:LOC,Bayern:LOC,Spanien:LOC,Portugal:LOC,Skönast:ORG,Sverige:LOC,Kanarieöarna:LOC,Europa:LOC,Spanien:LOC,Portugal:LOC"
"spanien:LOC,sverige:LOC,sverige:LOC,sverige:LOC,Torrevieja:LOC,Dar:LOC,engelskman:PRS,hollandare:PRS,spanien:LOC","Europa:LOC,Sverige:LOC,Nederländerna:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Medelhavsvärme:LOC,Spanien:LOC,Portugal:LOC,Frankrike:LOC,Italien:LOC,Grekland:LOC,Cypern:LOC,Malta:LOC,Kanarieöarna:LOC,Madeira:LOC,Cypern:LOC,Sverige:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Kanarieöarna:LOC,Spanien:LOC,Europa:LOC,Frankrike:LOC,Spanien:LOC,Portugal:LOC"
"Ang Tyskland:PRS,Holland:LOC,Sverige:LOC,Holland:LOC","Kanarieöarna:LOC,Sydfrankrike:LOC,Nice:LOC,Antibes:LOC,Montpellier:LOC,Spanien:LOC,Barcelona:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Norden:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Norditalien:LOC,Milano:LOC,Bologna:LOC,Irland:LOC,Spanien:LOC,Portugal:LOC"
,
,
,CSN:ORG
,
Sverige:LOC,
borås:LOC,CSN:ORG
Borlänge:LOC,Sverige:LOC
,Arbetsförmedlingen:ORG
,
,
,
,
,
,
,
,
,
,
,
,
Inside Brus:PRS,
,
,på onsdag:TME
Omeprazol:OBJ,
,
,
imorgon:TME,
,
Vialerg:PRS,
,
,
,
,
,
,
,
"Omeprazol:OBJ,Johannesört:PRS,Erlotinib:PRS",
,
,
,
,
,
,
,
,
,
,
,
,
,
norrland:LOC,
,
,
,
,
,
,
"Köpenhamn:LOC,chris:PRS,varje dag:TME",
,
,
,
,
,
,
,
,
,
,
,Odenplan:LOC
,"Odenplan:LOC,i natten:TME"
Östermalms:LOC,Odenplan:LOC
,"Odenplan:LOC,i natten:TME"
,Odenplan:LOC
,Carl:PRS
"Stenströms:PRS,Helsingborg:LOC","Carl:PRS,Stenströms:PRS,Stenströms:PRS"
stockholm:LOC,"CareOfCarl:PRS,Stenströms:PRS,Zalando/:LOC"
,CSN:ORG
,
,CSN:ORG
,
FI:ORG,
,
,CSN:ORG
,
,
,"Sverige:LOC,CSN:ORG"
,
Göteborg:LOC,"CSN:ORG,KALP:LOC"
västerhaninge:LOC,
,
,
,CSN:ORG
,CSN:ORG
,OS:EVN
,OS:EVN
,
,OS:EVN
,
,"Ritalinet:LOC,melatonin:PRS"
Johan:PRS,"Stilnoct/Imovane:PRS,Ritalinet:PRS,vid rätt tid:TME,Google:ORG"
,"Google:ORG,Ritalinet:PRS"
Edit:PRS,Ritalinet:PRS
hittills:TME,Ritalin-dos:LOC
,"Ritalin:ORG,Google:ORG,Ritalinet:LOC"
,
,
,
"Mvh:PRS,Oddball Moderator:ORG",
,
,
,
,
,
Edit:PRS,
,
,
,
,
,
,1–3 gånger:MSR
,några gånger:MSR
Edit:PRS,
Amsterdam:LOC,
,
,
,
,
Benzo:PRS,
,
Benzo:PRS,
,
,
,
,max X:PRS
,
,
,
fuck off:PRS,
,"Sverige:LOC,Indien:LOC,Sverige:LOC,Indien:LOC"
"Sven Svensson:PRS,Ahmed Abdhulla:PRS,Irak:LOC","Sverige:LOC,Sverige:LOC"
,"Sverige:LOC,flera års:TME,Indien:LOC"
,"Sverige:LOC,Indien:LOC,Indien:LOC,Sverige:LOC,Indien:LOC"
,Sverige:LOC
"Indien:LOC,Indien:LOC","Sverige:LOC,Indien:LOC,Sverige:LOC,Indien:LOC,Sverige:LOC,Indien:LOC,Sverige:LOC"
"Liechtenstein:PRS,Bürgergemeinde:LOC,Liechtenstein:PRS,Liechtenstein:PRS,Sverige:LOC","Sverige:LOC,Indien:LOC"
,Jönköping:LOC
,
,Mac:PRS
,
,
Rich:PRS,
,EU:ORG
mac os:PRS,
,
,
,
,
barcelona:LOC,
,"Compass Group:ORG,Sodexo:ORG,ISS:ORG"
,"Compass:ORG,Sodexo:ORG,ISS:ORG"
,
,
,
,
,
,
,
,på kvällen:TME
,
,
,
,
,
,
,
,
söksöksöksösksksököskösks:ORG,
,
,
,
Josef_K:PRS,
,
,
,
,
,
,
,
,
,
,weed:PRS
,
,
,
,
,
,"Catan:LOC,SF:ORG,Gamla Stan:LOC,Sergels torg:LOC"
,"Gamla stan:LOC,Alphaspel:PRS,Stockholm:LOC,Fridhemsplan:LOC"
Arcane:PRS,"Alphaspel:PRS,Odenplan:LOC,SF Bokhandeln:ORG,Science:ORG,Västerlånggatan:LOC"
Arcane:PRS,"Alphaspel:PRS,Medborgarplatsen:LOC,Västerlånggatan:LOC,Gamla stan:LOC,Kulturhuset:LOC,Catan:LOC"
"Sturegallerian:LOC,Mariatorget:LOC","Alphaspel:LOC,Bromma:LOC,Science Fiction Bokhandeln:ORG,Västerlånggatan:LOC,Catan:LOC,Hötorgshallen:LOC"
Games:ORG,"Alphaspel:PRS,Kungsholmen:LOC,Hantverkargatan:LOC,Gamla Stan:LOC,Fridhemsplan:LOC,Catan:LOC"
"GBG:LOC,Games:ORG","Alphaspel:PRS,Bromma:LOC,SF Bokhandeln:ORG,Gamla Stan:LOC,Catan:LOC,Hötorget:LOC"
kungsholmen Stockholms:LOC,"Gamla Stan:LOC,Hägersten:LOC,city:LOC,Dragons Lair:ORG,Kungsholmen:LOC,Akademibokhandeln:LOC,Mäster Samuelsgatan:LOC,Catan:LOC"
Stockholm:LOC,"Gamla stan:LOC,Alphaspel:PRS,Midsommarkransen:LOC,city:LOC,Catan:LOC,Webhallen:LOC,Sveavägen:LOC"
"Alphaspel:PRS,öppettider:LOC","Alphaspel:PRS,Odenplan:LOC,Västmannagatan:LOC,SF:ORG,Gamla stan:LOC,Sergels torg:LOC,Science:ORG,Kista Galleria:LOC"
"Gamla Stan:LOC,Västerlånggatan:LOC,USA:LOC,Arcane:PRS,Odenplan:LOC,Kungsholmstorg:LOC,Sveriges:LOC,Sveriges:LOC,Solberga:LOC","Alphaspel:PRS,Odenplan:LOC,SF Bokhandeln:ORG,Gamla stan:LOC,Catan:LOC,Sveavägen:LOC"
,"Alphaspel:PRS,Odenplan:LOC,SF Bokhandeln:ORG,Gamla stan:LOC,city:LOC,Catan:LOC,Alphaspel:PRS"
,
,Vilks:PRS
Lars Vilks:PRS,Vilks:PRS
,"Vilks:PRS,Säpo:ORG"
"Lars Vilks:PRS,Vilks:PRS","Vilks:PRS,Vilks:PRS"
Sverige:LOC,
,Lars:PRS
,"Vilks:PRS,Lars Vilks:PRS"
,"Vilks:PRS,Vilks:PRS,Säpo:ORG"
,Vilks:PRS
"Lars Wilks:PRS,Muhammed:PRS,Islam:WRK","Charlie Hebdo:PRS,Israel:LOC,Palestina:LOC"
,"Vilks:PRS,Lars Vilks:PRS"
Muhammed:PRS,Vilks:PRS
"Muhammed:PRS,Muhammed:PRS,Muhammed:PRS",Vilks:PRS
,Säpo:ORG
Mohammed:PRS,Vilks:PRS
,
"Jesus:PRS,Buddha:PRS",Migrationsverket:ORG
Mohammed:PRS,Vilks:PRS
,Vilks:PRS
Vilks:PRS,Vilks:PRS
Lars:PRS,"Vilks:PRS,Säpo:ORG"
jesus:PRS,Lars Vilks:PRS
,"Migrationsverket:ORG,Vilks:PRS"
Nederländerna:LOC,Vilks:PRS
,
,
,dejting:LOC
,Facebook:ORG
facebook:PRS,
,
Facebook:ORG,Facebook:ORG
,
,
facebook:PRS,Facebook:ORG
Facebook:ORG,
,Facebook:ORG
facebook:PRS,guds:PRS
,Facebook:ORG
,
,Facebook:ORG
Facebook:ORG,
,"DM:a:ORG,Facebook:ORG"
,"DM:a:ORG,Facebook:ORG"
,faila:PRS
,"OS:EVN,XP:OBJ"
,faila:PRS
,
,WD Data:ORG
,"XP sp3”-strul:WRK,Seatools:ORG,Seagate:ORG,WD Data:ORG"
,Seagate:ORG
,
,
,Ström:PRS
,Enabled:PRS
,
,Integrated NIC:ORG
,"Seagate:ORG,WD:ORG,OS:EVN,idag:TME"
,
,"SeaTools:ORG,Seagate:ORG,WD Data:ORG,Rufus:PRS"
,
,
,
,faila:PRS
,Enabled:PRS
,
,
,OS:EVN
,
,
,"BIOS:LOC,Ström:PRS"
,OS:EVN
Raidcard:PRS,
hard:PRS,
Arn:PRS,"Helsingfors:LOC,Asien:LOC,Oslo:LOC,Köpenhamn:LOC,Arlanda:LOC,Frankfurt:LOC,Amsterdam:LOC,München:LOC"
8-9 timmar:TME,"Stockholm:LOC,Köpenhamn:LOC,ARN:ORG,Oslo:LOC,Frankfurt:LOC,München:LOC,Amsterdam:LOC,Turkish:LOC,Emirates:LOC"
"Turkish:LOC,Göteborg:LOC,Bangkok:LOC,Istanbul:LOC,SAS:ORG,Star Alliance:ORG","Frankfurt:LOC,Amsterdam:LOC,Helsingfors:LOC,Köpenhamn:LOC,Stockholm:LOC,ARN:ORG,Oslo:LOC,Frankfurt:LOC,München:LOC,Amsterdam:LOC"
Thailand:LOC,"Helsingfors:LOC,OSL:ORG,Oslo:LOC,BKK:ORG,Finnair:ORG,Helsingfors:LOC,Oslo:LOC,Köpenhamn:LOC,Norwegian:ORG,Frankfurt:LOC,Amsterdam:LOC,München:LOC,Stockholm:LOC,SAS:ORG"
,Ang iMac:PRS
,Ang iMac:PRS
,MacBooken:PRS
,Ang iMac:PRS
,"Apple:ORG,MacBooken:PRS"
,Ang iMac:PRS
,"Apple:ORG,MacBooken:PRS"
,Ang iMac:PRS
Dr Tinnitus:PRS,Ang iMac:PRS
,
,"Öppna skärmen”-läge:WRK,Ang iMac:PRS"
,Ang iMac:PRS
,
,
,
,
,
,
Mic-In:PRS,"Ang iMac:PRS,MacBooken:PRS"
,
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC,Barceloneta:LOC,Port Olímpic:LOC"
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Facebookgrupper:ORG,Barcelona:LOC,Barcelona:LOC,Barcelona International Community:ORG"
"Barcelona:LOC,mellan dagarna:TME","Barcelona:LOC,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barca:LOC,Facebookgrupper:ORG,Barcelona”/“Expats:LOC,Barcelona:LOC"
,"Barca:LOC,Barcelona:LOC,Barcelona:LOC,Erasmus Barcelona:PRS,Poblenou:LOC"
travelbuddy.com:PRS,"Barcelona:LOC,Swedes:PRS,Barcelona:LOC"
,"Barcelona:LOC,Barcelona:LOC"
,Göteborg:LOC
,"Göteborg:LOC,Göteborg:LOC"
,Göteborg:LOC
,SMR:ORG
Dolly:PRS,
,
Sverige:LOC,
under andra världskriget:TME,
,Kalle:PRS
,
,
,
,
,
somalia:ORG,
,SMR:ORG
,scoreat:LOC
,"Flashback:LOC,Britt-Marie:PRS,Ahmed:PRS"
,
,
,
,
,
,
"SMR:ORG,Sverige:LOC,Vasaparken:LOC,Stockholm:LOC","Sverige:LOC,SMR:ORG"
,
,
,
,
"Sveriges:LOC,2,65%:MSR,1,07%:MSR,Väst-:LOC,Thailandska:LOC,Filippinska:LOC,Sveriges:LOC",
"Stockholm:LOC,Thailand:LOC,afrika:LOC",
Somalia:LOC,benen”-tjej:LOC
,
,"Felix Rostad Lök-dressing:PRS,Rydbergs:PRS,Felix:PRS,Heinz Burger Sauce:PRS,Max:PRS"
,"Rydbergs:PRS,Felix Rhode:PRS,Island:LOC,Johnny’s senapsdressing:PRS"
"Erik Lallerstedts:PRS,Lohmanders:PRS,McDonald's:ORG","Felix Bearnaise:PRS,Rydbergs:PRS,nuggets:ORG,Santa Maria:LOC,Honey:PRS"
"i somras:TME,Lohmanders:PRS,Heinz:PRS,Felix:PRS,Max:PRS",Felix Rostad:PRS
,"Felix Rostad:PRS,Rydbergs Bearnaise:PRS,Lohmanders:PRS,Rydbergs:PRS,Zeinas Tahinisås:PRS,Maria Chipotle Mayo:PRS,Heinz Burger Sauce:PRS"
"Kroatien:LOC,cirkus:LOC,1 år sedan:TME,Ica:ORG,Felix:PRS","Felix Rökig BBQ:PRS,Heinz Garlic Sauce:PRS,Santa Maria:PRS"
Jim Beam Barbeque sauce:PRS,"Felix Rhode:PRS,Island:LOC,Rydbergs Bearnaise:PRS,Maria Garlic & Herbs:PRS,Max:PRS"
"Santa Marias Cheddardipp:PRS,Max:PRS","Felix Rhode:PRS,Island:LOC,Heinz Burger Sauce:PRS,Maria Garlic & Pepper:PRS,BBQ:ORG"
"åxå:PRS,Blairs:PRS,åxå:PRS,hiilosmakkara:PRS,åxå:PRS","Felix Rostad:PRS,Hellmann’s Real Mayo:PRS,Rydbergs Bearnaise:PRS,Maria Chipotle Mayo:PRS"
Donkens Garlic Dipp:ORG,"Hellmann’s Real Mayo:PRS,Felix Rhode:PRS,Island:LOC,TS:ORG,Flying Goose:PRS,Santa Maria:LOC,Jack Daniel’:PRS"
Max:PRS,"Rydbergs Bearnaise:PRS,Felix Hamburgerdressing:PRS,Maria Garlic & Pepper:PRS,Heinz Sweet:PRS,Lohmanders:PRS,England:LOC"
"EastClintfood:PRS,Sriracha:LOC,för två månader sedan:TME","Hellmann’s majonnäs:PRS,Rydbergs Bearnaise:PRS,Felix Rostad:PRS"
Lohmanders:PRS,"Felix Rostad:PRS,Maria Chipotle Mayo:PRS"
,"Rydbergs Rhodedressing:PRS,Hellmann’s Real Mayo:PRS,Maria Chipotle Mayo:PRS,Felix:PRS"
"Santa Marias salsa:PRS,Knorr:PRS","Rydbergs Bearnaise:PRS,Felix Rostad:PRS,Maria Chipotle Mayo:PRS"
,"Garants:ORG,Heinz Burger:PRS,Felix:PRS"
,"Stokes Burger:PRS,Rydbergs:PRS,Maria Mango Habanero:PRS,Felix Chili Bearnaise:PRS,Hellmann’s Real:PRS"
,"Felix Rhode:PRS,Santa Maria Garlic:PRS"
"Winarom:LOC,Johnnys Mango:PRS,Johnnys Rödlök:PRS,Lousiana Hot Pepper:PRS","Rydbergs Bearnaise:PRS,Felix Rhode:PRS,nuggets:ORG,Maria Garlic & Pepper:PRS"
,"Felix Rhode:PRS,Heinz:PRS,Johnny’s Jalapeño:PRS"
,"Felix Bearnaise:PRS,Rydbergs:PRS,Felix:PRS,Heinz Burger Sauce:PRS,honey:PRS"
"nyligen:TME,Coops:ORG","Hellmann’s Real Mayo:PRS,Maria Chipotle Mayo:PRS,don’:PRS,Felix Hamburgardressing:PRS,Honey:PRS,Hickory:PRS"
"Café:LOC,Paris:LOC","Johnny’:PRS,Felix Rhode:PRS,Island:LOC,Maria Chipotle Mayo:PRS"
"Schirasca Lee:PRS,Brown:PRS,McDonalds:ORG,nuggets:ORG","Burger Kings:PRS,Max:PRS,Felix Rhode:PRS,Johnny’s sötstarka:PRS"
Sverige:LOC,"Felix Rödvinssås:PRS,Maria Chipotle Mayo:PRS,Hellmann’s Original Mayo:PRS,Rhodos:LOC"
Max hamburgerdressing:PRS,"Felix Rostad:PRS,Kalles Kaviar Dillmajonnäs:PRS,Maria Chipotle Mayo:PRS"
Jensen´s:PRS,"Rydbergs Hamburgerdressing:PRS,Felix Rhode:PRS,Island:LOC,Santa Maria:LOC"
,"Felix Rhode:PRS,Island:LOC,Rydbergs Bearnaise:PRS,Maria Chipotle Mayo:PRS"
,"Felix Rhode:PRS,Rydbergs Tryffelmajonnäs:PRS,Heinz Burger Sauce:PRS"
MAX:ORG,"Felix Rhode:PRS,Island:LOC,Johnny’s Senap & Honung:PRS,Maria Chipotle Mayo:PRS"
,
,
,
,
,
,
,
,
,
,
,
,Glocken:LOC
,Glocken:PRS
MCDonalds:PRS,
,
TS:ORG,
"Sverige:LOC,Erik:PRS,Sverige:LOC",
,Glocken:PRS
"Erik:PRS,Mod:ORG,Getto:LOC,USA:LOC,Alban:PRS",
,Glocken:ORG
Sverige:LOC,
,
"Svea Rikes:ORG,Gud:PRS",Glocken:PRS
,
,
,i flera år tills den dag:TME
,
,
Allan:PRS,
,Glocken:PRS
Afrika:LOC,
,
,
,
Sverige:LOC,
,Sverige:LOC
,
"Stockholm:LOC,Gud:PRS","Institutet för språk:ORG,Wikipedia:ORG,Lantmäteriets:ORG"
Eskil:PRS,"Institutet för språk:ORG,Isof:WRK,Wikipedia:OBJ,Isof:PRS,Eskilstuna:LOC,Eskils:PRS,S:t Eskil:WRK,tuna:LOC,Eskil:PRS"
,"Institutet för språk:ORG,Wikipedia:ORG"
,
//Mod:ORG,
,
I mitten av 90-talet:TME,"hit-driven:PRS,Hellgate/:ORG,Larian:PRS,RimWorld-gänget:ORG,Apple:ORG"
,Hellgate:PRS
,"Hellgate/Flagship:ORG,Samtidigt:TME,GOG:ORG,Baldur’s Gate:PRS,RimWorld:ORG,ray tracing:PRS"
Blizzard:PRS,"OS:EVN,Hellgate/:ORG,Samtidigt:TME"
"Blizzard:PRS,Blizzard:PRS,Sverige:LOC,EA:ORG,Blizzard:PRS,Blizzards:PRS",QA:a:PRS
,QA:a:PRS
,"Steam:ORG,EA:ORG,Hellgate:LOC,Steam:ORG,Baldur’s Gate:PRS,Paradox-spelen:ORG,RimWorld:ORG,Apple:ORG"
,"EA:ORG,Flagship:ORG,colony builders:PRS"
,"OS:EVN,Ubisoft:ORG,EU:ORG,Paradox:PRS,Larian:PRS,Steam:ORG,idag:TME"
,
,Svenska Kassaservice:ORG
sveriges:LOC,
,
,Google Docs:ORG
,Öppna i…:WRK
,
,Google Drive/Docs:ORG
,
,
,Google Docs:ORG
,"USPS:ORG,USA:LOC,Mail International:ORG,USA:LOC,Sverige:LOC"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
TS:ORG,
,
,
,
,
,
,
,
,
,
,
Nope:PRS,
,
,
,
,
,
,
,
Medelhavet:LOC,
,
,
,
"china:PRS,Virgin:PRS,thailand:LOC",
,
BigBrother:PRS,
,
,
,
,
,
Fucking brilliant:ORG,
,
,
vela:PRS,
,
"indien:LOC,sverige:LOC,afrika:LOC",
,
,
,
,
,
,
USA:LOC,
,
,
,Laxeberal:PRS
,
,
,
,
,
,Laxeberal:PRS
,
varje fredag:TME,Benzo:PRS
,
varje dag:TME,
,Laxeberal:PRS
"Tors:PRS,Starköl:ORG,Canabis:LOC,Canabis:LOC,Canabis:LOC,Benzo:PRS,imovane:PRS",Laxeberal:PRS
,samtidigt:TME
,Laxeberal:PRS
,
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
Kina:LOC,Sverige:LOC
TS:ORG,Sverige:LOC
Sverige:LOC,Sverige:LOC
sverige:LOC,
,Sverige:LOC
