human_sentiment_label,human_sentiment_score,human_affective_extremity,human_is_subjective,human_emotion_neutral,human_emotion_surprise,human_emotion_anger,human_emotion_joy,human_emotion_disgust,human_emotion_fear,human_emotion_sadness,llm_sentiment_label,llm_sentiment_score,llm_affective_extremity,llm_is_subjective,llm_emotion_neutral,llm_emotion_joy,llm_emotion_surprise,llm_emotion_anger,llm_emotion_disgust,llm_emotion_sadness,llm_emotion_fear
NEUTRAL,0.8348618745803833,0.165138,0,0.7486298680305481,0.10196755081415176,0.022021668031811714,0.027979344129562378,0.04136307165026665,0.033627524971961975,0.024411030113697052,NEGATIVE,0.5891881585121155,0.621351,1,0.0024044259916990995,0.0013505660463124514,0.9799045920372009,0.0043529546819627285,0.00527863297611475,0.0019580235239118338,0.0047508166171610355
NEGATIVE,0.6928098201751709,0.700461,1,0.04403684288263321,0.908118486404419,0.005811392329633236,0.010700526647269726,0.01164054125547409,0.014206231571733952,0.005486021284013987,NEUTRAL,0.664299488067627,0.335701,0,0.19469189643859863,0.07047637552022934,0.20599721372127533,0.11765827983617783,0.1784902811050415,0.10112303495407104,0.1315629631280899
NEGATIVE,0.588044285774231,0.598967,1,0.16422541439533234,0.5622829794883728,0.05049964413046837,0.06424026936292648,0.07975871115922928,0.049208950251340866,0.029784001410007477,NEUTRAL,0.7047549486160278,0.295245,0,0.15824347734451294,0.06826376914978027,0.2114095240831375,0.15177258849143982,0.14728590846061707,0.09733645617961884,0.16568823158740997
NEUTRAL,0.9337888360023499,0.066211,0,0.017610710114240646,0.8669724464416504,0.03918797895312309,0.022899694740772247,0.017943907529115677,0.02780386619269848,0.007581423036754131,NEUTRAL,0.8882960081100464,0.111704,0,0.0036422705743461847,0.006222542840987444,0.9684761762619019,0.005313726142048836,0.008402894251048565,0.0025718924589455128,0.005370487459003925
NEGATIVE,0.7095764875411987,0.748447,1,0.0089193657040596,0.9604207873344421,0.003764999797567725,0.018004318699240685,0.0038210812490433455,0.002950041787698865,0.002119460143148899,NEUTRAL,0.8281678557395935,0.171832,0,0.013515337370336056,0.018832683563232422,0.912226676940918,0.012590574100613594,0.018641389906406403,0.010804546065628529,0.01338883489370346
NEUTRAL,0.9858880639076233,0.014112,0,0.0389678068459034,0.8626494407653809,0.011950116604566574,0.03178931400179863,0.03428151458501816,0.011203421279788017,0.009158368222415447,NEUTRAL,0.730333149433136,0.269667,0,0.01875651255249977,0.022297492250800133,0.8830740451812744,0.024478843435645103,0.024308614432811737,0.01219231728464365,0.014892213977873325
NEUTRAL,0.9762541055679321,0.023746,0,0.054307661950588226,0.6792941689491272,0.0679381713271141,0.05967240408062935,0.045895934104919434,0.05601020157337189,0.03688144311308861,POSITIVE,0.947666347026825,0.950722,1,0.05604909360408783,0.454326331615448,0.3594691753387451,0.06144900619983673,0.012699698098003864,0.028005201369524002,0.028001513332128525
NEUTRAL,0.6996996998786926,0.3003,0,0.3500274419784546,0.3193114399909973,0.08569017797708511,0.09343133121728897,0.04715225473046303,0.059658121317625046,0.044729236513376236,NEUTRAL,0.5997589826583862,0.400241,0,0.1501678079366684,0.08878081291913986,0.27644082903862,0.1236581802368164,0.21187378466129303,0.05547022446990013,0.09360840171575546
POSITIVE,0.4744166135787964,0.576523,1,0.03790773078799248,0.4563368260860443,0.05866174399852753,0.3990708589553833,0.0158880315721035,0.015575291588902473,0.016559544950723648,NEUTRAL,0.9137054085731506,0.086295,0,0.006868709810078144,0.017157526686787605,0.9068854451179504,0.01677396520972252,0.02926531806588173,0.006161435507237911,0.01688762940466404
NEGATIVE,0.8968783617019653,0.90237,1,0.07003730535507202,0.758764386177063,0.02971673384308815,0.05238794907927513,0.046772535890340805,0.02330659329891205,0.01901453733444214,POSITIVE,0.8617576360702515,0.867142,1,0.025054508820176125,0.2720279395580292,0.6361273527145386,0.02183719351887703,0.01684649847447872,0.012615573592483997,0.015490935184061527
NEUTRAL,0.8678576350212097,0.132142,0,0.0490463562309742,0.43233799934387207,0.11585614830255508,0.057184379547834396,0.15011923015117645,0.12455939501523972,0.07089653611183167,POSITIVE,0.6301500797271729,0.665509,1,0.10024180263280869,0.24932235479354858,0.39699026942253113,0.10233215987682343,0.04576961323618889,0.04562794789671898,0.05971582233905792
NEUTRAL,0.5389211773872375,0.461079,0,0.08605978637933731,0.5065257549285889,0.14439047873020172,0.09037914127111435,0.05374530702829361,0.06523753702640533,0.05366197228431702,POSITIVE,0.7090875506401062,0.727452,1,0.10570594668388367,0.20744405686855316,0.4122139513492584,0.0829734206199646,0.08203984797000885,0.05861788988113403,0.05100487917661667
POSITIVE,0.7599776387214661,0.771975,1,0.09517606347799301,0.4447689652442932,0.08357825875282288,0.24345090985298157,0.05970969796180725,0.04105634614825249,0.03225984051823616,POSITIVE,0.6648333668708801,0.697983,1,0.021292706951498985,0.01506277546286583,0.07557377219200134,0.774904191493988,0.054856739938259125,0.03918950632214546,0.019120274111628532
NEUTRAL,0.5958852767944336,0.404115,0,0.034387435764074326,0.2509784996509552,0.21116167306900024,0.10550440102815628,0.23970289528369904,0.09089345484972,0.067371666431427,NEUTRAL,0.47050249576568604,0.529498,0,0.18234528601169586,0.1812295764684677,0.20033113658428192,0.15162937343120575,0.06418656557798386,0.11042502522468567,0.10985302180051804
NEUTRAL,0.7283477187156677,0.271652,0,0.005077861715108156,0.867592453956604,0.005388586316257715,0.10712660104036331,0.005606933031231165,0.005285621155053377,0.003921903669834137,NEUTRAL,0.5828445553779602,0.417155,0,0.16542236506938934,0.15217159688472748,0.1638621985912323,0.13505512475967407,0.11678048223257065,0.12661156058311462,0.14009658992290497
POSITIVE,0.5463818907737732,0.561141,1,0.00656132260337472,0.966755211353302,0.006625514477491379,0.010605532675981522,0.002537187421694398,0.003611067309975624,0.0033041706774383783,NEUTRAL,0.5283682346343994,0.471632,0,0.17726831138134003,0.14298224449157715,0.24345950782299042,0.14530234038829803,0.09008464962244034,0.09392357617616653,0.1069793701171875
NEUTRAL,0.5211142301559448,0.478886,0,0.1278342604637146,0.22051893174648285,0.16363048553466797,0.1725839078426361,0.11620514839887619,0.09434231370687485,0.10488495230674744,NEUTRAL,0.4866258502006531,0.513374,0,0.1949130743741989,0.16480638086795807,0.29451748728752136,0.1043086051940918,0.09080072492361069,0.07636884599924088,0.0742848664522171
NEUTRAL,0.6600036025047302,0.339996,0,0.002154208952561021,0.9865128993988037,0.002229358535259962,0.00225501274690032,0.0020889323204755783,0.002626606961712241,0.0021329629234969616,POSITIVE,0.9016318917274475,0.910158,1,0.09968610107898712,0.13186509907245636,0.5098451375961304,0.07599223405122757,0.07329801470041275,0.05521419271826744,0.05409923940896988
NEUTRAL,0.8628754615783691,0.137125,0,0.00553827453404665,0.9245427846908569,0.020291026681661606,0.012260118499398232,0.010226946324110031,0.01569080352783203,0.011450088582932949,NEUTRAL,0.6479604840278625,0.35204,0,0.1460788995027542,0.1745980829000473,0.14385461807250977,0.13930009305477142,0.12835422158241272,0.13698634505271912,0.13082779943943024
NEUTRAL,0.7721058130264282,0.227894,0,0.6624361872673035,0.2144842892885208,0.03344908729195595,0.02237151563167572,0.025768406689167023,0.02244831807911396,0.01904217153787613,NEUTRAL,0.5009258985519409,0.499074,0,0.21843022108078003,0.14032502472400665,0.3057814836502075,0.0977550819516182,0.0871315523982048,0.06903806328773499,0.0815386176109314
NEUTRAL,0.9499362707138062,0.050064,0,0.2619992792606354,0.26660269498825073,0.0593128502368927,0.18145813047885895,0.1047123596072197,0.07841464877128601,0.047499995678663254,POSITIVE,0.6911870837211609,0.727351,1,0.10100876539945602,0.24767442047595978,0.30189213156700134,0.1832299828529358,0.04786866530776024,0.0521932952105999,0.06613276153802872
NEUTRAL,0.7620481848716736,0.237952,0,0.016883717849850655,0.3658445179462433,0.06999445706605911,0.31629401445388794,0.11516446620225906,0.06517057120800018,0.0506482794880867,POSITIVE,0.8559884428977966,0.867267,1,0.1570560187101364,0.25945940613746643,0.3535088896751404,0.09534074366092682,0.029432283714413643,0.07104064524173737,0.034162022173404694
NEUTRAL,0.9080817103385925,0.091918,0,0.0014174655079841614,0.9894186854362488,0.00208010571077466,0.002063645515590906,0.0019151070155203342,0.0020027344580739737,0.0011022447142750025,POSITIVE,0.7494023442268372,0.76463,1,0.06636323779821396,0.07010993361473083,0.7201856970787048,0.042071633040905,0.04765759035944939,0.02641146071255207,0.027200428768992424
POSITIVE,0.9574615359306335,0.963552,1,0.04536500200629234,0.5660269260406494,0.15038715302944183,0.17592966556549072,0.019920656457543373,0.02211548201739788,0.02025509998202324,NEUTRAL,0.5842837691307068,0.415716,0,0.1669802963733673,0.19731535017490387,0.3179645836353302,0.11405240744352341,0.06713493913412094,0.0683274045586586,0.06822504103183746
NEGATIVE,0.6954076290130615,0.700708,1,0.02279895544052124,0.8161328434944153,0.04015158489346504,0.033598486334085464,0.036407358944416046,0.02972389943897724,0.021186914294958115,NEUTRAL,0.6053000092506409,0.3947,0,0.11556805670261383,0.14383159577846527,0.4594934284687042,0.08505769819021225,0.06686416268348694,0.06416462361812592,0.06502046436071396
NEUTRAL,0.8138148188591003,0.186185,0,0.046614181250333786,0.6457113027572632,0.11344236880540848,0.08166337758302689,0.05459560826420784,0.021303975954651833,0.03666913881897926,POSITIVE,0.5771773457527161,0.619454,1,0.04806764796376228,0.27272969484329224,0.40815261006355286,0.08560217916965485,0.08397990465164185,0.0654086321592331,0.03605936840176582
NEUTRAL,0.7188622951507568,0.281138,0,0.11083369702100754,0.383891761302948,0.13990159332752228,0.11928893625736237,0.07590636610984802,0.09188618510961533,0.07829143851995468,POSITIVE,0.5221215486526489,0.585898,1,0.1511424332857132,0.14230020344257355,0.2125842571258545,0.1532243937253952,0.10791493952274323,0.12038470804691315,0.1124490350484848
NEUTRAL,0.5923799276351929,0.40762,0,0.12232284992933273,0.7580799460411072,0.028851285576820374,0.03559578210115433,0.017062624916434288,0.028146272525191307,0.009941254742443562,NEUTRAL,0.6038726568222046,0.396127,0,0.1496608555316925,0.1257478892803192,0.1813936084508896,0.16572080552577972,0.12255484610795975,0.1315760761499405,0.12334589660167694
NEGATIVE,0.95017009973526,0.951425,1,0.007276225835084915,0.9283323884010315,0.03791526332497597,0.007967931218445301,0.0052232397720217705,0.008031458593904972,0.005253430921584368,POSITIVE,0.6648194193840027,0.69597,1,0.08817153424024582,0.12347733229398727,0.5422912836074829,0.08457835763692856,0.06431590765714645,0.032570965588092804,0.06459459662437439
NEUTRAL,0.854576826095581,0.145423,0,0.33669060468673706,0.24237209558486938,0.09473348408937454,0.09528178721666336,0.09716793894767761,0.07944777607917786,0.05430630221962929,POSITIVE,0.7164373993873596,0.738269,1,0.1350054144859314,0.20178794860839844,0.283319890499115,0.12371472269296646,0.09783059358596802,0.07698241621255875,0.08135894685983658
NEUTRAL,0.9199088215827942,0.080091,0,0.23056545853614807,0.4721522629261017,0.054500266909599304,0.06077437102794647,0.10387800633907318,0.04413469135761261,0.03399483859539032,NEUTRAL,0.9112086892127991,0.088791,0,0.1335548460483551,0.1505085527896881,0.12782765924930573,0.15106229484081268,0.15256524085998535,0.14196817576885223,0.14251315593719482
NEUTRAL,0.7260701656341553,0.27393,0,0.11040932685136795,0.5091301202774048,0.07561516016721725,0.111360102891922,0.06773044914007187,0.07481729239225388,0.050937484949827194,NEUTRAL,0.9170646667480469,0.082935,0,0.14405348896980286,0.1540621519088745,0.28209391236305237,0.1220945194363594,0.14994151890277863,0.06646126508712769,0.08129314333200455
NEUTRAL,0.938606858253479,0.061393,0,0.15965424478054047,0.280870258808136,0.15709972381591797,0.1424040049314499,0.09096700698137283,0.10809839516878128,0.06090635806322098,NEUTRAL,0.9180617332458496,0.081938,0,0.058549828827381134,0.265797883272171,0.21236075460910797,0.06576713919639587,0.2699641287326813,0.035546816885471344,0.0920134112238884
NEUTRAL,0.868798017501831,0.131202,0,0.3203370273113251,0.271061509847641,0.09226897358894348,0.07620184123516083,0.09008369594812393,0.08380819857120514,0.06623871624469757,NEUTRAL,0.8957372307777405,0.104263,0,0.12102191150188446,0.12896384298801422,0.22551526129245758,0.15247400104999542,0.17241080105304718,0.06930592656135559,0.13030824065208435
NEGATIVE,0.5337626338005066,0.555396,1,0.027931444346904755,0.57780522108078,0.06450429558753967,0.07152912020683289,0.059585440903902054,0.09616681188344955,0.10247762501239777,NEGATIVE,0.6591057777404785,0.730444,1,0.06232677772641182,0.11560864746570587,0.24030019342899323,0.14048577845096588,0.23863159120082855,0.04907673969864845,0.15357020497322083
NEUTRAL,0.968462347984314,0.031538,0,0.15515559911727905,0.35976076126098633,0.09743976593017578,0.19204001128673553,0.06852094829082489,0.06624608486890793,0.06083694100379944,NEGATIVE,0.5940207839012146,0.650094,1,0.004127049818634987,0.006784155499190092,0.9058972597122192,0.00580407353118062,0.023065706714987755,0.003998223692178726,0.050323475152254105
NEUTRAL,0.761573076248169,0.238427,0,0.12905263900756836,0.5388063192367554,0.08257685601711273,0.07165088504552841,0.048308178782463074,0.0842459574341774,0.04535914584994316,NEUTRAL,0.5066319108009338,0.493368,0,0.08114737272262573,0.09227651357650757,0.1909843236207962,0.13918578624725342,0.18477264046669006,0.12505649030208588,0.18657690286636353
NEGATIVE,0.8970019817352295,0.910614,1,0.0059722550213336945,0.15868782997131348,0.3813435137271881,0.00101484265178442,0.008985173888504505,0.3961314260959625,0.04786501079797745,NEUTRAL,0.6301234364509583,0.369877,0,0.009078293107450008,0.009194282814860344,0.893040657043457,0.0198520515114069,0.012834969907999039,0.013141428120434284,0.04285828396677971
NEUTRAL,0.9584220051765442,0.041578,0,0.2450217753648758,0.39955925941467285,0.08093909174203873,0.11637021601200104,0.06224563345313072,0.046015262603759766,0.04984879121184349,NEUTRAL,0.9237720966339111,0.076228,0,0.1801380217075348,0.09321600198745728,0.20501695573329926,0.1312333196401596,0.1585501879453659,0.11037848889827728,0.12146701663732529
NEUTRAL,0.9870354533195496,0.012965,0,0.20521025359630585,0.37013131380081177,0.07062222063541412,0.11921755969524384,0.10407300293445587,0.07010626047849655,0.06063941493630409,NEUTRAL,0.9046348929405212,0.095365,0,0.368115097284317,0.07884026318788528,0.2420445829629898,0.08005895465612411,0.09590792655944824,0.06843453645706177,0.06659872084856033
NEUTRAL,0.8049023151397705,0.195098,0,0.3760254383087158,0.36159271001815796,0.0477091483771801,0.05823832377791405,0.07044652104377747,0.05272999033331871,0.03325784578919411,NEUTRAL,0.9016023874282837,0.098398,0,0.15844377875328064,0.16611896455287933,0.17916950583457947,0.12584072351455688,0.14731380343437195,0.10601799190044403,0.11709516495466232
NEUTRAL,0.8477944135665894,0.152206,0,0.0761343240737915,0.5965540409088135,0.06359826028347015,0.07069841027259827,0.0855691134929657,0.06196241080760956,0.04548344761133194,NEUTRAL,0.9109309315681458,0.089069,0,0.18028786778450012,0.09913619607686996,0.2601068913936615,0.20346853137016296,0.11506044864654541,0.08119822293519974,0.06074181944131851
NEUTRAL,0.9239969849586487,0.076003,0,0.13047191500663757,0.8421069383621216,0.00530996872112155,0.006288563832640648,0.006282984744757414,0.0059402440674602985,0.0035994544159621,NEUTRAL,0.9109921455383301,0.089008,0,0.2866223156452179,0.08951619267463684,0.2814463973045349,0.09128081798553467,0.10660798847675323,0.06587254256010056,0.07865378260612488
NEUTRAL,0.9029701352119446,0.09703,0,0.20496022701263428,0.6224690079689026,0.04043413698673248,0.03413941338658333,0.03960581123828888,0.03518417105078697,0.023207293823361397,NEUTRAL,0.9295955300331116,0.070404,0,0.1264198273420334,0.10450145602226257,0.28548377752304077,0.1294747143983841,0.16796992719173431,0.09910370409488678,0.0870465487241745
NEUTRAL,0.8347979784011841,0.165202,0,0.05834922567009926,0.6389500498771667,0.06325417011976242,0.10284339636564255,0.06034998595714569,0.041389260441064835,0.0348639190196991,NEUTRAL,0.8601605892181396,0.139839,0,0.30381113290786743,0.06609965860843658,0.384484201669693,0.0701768696308136,0.0776112973690033,0.04643164202570915,0.051385246217250824
NEUTRAL,0.7694926261901855,0.230507,0,0.027817334979772568,0.5959180593490601,0.05466679856181145,0.04834660515189171,0.22930271923542023,0.024119630455970764,0.019828833639621735,NEUTRAL,0.9269818067550659,0.073018,0,0.11659329384565353,0.14548112452030182,0.13976819813251495,0.15483573079109192,0.15401776134967804,0.13723525404930115,0.1520686149597168
NEUTRAL,0.6367377042770386,0.363262,0,0.285613089799881,0.23439621925354004,0.04415979981422424,0.33019065856933594,0.03989527001976967,0.04160154238343239,0.024143394082784653,NEUTRAL,0.8446412682533264,0.155359,0,0.16124571859836578,0.09467560052871704,0.3671105206012726,0.1101299300789833,0.09658142924308777,0.08154786378145218,0.08870891481637955
NEUTRAL,0.9335397481918335,0.06646,0,0.3123982548713684,0.2964162528514862,0.07255005091428757,0.07914068549871445,0.12125805765390396,0.06286778301000595,0.05536894500255585,NEUTRAL,0.9423428773880005,0.057657,0,0.31801867485046387,0.0687330886721611,0.34909164905548096,0.06943659484386444,0.11030708998441696,0.03681044653058052,0.04760242998600006
NEUTRAL,0.8182974457740784,0.181703,0,0.4179152846336365,0.35608401894569397,0.056266963481903076,0.04426483064889908,0.04540189728140831,0.04622570425271988,0.033841323107481,NEUTRAL,0.8536326289176941,0.146367,0,0.17973341047763824,0.10974964499473572,0.2592901587486267,0.12120820581912994,0.14013920724391937,0.09152290970087051,0.0983564555644989
NEUTRAL,0.9141117334365845,0.085888,0,0.16602982580661774,0.5045976638793945,0.07244706153869629,0.07787612825632095,0.07721403986215591,0.05266238749027252,0.04917289316654205,NEUTRAL,0.866308867931366,0.133691,0,0.25689300894737244,0.09851699322462082,0.2475021779537201,0.11080551147460938,0.10364588350057602,0.08796419203281403,0.09467220306396484
NEUTRAL,0.5138916373252869,0.486108,0,0.07449517399072647,0.66585373878479,0.06436023116111755,0.034962546080350876,0.06835238635540009,0.04158906638622284,0.05038686841726303,NEUTRAL,0.863243818283081,0.136756,0,0.295989453792572,0.032135892659425735,0.5238245725631714,0.04939582198858261,0.033473607152700424,0.028679318726062775,0.03650132194161415
NEUTRAL,0.9576540589332581,0.042346,0,0.09507016837596893,0.4907287061214447,0.0997314527630806,0.08217800408601761,0.09023860841989517,0.0755055695772171,0.0665474608540535,NEUTRAL,0.9172705411911011,0.082729,0,0.22510527074337006,0.09706845879554749,0.22041918337345123,0.1323157101869583,0.12597708404064178,0.09273965656757355,0.10637462139129639
NEUTRAL,0.9567969441413879,0.043203,0,0.2364434003829956,0.33436596393585205,0.07642345130443573,0.10471829026937485,0.13174085319042206,0.06608207523822784,0.050225984305143356,NEUTRAL,0.9591578841209412,0.040842,0,0.32960274815559387,0.06893091648817062,0.35892802476882935,0.06224961206316948,0.06988856941461563,0.05480702966451645,0.05559312552213669
POSITIVE,0.892269492149353,0.894354,1,0.13851749897003174,0.5708234310150146,0.06020345166325569,0.05859421193599701,0.06649473309516907,0.05153638496994972,0.053830236196517944,NEUTRAL,0.9182602167129517,0.08174,0,0.20799598097801208,0.12799248099327087,0.16714683175086975,0.12751884758472443,0.16919510066509247,0.0981995165348053,0.1019512489438057
POSITIVE,0.6448409557342529,0.797755,1,0.04305645450949669,0.8891172409057617,0.01178219448775053,0.021238340064883232,0.016948295757174492,0.009644192643463612,0.008213222026824951,POSITIVE,0.5259734392166138,0.536304,1,0.365834504365921,0.13252459466457367,0.19615459442138672,0.09088528156280518,0.10952161252498627,0.04486927390098572,0.06021014228463173
NEUTRAL,0.9807300567626953,0.01927,0,0.09967557340860367,0.36110979318618774,0.11949501186609268,0.09366258978843689,0.1399763524532318,0.09631592035293579,0.08976473659276962,NEUTRAL,0.8788314461708069,0.121169,0,0.1619732528924942,0.0777079164981842,0.3134782314300537,0.115389883518219,0.17212612926959991,0.07373946160078049,0.0855851024389267
NEUTRAL,0.9450914263725281,0.054909,0,0.1598874181509018,0.32024574279785156,0.10523832589387894,0.10423463582992554,0.10272335261106491,0.10222893953323364,0.10544160008430481,NEUTRAL,0.7012735605239868,0.298726,0,0.13484632968902588,0.14159035682678223,0.1908399611711502,0.13631778955459595,0.182424396276474,0.09095574915409088,0.12302543222904205
NEUTRAL,0.9156316518783569,0.084368,0,0.07806699723005295,0.38953888416290283,0.10188388079404831,0.11600076407194138,0.13153870403766632,0.09292874485254288,0.09004197269678116,NEUTRAL,0.9413902759552002,0.05861,0,0.17730966210365295,0.10305697470903397,0.22781169414520264,0.12827910482883453,0.15793652832508087,0.09016474336385727,0.11544125527143478
NEUTRAL,0.9228739142417908,0.077126,0,0.16093173623085022,0.25445154309272766,0.2077210247516632,0.09700515121221542,0.10182923823595047,0.09611707925796509,0.08194421231746674,NEUTRAL,0.8385269045829773,0.161473,0,0.23528951406478882,0.06503796577453613,0.4265349209308624,0.07470805943012238,0.08163940161466599,0.05306129902601242,0.06372883915901184
POSITIVE,0.5882556438446045,0.594739,1,0.24768319725990295,0.29520997405052185,0.0885416716337204,0.0989452600479126,0.10069926083087921,0.09113582968711853,0.07778477668762207,NEUTRAL,0.9337744116783142,0.066226,0,0.18477603793144226,0.09133750200271606,0.3147047758102417,0.09520521759986877,0.17728474736213684,0.0653519332408905,0.07133983820676804
NEUTRAL,0.9535711407661438,0.046429,0,0.02828681655228138,0.9318573474884033,0.009006891399621964,0.008335812017321587,0.011384527198970318,0.006143843289464712,0.004984757862985134,NEUTRAL,0.8712236285209656,0.128776,0,0.19092191755771637,0.11596011370420456,0.3233746588230133,0.10269589722156525,0.10818394273519516,0.07581374049186707,0.08304978162050247
POSITIVE,0.6552964448928833,0.677993,1,0.010632569901645184,0.049317073076963425,0.0038291066884994507,0.9273632764816284,0.0041514853946864605,0.0027913826052099466,0.0019150911830365658,NEUTRAL,0.8459754586219788,0.154025,0,0.21499960124492645,0.10101954638957977,0.21597705781459808,0.13120709359645844,0.15228767693042755,0.08671888709068298,0.09779009968042374
NEUTRAL,0.9321416020393372,0.067858,0,0.07745205610990524,0.6131694912910461,0.128495991230011,0.04088085517287254,0.06083260476589203,0.03174915909767151,0.04741983115673065,NEUTRAL,0.8362565040588379,0.163743,0,0.25429749488830566,0.09071924537420273,0.30684223771095276,0.09375892579555511,0.09719906747341156,0.07617921382188797,0.0810038223862648
NEUTRAL,0.9727575778961182,0.027242,0,0.09015925228595734,0.6724337339401245,0.04085693880915642,0.0454631969332695,0.07400810718536377,0.04078666493296623,0.03629203513264656,NEUTRAL,0.9428743720054626,0.057126,0,0.1589731127023697,0.10107201337814331,0.2633173167705536,0.15057463943958282,0.13661536574363708,0.08986333757638931,0.09958422183990479
NEUTRAL,0.9531106352806091,0.046889,0,0.37429550290107727,0.32119205594062805,0.06332474946975708,0.06907980144023895,0.07171642035245895,0.05651770159602165,0.04387374967336655,NEUTRAL,0.949738085269928,0.050262,0,0.21791741251945496,0.09865202754735947,0.28981807827949524,0.09146670252084732,0.18544277548789978,0.052190471440553665,0.06451256573200226
NEUTRAL,0.6686133146286011,0.331387,0,0.14842604100704193,0.29883643984794617,0.12519614398479462,0.11653000116348267,0.1456361562013626,0.09595831483602524,0.06941688805818558,NEUTRAL,0.8673903942108154,0.13261,0,0.19679415225982666,0.08736516535282135,0.25640615820884705,0.10514858365058899,0.17108751833438873,0.1025361567735672,0.08066225796937943
NEUTRAL,0.9486662745475769,0.051334,0,0.16642282903194427,0.5039756298065186,0.05578964203596115,0.07589205354452133,0.09031748026609421,0.06030341237783432,0.04729898273944855,NEUTRAL,0.8675358891487122,0.132464,0,0.1714601218700409,0.10517453402280807,0.1343989074230194,0.142694890499115,0.13730420172214508,0.18039686977863312,0.12857045233249664
NEUTRAL,0.9691655039787292,0.030834,0,0.08779413998126984,0.6135468482971191,0.07197072356939316,0.05700720474123955,0.06570429354906082,0.05908889323472977,0.04488791152834892,NEUTRAL,0.8717265725135803,0.128273,0,0.1500384509563446,0.13018454611301422,0.22665052115917206,0.13769029080867767,0.1385846734046936,0.10966383665800095,0.1071876585483551
NEUTRAL,0.8525274991989136,0.147473,0,0.3749539852142334,0.18586541712284088,0.09575746953487396,0.06694963574409485,0.10632539540529251,0.0795372799038887,0.09061082452535629,NEUTRAL,0.7387706637382507,0.261229,0,0.14076392352581024,0.1495373696088791,0.25745028257369995,0.14638930559158325,0.1692454069852829,0.05626429617404938,0.08034948259592056
NEUTRAL,0.9510106444358826,0.048989,0,0.1750381886959076,0.23904547095298767,0.12538668513298035,0.1369972825050354,0.12106937170028687,0.11567575484514236,0.08678732812404633,NEUTRAL,0.6949639916419983,0.305036,0,0.09686919301748276,0.0763847827911377,0.39795491099357605,0.06678489595651627,0.25080257654190063,0.050191767513751984,0.061011817306280136
NEUTRAL,0.9496641159057617,0.050336,0,0.3704964518547058,0.322969913482666,0.043853554874658585,0.10101892799139023,0.11739363521337509,0.02599307708442211,0.018274446949362755,POSITIVE,0.38877344131469727,0.656604,1,0.1395549327135086,0.09447933733463287,0.3281857669353485,0.1031688004732132,0.18239685893058777,0.05740315467119217,0.09481121599674225
NEUTRAL,0.8852852582931519,0.114715,0,0.04292197898030281,0.7993593215942383,0.04741765558719635,0.023779181763529778,0.030758803710341454,0.027819106355309486,0.027943992987275124,NEUTRAL,0.7255403399467468,0.27446,0,0.1774703711271286,0.11450334638357162,0.2551530599594116,0.07249153405427933,0.27066469192504883,0.03816637396812439,0.0715506449341774
NEUTRAL,0.9711717963218689,0.028828,0,0.045551612973213196,0.7822445034980774,0.033159054815769196,0.03932175785303116,0.052531205117702484,0.02788643352687359,0.019305434077978134,NEUTRAL,0.7055494785308838,0.294451,0,0.0235003549605608,0.043375853449106216,0.03143922984600067,0.36863139271736145,0.18222923576831818,0.1376805603504181,0.21314343810081482
NEUTRAL,0.8796769380569458,0.120323,0,0.262870728969574,0.17755411565303802,0.11632857471704483,0.12138394266366959,0.13442496955394745,0.11305732280015945,0.07438036799430847,POSITIVE,0.8757356405258179,0.878701,1,0.20922817289829254,0.14076200127601624,0.19779956340789795,0.1191769540309906,0.14015614986419678,0.08283253014087677,0.11004461348056793
NEUTRAL,0.9203034043312073,0.079697,0,0.05334961786866188,0.69819176197052,0.053116828203201294,0.04507187753915787,0.07114191353321075,0.05155528336763382,0.027572723105549812,POSITIVE,0.9904385209083557,0.990822,1,0.11011853069067001,0.12879356741905212,0.55070561170578,0.0700896754860878,0.04967718571424484,0.03380287066102028,0.056812584400177
NEUTRAL,0.7741264700889587,0.225874,0,0.34873729944229126,0.21553733944892883,0.06697529554367065,0.2294112741947174,0.05726458132266998,0.038347382098436356,0.04372686520218849,POSITIVE,0.9901345372200012,0.990496,1,0.13554534316062927,0.15368050336837769,0.14309841394424438,0.14432375133037567,0.13570630550384521,0.14168013632297516,0.14596565067768097
NEUTRAL,0.5455440878868103,0.454456,0,0.1850454956293106,0.2645586133003235,0.12686166167259216,0.17945288121700287,0.1158306822180748,0.08025085926055908,0.04799975827336311,POSITIVE,0.9632266759872437,0.964045,1,0.14250941574573517,0.15069794654846191,0.1458103060722351,0.1362338662147522,0.1484384983778,0.1345241665840149,0.14178581535816193
NEUTRAL,0.9373162388801575,0.062684,0,0.10951802879571915,0.1265825480222702,0.1779956817626953,0.16300508379936218,0.13839639723300934,0.13979239761829376,0.14470979571342468,POSITIVE,0.9833179712295532,0.98401,1,0.1578037589788437,0.26276326179504395,0.11649113893508911,0.11131546646356583,0.13388626277446747,0.10852539539337158,0.10921473801136017
POSITIVE,0.5343922972679138,0.540513,1,0.13017475605010986,0.1332959234714508,0.13813166320323944,0.14387567341327667,0.15564420819282532,0.15523968636989594,0.14363817870616913,POSITIVE,0.9830034971237183,0.983568,1,0.1641019582748413,0.1966078281402588,0.1806408017873764,0.1169499009847641,0.10313747078180313,0.10928064584732056,0.12928138673305511
