human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
NEUTRAL,0.127113,0.01353,0.859358,0.113583,0.140642,0,NEUTRAL,0.197922,0.029213,0.772865,0.168709,0.227135,0
NEUTRAL,0.084144,0.020681,0.895175,0.063463,0.104825,0,NEUTRAL,0.209797,0.012118,0.778085,0.197679,0.221915,0
NEUTRAL,0.068633,0.004046,0.92732,0.064587,0.07268,0,NEUTRAL,0.097917,0.020633,0.88145,0.077284,0.11855,0
POSITIVE,0.819872,0.014775,0.165353,0.805098,0.834647,1,NEUTRAL,0.033445,0.123989,0.842566,-0.090544,0.157434,0
POSITIVE,0.889055,0.008539,0.102406,0.880516,0.897594,1,NEUTRAL,0.025424,0.413585,0.56099,-0.388161,0.43901,0
POSITIVE,0.956812,0.0012,0.041988,0.955612,0.958012,1,NEUTRAL,0.020632,0.148223,0.831145,-0.127591,0.168855,0
NEUTRAL,0.007605,0.011039,0.981356,-0.003434,0.018644,0,NEUTRAL,0.018313,0.442946,0.538741,-0.424633,0.461259,0
NEGATIVE,0.007249,0.802279,0.190472,-0.795031,0.809528,1,NEUTRAL,0.026292,0.336233,0.637475,-0.309941,0.362525,0
NEUTRAL,0.040569,0.015299,0.944132,0.02527,0.055868,0,NEUTRAL,0.016137,0.384996,0.598867,-0.368859,0.401133,0
NEUTRAL,0.036208,0.009235,0.954557,0.026973,0.045443,0,NEUTRAL,0.040203,0.23185,0.727947,-0.191647,0.272053,0
NEUTRAL,0.010515,0.403686,0.585799,-0.393171,0.414201,0,NEGATIVE,0.019371,0.51641,0.46422,-0.497039,0.53578,1
NEUTRAL,0.008241,0.017928,0.973831,-0.009687,0.026169,0,NEUTRAL,0.032495,0.011229,0.956276,0.021266,0.043724,0
NEUTRAL,0.06337,0.031269,0.905361,0.032101,0.094639,0,NEUTRAL,0.028617,0.011134,0.960249,0.017483,0.039751,0
NEUTRAL,0.005424,0.009352,0.985224,-0.003928,0.014776,0,NEUTRAL,0.024059,0.011137,0.964804,0.012921,0.035196,0
NEUTRAL,0.036416,0.043051,0.920534,-0.006635,0.079466,0,NEUTRAL,0.026785,0.00998,0.963236,0.016805,0.036764,0
NEUTRAL,0.015621,0.021238,0.963142,-0.005617,0.036858,0,NEUTRAL,0.030335,0.011587,0.958078,0.018748,0.041922,0
NEUTRAL,0.007154,0.016482,0.976365,-0.009328,0.023635,0,NEUTRAL,0.0272,0.009584,0.963216,0.017616,0.036784,0
NEUTRAL,0.028786,0.017536,0.953678,0.01125,0.046322,0,NEUTRAL,0.028895,0.011671,0.959434,0.017224,0.040566,0
NEUTRAL,0.027036,0.025796,0.947168,0.00124,0.052832,0,NEUTRAL,0.039156,0.012743,0.948101,0.026414,0.051899,0
NEUTRAL,0.102724,0.095765,0.801511,0.006959,0.198489,0,NEUTRAL,0.030977,0.010781,0.958242,0.020196,0.041758,0
NEUTRAL,0.046427,0.013838,0.939735,0.032589,0.060265,0,NEUTRAL,0.027574,0.012473,0.959952,0.015101,0.040048,0
NEUTRAL,0.024384,0.059466,0.91615,-0.035082,0.08385,0,NEUTRAL,0.034133,0.012156,0.953711,0.021976,0.046289,0
NEUTRAL,0.061867,0.072914,0.865219,-0.011046,0.134781,0,NEUTRAL,0.032863,0.012037,0.955099,0.020826,0.044901,0
NEUTRAL,0.012209,0.059964,0.927827,-0.047755,0.072173,0,NEUTRAL,0.031427,0.011388,0.957186,0.020039,0.042814,0
NEUTRAL,0.024812,0.161072,0.814117,-0.13626,0.185883,0,NEUTRAL,0.036879,0.013198,0.949924,0.023681,0.050076,0
NEUTRAL,0.027573,0.079134,0.893292,-0.051561,0.106708,0,NEUTRAL,0.036571,0.012857,0.950572,0.023713,0.049428,0
NEGATIVE,0.006442,0.851984,0.141574,-0.845542,0.858426,1,NEUTRAL,0.023956,0.008552,0.967491,0.015404,0.032509,0
NEUTRAL,0.024545,0.054368,0.921087,-0.029823,0.078913,0,NEUTRAL,0.02599,0.010065,0.963945,0.015924,0.036055,0
NEUTRAL,0.014658,0.048015,0.937327,-0.033358,0.062673,0,NEUTRAL,0.022082,0.010736,0.967182,0.011346,0.032818,0
NEUTRAL,0.009531,0.265584,0.724885,-0.256053,0.275115,0,NEUTRAL,0.025856,0.011796,0.962348,0.01406,0.037652,0
NEUTRAL,0.0064,0.013764,0.979836,-0.007364,0.020164,0,NEUTRAL,0.007566,0.010772,0.981661,-0.003206,0.018339,0
NEUTRAL,0.03851,0.070904,0.890587,-0.032394,0.109413,0,NEUTRAL,0.007729,0.009805,0.982466,-0.002076,0.017534,0
NEUTRAL,0.276175,0.017385,0.70644,0.25879,0.29356,0,NEUTRAL,0.180793,0.010078,0.809129,0.170715,0.190871,0
NEUTRAL,0.008923,0.02591,0.965167,-0.016986,0.034833,0,NEUTRAL,0.119906,0.012477,0.867617,0.107428,0.132383,0
NEUTRAL,0.007946,0.011454,0.9806,-0.003508,0.0194,0,NEUTRAL,0.047699,0.011582,0.940719,0.036118,0.059281,0
POSITIVE,0.660564,0.00666,0.332776,0.653904,0.667224,1,NEUTRAL,0.485965,0.01877,0.495265,0.467195,0.504735,0
NEUTRAL,0.017912,0.192028,0.790061,-0.174116,0.209939,0,NEGATIVE,0.017367,0.730534,0.2521,-0.713167,0.7479,1
NEGATIVE,0.012926,0.583008,0.404066,-0.570082,0.595934,1,NEGATIVE,0.002735,0.957163,0.040102,-0.954427,0.959898,1
NEUTRAL,0.082685,0.172503,0.744812,-0.089818,0.255188,0,NEGATIVE,0.023451,0.592192,0.384356,-0.568741,0.615644,1
NEUTRAL,0.038977,0.174108,0.786915,-0.135131,0.213085,0,NEGATIVE,0.010356,0.7547,0.234944,-0.744345,0.765056,1
NEUTRAL,0.007268,0.05533,0.937402,-0.048062,0.062598,0,NEGATIVE,0.018663,0.575905,0.405432,-0.557241,0.594568,1
NEUTRAL,0.015608,0.031726,0.952666,-0.016118,0.047334,0,NEGATIVE,0.007453,0.88865,0.103898,-0.881197,0.896102,1
NEUTRAL,0.004911,0.006733,0.988355,-0.001822,0.011645,0,NEGATIVE,0.009235,0.732539,0.258226,-0.723305,0.741774,1
NEUTRAL,0.025444,0.02099,0.953566,0.004454,0.046434,0,NEGATIVE,0.01127,0.780577,0.208153,-0.769307,0.791847,1
NEUTRAL,0.009205,0.008858,0.981937,0.000347,0.018063,0,NEGATIVE,0.001895,0.979442,0.018663,-0.977547,0.981337,1
NEGATIVE,0.010552,0.670749,0.318699,-0.660196,0.681301,1,NEGATIVE,0.009523,0.782672,0.207805,-0.77315,0.792195,1
NEUTRAL,0.007454,0.258401,0.734145,-0.250947,0.265855,0,NEUTRAL,0.053632,0.325702,0.620666,-0.272069,0.379334,0
NEGATIVE,0.007397,0.872177,0.120426,-0.86478,0.879574,1,NEGATIVE,0.002607,0.918649,0.078744,-0.916041,0.921256,1
NEGATIVE,0.000801,0.991732,0.007467,-0.990931,0.992533,1,NEGATIVE,0.014735,0.823601,0.161664,-0.808866,0.838336,1
NEUTRAL,0.03247,0.134852,0.832677,-0.102382,0.167323,0,NEUTRAL,0.034292,0.458532,0.507175,-0.42424,0.492825,0
NEUTRAL,0.012266,0.023457,0.964276,-0.011191,0.035724,0,NEGATIVE,0.00146,0.95789,0.04065,-0.95643,0.95935,1
NEGATIVE,0.018922,0.58054,0.400538,-0.561619,0.599462,1,NEGATIVE,0.012614,0.690565,0.29682,-0.677951,0.70318,1
NEUTRAL,0.023451,0.050456,0.926093,-0.027005,0.073907,0,NEGATIVE,0.01173,0.760855,0.227416,-0.749125,0.772584,1
NEUTRAL,0.011202,0.312968,0.67583,-0.301766,0.32417,0,NEGATIVE,0.020404,0.536728,0.442868,-0.516324,0.557132,1
NEUTRAL,0.13145,0.039067,0.829483,0.092383,0.170517,0,NEGATIVE,0.003613,0.878521,0.117867,-0.874908,0.882133,1
NEGATIVE,0.007296,0.792052,0.200651,-0.784756,0.799349,1,NEGATIVE,0.011834,0.743647,0.244518,-0.731813,0.755482,1
NEGATIVE,0.001806,0.973069,0.025124,-0.971263,0.974876,1,NEGATIVE,0.018084,0.761608,0.220308,-0.743524,0.779692,1
NEUTRAL,0.149822,0.071382,0.778796,0.07844,0.221204,0,NEGATIVE,0.013798,0.684354,0.301848,-0.670556,0.698152,1
NEUTRAL,0.009845,0.005452,0.984703,0.004393,0.015297,0,NEGATIVE,0.01476,0.574262,0.410978,-0.559502,0.589022,1
NEUTRAL,0.035873,0.129266,0.834862,-0.093393,0.165138,0,NEGATIVE,0.012214,0.686512,0.301274,-0.674297,0.698726,1
NEGATIVE,0.007652,0.69281,0.299539,-0.685158,0.700461,1,NEGATIVE,0.010224,0.758252,0.231524,-0.748028,0.768476,1
NEGATIVE,0.010923,0.588044,0.401033,-0.577121,0.598967,1,NEGATIVE,0.009255,0.850682,0.140063,-0.841428,0.859937,1
NEUTRAL,0.014838,0.065253,0.919909,-0.050416,0.080091,0,NEUTRAL,0.017049,0.035538,0.947413,-0.01849,0.052587,0
NEUTRAL,0.009725,0.264205,0.72607,-0.25448,0.27393,0,NEUTRAL,0.013555,0.022204,0.964241,-0.008649,0.035759,0
NEUTRAL,0.028934,0.032459,0.938607,-0.003525,0.061393,0,NEUTRAL,0.012901,0.060316,0.926783,-0.047415,0.073217,0
NEUTRAL,0.036235,0.094967,0.868798,-0.058732,0.131202,0,NEUTRAL,0.014333,0.020539,0.965128,-0.006207,0.034872,0
NEGATIVE,0.021633,0.533763,0.444604,-0.51213,0.555396,1,NEGATIVE,0.033941,0.739984,0.226075,-0.706043,0.773925,1
NEUTRAL,0.013312,0.018226,0.968462,-0.004914,0.031538,0,NEGATIVE,0.031779,0.621022,0.347199,-0.589242,0.652801,1
NEUTRAL,0.084569,0.153858,0.761573,-0.069289,0.238427,0,NEGATIVE,0.028059,0.82242,0.149522,-0.794361,0.850478,1
NEGATIVE,0.013612,0.897002,0.089386,-0.88339,0.910614,1,NEGATIVE,0.025319,0.770151,0.204531,-0.744832,0.795469,1
NEUTRAL,0.028053,0.013525,0.958422,0.014528,0.041578,0,NEUTRAL,0.066303,0.031084,0.902612,0.035219,0.097388,0
NEUTRAL,0.00526,0.007704,0.987035,-0.002444,0.012965,0,NEUTRAL,0.055955,0.029503,0.914542,0.026452,0.085458,0
NEUTRAL,0.039949,0.155149,0.804902,-0.1152,0.195098,0,NEUTRAL,0.023215,0.022376,0.954409,0.000839,0.045591,0
NEUTRAL,0.019744,0.132461,0.847794,-0.112717,0.152206,0,NEUTRAL,0.043427,0.035497,0.921076,0.00793,0.078924,0
NEUTRAL,0.052239,0.023764,0.923997,0.028475,0.076003,0,NEUTRAL,0.086137,0.026785,0.887078,0.059352,0.112922,0
NEUTRAL,0.016868,0.080162,0.90297,-0.063295,0.09703,0,NEUTRAL,0.034376,0.015621,0.950004,0.018755,0.049996,0
NEUTRAL,0.020463,0.162996,0.816541,-0.142533,0.183459,0,NEUTRAL,0.145893,0.019522,0.834585,0.126371,0.165415,0
NEUTRAL,0.117749,0.088442,0.79381,0.029307,0.20619,0,NEUTRAL,0.035867,0.029141,0.934993,0.006726,0.065007,0
NEUTRAL,0.319154,0.044108,0.636738,0.275046,0.363262,0,NEUTRAL,0.068257,0.035075,0.896668,0.033181,0.103332,0
NEUTRAL,0.031888,0.034572,0.93354,-0.002684,0.06646,0,NEUTRAL,0.048793,0.034726,0.91648,0.014067,0.08352,0
NEUTRAL,0.020807,0.160896,0.818297,-0.140089,0.181703,0,NEUTRAL,0.060796,0.018161,0.921044,0.042635,0.078956,0
NEUTRAL,0.017685,0.121037,0.861278,-0.103352,0.138722,0,NEUTRAL,0.044755,0.015196,0.940049,0.029559,0.059951,0
NEGATIVE,0.037899,0.50458,0.457521,-0.466681,0.542479,1,NEUTRAL,0.03142,0.049187,0.919392,-0.017767,0.080608,0
NEUTRAL,0.019582,0.022764,0.957654,-0.003183,0.042346,0,NEUTRAL,0.01788,0.043005,0.939115,-0.025125,0.060885,0
NEUTRAL,0.027798,0.015405,0.956797,0.012393,0.043203,0,NEUTRAL,0.03595,0.028529,0.935522,0.007421,0.064478,0
POSITIVE,0.892269,0.002085,0.105646,0.890185,0.894354,1,NEUTRAL,0.031338,0.025905,0.942757,0.005433,0.057243,0
POSITIVE,0.644842,0.152913,0.202245,0.491928,0.797755,1,NEUTRAL,0.028319,0.031702,0.939978,-0.003383,0.060022,0
NEUTRAL,0.005417,0.013853,0.98073,-0.008435,0.01927,0,NEUTRAL,0.062281,0.018953,0.918766,0.043328,0.081234,0
NEUTRAL,0.046167,0.008742,0.945091,0.037425,0.054909,0,NEUTRAL,0.030106,0.033781,0.936112,-0.003675,0.063888,0
NEUTRAL,0.071016,0.013353,0.915632,0.057663,0.084368,0,NEUTRAL,0.041811,0.024647,0.933542,0.017164,0.066458,0
NEUTRAL,0.017168,0.059958,0.922874,-0.04279,0.077126,0,NEUTRAL,0.1491,0.036845,0.814055,0.112254,0.185945,0
POSITIVE,0.588255,0.006483,0.405261,0.581772,0.594739,1,NEUTRAL,0.034903,0.041059,0.924038,-0.006155,0.075962,0
NEUTRAL,0.009,0.037429,0.953571,-0.02843,0.046429,0,NEUTRAL,0.023025,0.018504,0.958471,0.004521,0.041529,0
POSITIVE,0.655297,0.022696,0.322007,0.6326,0.677993,1,NEUTRAL,0.050062,0.021721,0.928217,0.028341,0.071783,0
NEUTRAL,0.021051,0.02859,0.950359,-0.007539,0.049641,0,NEUTRAL,0.029213,0.020374,0.950413,0.008839,0.049587,0
NEUTRAL,0.007346,0.019896,0.972758,-0.012549,0.027242,0,NEUTRAL,0.020832,0.033167,0.946001,-0.012335,0.053999,0
NEUTRAL,0.033509,0.013381,0.953111,0.020128,0.046889,0,NEUTRAL,0.021626,0.023937,0.954437,-0.002312,0.045563,0
NEUTRAL,0.034384,0.297002,0.668613,-0.262618,0.331387,0,NEUTRAL,0.038971,0.02779,0.933239,0.011181,0.066761,0
NEUTRAL,0.033651,0.017682,0.948666,0.015969,0.051334,0,NEUTRAL,0.074965,0.017723,0.907313,0.057242,0.092687,0
NEUTRAL,0.010458,0.020376,0.969166,-0.009918,0.030834,0,NEUTRAL,0.048542,0.026403,0.925055,0.022139,0.074945,0
NEUTRAL,0.097357,0.050116,0.852527,0.047241,0.147473,0,NEUTRAL,0.055162,0.067401,0.877437,-0.01224,0.122563,0
NEUTRAL,0.015636,0.033354,0.951011,-0.017718,0.048989,0,NEUTRAL,0.090197,0.048052,0.861751,0.042145,0.138249,0
NEUTRAL,0.037534,0.012802,0.949664,0.024732,0.050336,0,NEUTRAL,0.065601,0.065593,0.868806,8e-06,0.131194,0
NEUTRAL,0.014858,0.099857,0.885285,-0.084999,0.114715,0,NEUTRAL,0.021746,0.075974,0.902281,-0.054228,0.097719,0
NEUTRAL,0.007306,0.021522,0.971172,-0.014216,0.028828,0,NEUTRAL,0.053862,0.080076,0.866062,-0.026214,0.133938,0
NEUTRAL,0.114215,0.006108,0.879677,0.108107,0.120323,0,NEUTRAL,0.291325,0.006042,0.702633,0.285283,0.297367,0
NEUTRAL,0.03899,0.040706,0.920303,-0.001716,0.079697,0,NEUTRAL,0.155376,0.039984,0.804639,0.115392,0.195361,0
NEUTRAL,0.212347,0.013526,0.774127,0.19882,0.225873,0,NEUTRAL,0.269115,0.020454,0.710431,0.248661,0.289569,0
NEUTRAL,0.44358,0.010876,0.545544,0.432704,0.454456,0,NEUTRAL,0.220098,0.009712,0.77019,0.210386,0.22981,0
NEUTRAL,0.048651,0.022314,0.929035,0.026336,0.070965,0,NEUTRAL,0.194647,0.010991,0.794362,0.183656,0.205638,0
POSITIVE,0.534392,0.006121,0.459487,0.528271,0.540513,1,NEUTRAL,0.310214,0.008087,0.6817,0.302127,0.3183,0
POSITIVE,0.993604,0.000569,0.005827,0.993036,0.994173,1,NEUTRAL,0.269332,0.011745,0.718924,0.257587,0.281076,0
POSITIVE,0.813857,0.008715,0.177428,0.805142,0.822572,1,NEUTRAL,0.227297,0.011232,0.761471,0.216065,0.238529,0
NEGATIVE,0.017757,0.602326,0.379917,-0.584569,0.620083,1,NEUTRAL,0.058391,0.012605,0.929004,0.045786,0.070996,0
NEUTRAL,0.022774,0.059175,0.918052,-0.036401,0.081948,0,NEUTRAL,0.034379,0.015764,0.949857,0.018616,0.050143,0
NEUTRAL,0.013806,0.463178,0.523017,-0.449372,0.476983,0,NEUTRAL,0.039729,0.012732,0.947539,0.026996,0.052461,0
NEUTRAL,0.018051,0.198715,0.783234,-0.180664,0.216766,0,NEUTRAL,0.039498,0.008877,0.951625,0.030621,0.048375,0
NEUTRAL,0.016051,0.247646,0.736302,-0.231595,0.263698,0,NEUTRAL,0.028148,0.011316,0.960536,0.016832,0.039464,0
NEUTRAL,0.022026,0.03624,0.941734,-0.014214,0.058266,0,NEUTRAL,0.030982,0.007805,0.961212,0.023177,0.038788,0
NEGATIVE,0.051864,0.507109,0.441027,-0.455246,0.558973,1,NEUTRAL,0.027019,0.015884,0.957097,0.011135,0.042903,0
NEGATIVE,0.008436,0.908815,0.082749,-0.900379,0.917251,1,NEUTRAL,0.077511,0.006347,0.916142,0.071164,0.083858,0
NEUTRAL,0.184984,0.047036,0.76798,0.137949,0.23202,0,NEUTRAL,0.03278,0.013467,0.953753,0.019314,0.046247,0
NEUTRAL,0.020366,0.075868,0.903765,-0.055502,0.096235,0,NEUTRAL,0.040706,0.013411,0.945883,0.027295,0.054117,0
NEUTRAL,0.073661,0.093633,0.832706,-0.019972,0.167294,0,NEUTRAL,0.037226,0.014753,0.94802,0.022473,0.05198,0
NEUTRAL,0.025319,0.035293,0.939388,-0.009974,0.060612,0,NEUTRAL,0.050382,0.017872,0.931746,0.03251,0.068254,0
NEUTRAL,0.025607,0.03657,0.937823,-0.010963,0.062177,0,NEUTRAL,0.032156,0.012989,0.954856,0.019167,0.045144,0
NEUTRAL,0.056791,0.060216,0.882993,-0.003425,0.117007,0,NEUTRAL,0.038086,0.02112,0.940795,0.016966,0.059205,0
NEUTRAL,0.258845,0.031688,0.709468,0.227157,0.290532,0,NEUTRAL,0.037516,0.014548,0.947936,0.022968,0.052064,0
NEUTRAL,0.016279,0.033085,0.950635,-0.016806,0.049365,0,NEUTRAL,0.050512,0.014532,0.934956,0.03598,0.065044,0
NEUTRAL,0.035089,0.066273,0.898638,-0.031184,0.101362,0,NEUTRAL,0.173859,0.01686,0.809282,0.156999,0.190718,0
NEUTRAL,0.023628,0.01384,0.962532,0.009788,0.037468,0,NEUTRAL,0.100978,0.017435,0.881588,0.083543,0.118412,0
NEUTRAL,0.029412,0.032938,0.937651,-0.003526,0.062349,0,NEUTRAL,0.072531,0.022889,0.90458,0.049642,0.09542,0
NEUTRAL,0.304759,0.070722,0.624519,0.234036,0.375481,0,NEUTRAL,0.089633,0.016185,0.894182,0.073448,0.105818,0
NEUTRAL,0.015875,0.026792,0.957333,-0.010917,0.042667,0,NEUTRAL,0.145098,0.021019,0.833883,0.124079,0.166117,0
NEUTRAL,0.018953,0.269029,0.712017,-0.250076,0.287983,0,NEUTRAL,0.107521,0.017093,0.875386,0.090428,0.124614,0
NEUTRAL,0.029833,0.092025,0.878141,-0.062192,0.121859,0,NEUTRAL,0.121264,0.019753,0.858984,0.101511,0.141016,0
NEUTRAL,0.022914,0.158658,0.818428,-0.135744,0.181572,0,NEUTRAL,0.149668,0.015427,0.834905,0.134241,0.165095,0
NEUTRAL,0.021036,0.048736,0.930228,-0.0277,0.069772,0,NEUTRAL,0.08725,0.013238,0.899512,0.074012,0.100488,0
NEUTRAL,0.017455,0.066986,0.915559,-0.049532,0.084441,0,NEUTRAL,0.082215,0.022077,0.895708,0.060138,0.104292,0
NEGATIVE,0.00899,0.734618,0.256392,-0.725629,0.743608,1,NEUTRAL,0.14192,0.014207,0.843873,0.127713,0.156127,0
NEUTRAL,0.012238,0.188178,0.799584,-0.17594,0.200416,0,NEUTRAL,0.112385,0.015892,0.871722,0.096493,0.128278,0
NEUTRAL,0.009373,0.009005,0.981623,0.000368,0.018377,0,NEUTRAL,0.067248,0.026564,0.906187,0.040684,0.093813,0
NEUTRAL,0.026811,0.350389,0.622799,-0.323578,0.377201,0,NEUTRAL,0.106083,0.013054,0.880864,0.093029,0.119136,0
NEUTRAL,0.039627,0.084352,0.876021,-0.044724,0.123979,0,NEUTRAL,0.056802,0.027868,0.91533,0.028934,0.08467,0
NEUTRAL,0.022989,0.034113,0.942898,-0.011123,0.057102,0,NEUTRAL,0.089111,0.024906,0.885984,0.064205,0.114016,0
NEUTRAL,0.082004,0.045749,0.872247,0.036254,0.127753,0,NEUTRAL,0.062656,0.018046,0.919298,0.044611,0.080702,0
NEUTRAL,0.006541,0.265064,0.728395,-0.258523,0.271605,0,NEUTRAL,0.058678,0.026554,0.914769,0.032124,0.085231,0
NEUTRAL,0.237485,0.01068,0.751835,0.226805,0.248165,0,NEUTRAL,0.073768,0.034953,0.891278,0.038815,0.108722,0
NEUTRAL,0.076134,0.012182,0.911685,0.063952,0.088315,0,NEUTRAL,0.068576,0.032334,0.89909,0.036242,0.10091,0
NEUTRAL,0.056187,0.061866,0.881947,-0.005679,0.118053,0,NEUTRAL,0.043929,0.021222,0.934849,0.022707,0.065151,0
NEUTRAL,0.005194,0.007015,0.98779,-0.001821,0.01221,0,NEUTRAL,0.112647,0.024255,0.863098,0.088391,0.136902,0
NEUTRAL,0.010326,0.084673,0.905001,-0.074347,0.094999,0,NEUTRAL,0.023736,0.181098,0.795166,-0.157362,0.204834,0
NEUTRAL,0.012618,0.027592,0.95979,-0.014974,0.04021,0,NEUTRAL,0.036292,0.047616,0.916092,-0.011324,0.083908,0
NEUTRAL,0.015803,0.280762,0.703434,-0.264959,0.296566,0,NEUTRAL,0.024154,0.090185,0.885662,-0.066031,0.114338,0
POSITIVE,0.855121,0.00974,0.13514,0.845381,0.86486,1,NEUTRAL,0.020158,0.044185,0.935657,-0.024027,0.064343,0
NEUTRAL,0.009983,0.280903,0.709114,-0.27092,0.290886,0,NEUTRAL,0.014071,0.43622,0.549709,-0.422149,0.450291,0
NEUTRAL,0.022649,0.03375,0.943602,-0.011101,0.056398,0,NEUTRAL,0.03018,0.13483,0.83499,-0.10465,0.16501,0
NEUTRAL,0.006065,0.312212,0.681722,-0.306147,0.318278,0,NEUTRAL,0.028818,0.157794,0.813388,-0.128976,0.186612,0
NEUTRAL,0.004746,0.046759,0.948495,-0.042013,0.051505,0,NEUTRAL,0.016757,0.418119,0.565125,-0.401362,0.434875,0
NEUTRAL,0.010513,0.213596,0.77589,-0.203083,0.22411,0,NEUTRAL,0.0207,0.102923,0.876377,-0.082223,0.123623,0
NEUTRAL,0.026007,0.138662,0.835331,-0.112655,0.164669,0,NEUTRAL,0.016025,0.307159,0.676816,-0.291134,0.323184,0
NEUTRAL,0.008463,0.371687,0.61985,-0.363224,0.38015,0,NEUTRAL,0.013653,0.079255,0.907092,-0.065602,0.092908,0
NEUTRAL,0.002058,0.003046,0.994897,-0.000988,0.005103,0,NEUTRAL,0.028561,0.023798,0.947641,0.004762,0.052359,0
POSITIVE,0.923144,0.002506,0.07435,0.920638,0.92565,1,NEUTRAL,0.016731,0.009434,0.973835,0.007297,0.026165,0
NEUTRAL,0.004765,0.010633,0.984602,-0.005868,0.015398,0,NEUTRAL,0.014128,0.017855,0.968018,-0.003727,0.031982,0
NEUTRAL,0.035367,0.044015,0.920618,-0.008648,0.079382,0,NEUTRAL,0.019762,0.015553,0.964685,0.004209,0.035315,0
NEUTRAL,0.019341,0.011625,0.969034,0.007716,0.030966,0,NEUTRAL,0.041877,0.023611,0.934512,0.018266,0.065488,0
NEUTRAL,0.006755,0.002739,0.990507,0.004016,0.009493,0,NEUTRAL,0.153969,0.036095,0.809937,0.117874,0.190063,0
NEUTRAL,0.022926,0.038339,0.938735,-0.015413,0.061265,0,NEUTRAL,0.221772,0.04862,0.729608,0.173152,0.270392,0
NEUTRAL,0.038953,0.023014,0.938033,0.015939,0.061967,0,NEUTRAL,0.132893,0.052003,0.815103,0.08089,0.184897,0
NEUTRAL,0.090795,0.07306,0.836144,0.017735,0.163856,0,NEUTRAL,0.207028,0.044803,0.74817,0.162225,0.25183,0
NEUTRAL,0.026579,0.028146,0.945275,-0.001567,0.054725,0,NEUTRAL,0.295596,0.021251,0.683153,0.274344,0.316847,0
NEUTRAL,0.046987,0.342716,0.610297,-0.295729,0.389703,0,NEGATIVE,0.005052,0.900135,0.094813,-0.895083,0.905187,1
NEUTRAL,0.050862,0.150361,0.798777,-0.099499,0.201223,0,NEGATIVE,0.011353,0.873688,0.114959,-0.862335,0.885041,1
NEUTRAL,0.01577,0.408365,0.575866,-0.392595,0.424134,0,NEGATIVE,0.001643,0.980828,0.01753,-0.979185,0.98247,1
NEUTRAL,0.123864,0.031646,0.84449,0.092219,0.15551,0,NEGATIVE,0.002521,0.958175,0.039304,-0.955653,0.960696,1
NEGATIVE,0.014409,0.915338,0.070253,-0.900929,0.929747,1,NEGATIVE,0.003884,0.90913,0.086986,-0.905246,0.913014,1
NEUTRAL,0.047047,0.020303,0.93265,0.026744,0.06735,0,NEGATIVE,0.018312,0.815337,0.166352,-0.797025,0.833648,1
NEUTRAL,0.007842,0.158621,0.833538,-0.150779,0.166462,0,NEGATIVE,0.010163,0.852775,0.137062,-0.842611,0.862938,1
POSITIVE,0.970108,0.002185,0.027708,0.967923,0.972292,1,NEGATIVE,0.00944,0.848142,0.142418,-0.838702,0.857582,1
NEUTRAL,0.018849,0.236091,0.74506,-0.217243,0.25494,0,NEGATIVE,0.010373,0.855791,0.133836,-0.845419,0.866164,1
NEUTRAL,0.053219,0.246074,0.700707,-0.192855,0.299293,0,NEGATIVE,0.014073,0.830435,0.155492,-0.816362,0.844508,1
NEUTRAL,0.022898,0.015424,0.961678,0.007474,0.038322,0,NEGATIVE,0.035242,0.589022,0.375737,-0.55378,0.624263,1
NEUTRAL,0.072245,0.030836,0.896918,0.041409,0.103082,0,NEGATIVE,0.017965,0.790954,0.191081,-0.772989,0.808919,1
NEUTRAL,0.014412,0.029001,0.956586,-0.014589,0.043414,0,NEGATIVE,0.037577,0.636316,0.326107,-0.598739,0.673893,1
NEUTRAL,0.013061,0.099039,0.8879,-0.085977,0.1121,0,NEGATIVE,0.006962,0.933244,0.059794,-0.926282,0.940206,1
NEUTRAL,0.028351,0.447237,0.524412,-0.418887,0.475588,0,NEGATIVE,0.013282,0.840987,0.145731,-0.827704,0.854269,1
NEUTRAL,0.021302,0.436824,0.541874,-0.415523,0.458126,0,NEGATIVE,0.0033,0.96348,0.03322,-0.96018,0.96678,1
NEUTRAL,0.022839,0.007573,0.969589,0.015266,0.030411,0,NEGATIVE,0.004926,0.946633,0.04844,-0.941707,0.95156,1
NEUTRAL,0.020436,0.048413,0.931151,-0.027976,0.068849,0,NEUTRAL,0.041296,0.287101,0.671603,-0.245806,0.328397,0
NEUTRAL,0.049219,0.052738,0.898043,-0.003519,0.101957,0,NEUTRAL,0.017887,0.064042,0.918071,-0.046155,0.081929,0
NEUTRAL,0.025188,0.183871,0.790942,-0.158683,0.209058,0,NEUTRAL,0.011298,0.068242,0.92046,-0.056945,0.07954,0
NEUTRAL,0.222646,0.018728,0.758626,0.203919,0.241374,0,NEUTRAL,0.015898,0.107283,0.876818,-0.091385,0.123182,0
POSITIVE,0.488394,0.024172,0.487434,0.464222,0.512566,1,NEGATIVE,0.010301,0.519501,0.470198,-0.509201,0.529802,1
NEUTRAL,0.033107,0.07075,0.896142,-0.037643,0.103858,0,NEUTRAL,0.006911,0.448568,0.544521,-0.441656,0.455479,0
