human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
NEUTRAL,0.12613,0.014956,0.858914,0.111174,0.141086,0,NEGATIVE,0.023995,0.709782,0.266223,-0.685786,0.733777,1
NEUTRAL,0.127113,0.01353,0.859358,0.113583,0.140642,0,NEUTRAL,0.128245,0.030412,0.841343,0.097833,0.158657,0
NEUTRAL,0.084144,0.020681,0.895175,0.063463,0.104825,0,NEUTRAL,0.346905,0.04934,0.603755,0.297565,0.396245,0
NEUTRAL,0.068633,0.004046,0.92732,0.064587,0.07268,0,NEUTRAL,0.076953,0.160538,0.76251,-0.083585,0.23749,0
POSITIVE,0.819872,0.014775,0.165353,0.805098,0.834647,1,NEUTRAL,0.036375,0.164765,0.79886,-0.128389,0.20114,0
POSITIVE,0.889055,0.008539,0.102406,0.880516,0.897594,1,NEGATIVE,0.00899,0.750187,0.240823,-0.741197,0.759177,1
POSITIVE,0.956812,0.0012,0.041988,0.955612,0.958012,1,NEUTRAL,0.120307,0.197345,0.682349,-0.077038,0.317651,0
NEUTRAL,0.007605,0.011039,0.981356,-0.003434,0.018644,0,NEUTRAL,0.347159,0.07491,0.577931,0.272249,0.422069,0
NEGATIVE,0.007249,0.802279,0.190472,-0.795031,0.809528,1,NEGATIVE,0.016567,0.629013,0.35442,-0.612446,0.64558,1
NEUTRAL,0.040569,0.015299,0.944132,0.02527,0.055868,0,NEGATIVE,0.019828,0.634378,0.345794,-0.61455,0.654206,1
NEUTRAL,0.036208,0.009235,0.954557,0.026973,0.045443,0,NEUTRAL,0.039308,0.126196,0.834496,-0.086888,0.165504,0
NEUTRAL,0.010515,0.403686,0.585799,-0.393171,0.414201,0,NEUTRAL,0.024184,0.25164,0.724176,-0.227455,0.275824,0
NEUTRAL,0.008241,0.017928,0.973831,-0.009687,0.026169,0,NEUTRAL,0.045899,0.026683,0.927417,0.019216,0.072583,0
NEUTRAL,0.06337,0.031269,0.905361,0.032101,0.094639,0,NEUTRAL,0.041847,0.022885,0.935268,0.018962,0.064732,0
NEUTRAL,0.005424,0.009352,0.985224,-0.003928,0.014776,0,NEUTRAL,0.034105,0.027513,0.938381,0.006592,0.061619,0
NEUTRAL,0.036416,0.043051,0.920534,-0.006635,0.079466,0,NEUTRAL,0.038681,0.03368,0.927638,0.005001,0.072362,0
NEUTRAL,0.015621,0.021238,0.963142,-0.005617,0.036858,0,NEUTRAL,0.032224,0.02372,0.944056,0.008505,0.055944,0
NEUTRAL,0.007154,0.016482,0.976365,-0.009328,0.023635,0,NEUTRAL,0.028377,0.017632,0.953991,0.010746,0.046009,0
NEUTRAL,0.028786,0.017536,0.953678,0.01125,0.046322,0,NEUTRAL,0.047946,0.023705,0.928349,0.024241,0.071651,0
NEUTRAL,0.027036,0.025796,0.947168,0.00124,0.052832,0,NEUTRAL,0.050981,0.022398,0.926622,0.028583,0.073378,0
NEUTRAL,0.102724,0.095765,0.801511,0.006959,0.198489,0,NEUTRAL,0.040287,0.026647,0.933066,0.01364,0.066934,0
NEUTRAL,0.046427,0.013838,0.939735,0.032589,0.060265,0,NEUTRAL,0.026515,0.026535,0.94695,-2e-05,0.05305,0
NEUTRAL,0.024384,0.059466,0.91615,-0.035082,0.08385,0,NEUTRAL,0.033374,0.0214,0.945226,0.011974,0.054774,0
NEUTRAL,0.061867,0.072914,0.865219,-0.011046,0.134781,0,NEUTRAL,0.078232,0.023057,0.898711,0.055174,0.101289,0
NEUTRAL,0.012209,0.059964,0.927827,-0.047755,0.072173,0,NEUTRAL,0.038652,0.03069,0.930658,0.007962,0.069342,0
NEUTRAL,0.024812,0.161072,0.814117,-0.13626,0.185883,0,NEUTRAL,0.059033,0.022818,0.918149,0.036216,0.081851,0
NEUTRAL,0.027573,0.079134,0.893292,-0.051561,0.106708,0,NEUTRAL,0.046411,0.018724,0.934865,0.027687,0.065135,0
NEGATIVE,0.006442,0.851984,0.141574,-0.845542,0.858426,1,NEUTRAL,0.049337,0.017998,0.932666,0.031339,0.067334,0
NEUTRAL,0.024545,0.054368,0.921087,-0.029823,0.078913,0,NEUTRAL,0.031011,0.018638,0.950351,0.012374,0.049649,0
NEUTRAL,0.014658,0.048015,0.937327,-0.033358,0.062673,0,NEUTRAL,0.06682,0.049838,0.883342,0.016982,0.116658,0
NEUTRAL,0.009531,0.265584,0.724885,-0.256053,0.275115,0,NEUTRAL,0.045657,0.023235,0.931109,0.022422,0.068891,0
NEUTRAL,0.0064,0.013764,0.979836,-0.007364,0.020164,0,NEUTRAL,0.01381,0.023081,0.963109,-0.009271,0.036891,0
NEUTRAL,0.03851,0.070904,0.890587,-0.032394,0.109413,0,NEUTRAL,0.012422,0.070569,0.917009,-0.058147,0.082991,0
NEUTRAL,0.276175,0.017385,0.70644,0.25879,0.29356,0,NEUTRAL,0.079915,0.11758,0.802505,-0.037666,0.197495,0
NEUTRAL,0.008923,0.02591,0.965167,-0.016986,0.034833,0,NEUTRAL,0.147276,0.032324,0.8204,0.114952,0.1796,0
NEUTRAL,0.007946,0.011454,0.9806,-0.003508,0.0194,0,NEUTRAL,0.128122,0.091087,0.780791,0.037035,0.219209,0
POSITIVE,0.660564,0.00666,0.332776,0.653904,0.667224,1,NEUTRAL,0.169109,0.040506,0.790385,0.128602,0.209615,0
NEUTRAL,0.017912,0.192028,0.790061,-0.174116,0.209939,0,NEGATIVE,0.016032,0.741305,0.242663,-0.725273,0.757337,1
NEGATIVE,0.012926,0.583008,0.404066,-0.570082,0.595934,1,NEGATIVE,0.00984,0.648648,0.341512,-0.638808,0.658488,1
NEUTRAL,0.082685,0.172503,0.744812,-0.089818,0.255188,0,NEGATIVE,0.011876,0.802163,0.185962,-0.790287,0.814038,1
NEUTRAL,0.038977,0.174108,0.786915,-0.135131,0.213085,0,NEGATIVE,0.004094,0.93081,0.065096,-0.926716,0.934904,1
NEUTRAL,0.007268,0.05533,0.937402,-0.048062,0.062598,0,NEGATIVE,0.007838,0.880984,0.111178,-0.873146,0.888822,1
NEUTRAL,0.015608,0.031726,0.952666,-0.016118,0.047334,0,NEGATIVE,0.012897,0.881196,0.105907,-0.868299,0.894093,1
NEUTRAL,0.004911,0.006733,0.988355,-0.001822,0.011645,0,NEGATIVE,0.009652,0.853598,0.136749,-0.843946,0.863251,1
NEUTRAL,0.025444,0.02099,0.953566,0.004454,0.046434,0,NEGATIVE,0.007367,0.826877,0.165756,-0.819511,0.834244,1
NEUTRAL,0.009205,0.008858,0.981937,0.000347,0.018063,0,NEGATIVE,0.01076,0.841875,0.147365,-0.831115,0.852635,1
NEGATIVE,0.010552,0.670749,0.318699,-0.660196,0.681301,1,NEGATIVE,0.015493,0.72855,0.255957,-0.713057,0.744043,1
NEUTRAL,0.007454,0.258401,0.734145,-0.250947,0.265855,0,NEGATIVE,0.013252,0.672614,0.314133,-0.659362,0.685867,1
NEGATIVE,0.007397,0.872177,0.120426,-0.86478,0.879574,1,NEGATIVE,0.048666,0.742096,0.209239,-0.69343,0.790761,1
NEGATIVE,0.000801,0.991732,0.007467,-0.990931,0.992533,1,NEGATIVE,0.009512,0.811462,0.179026,-0.80195,0.820974,1
NEUTRAL,0.03247,0.134852,0.832677,-0.102382,0.167323,0,NEGATIVE,0.059712,0.535712,0.404576,-0.476001,0.595424,1
NEUTRAL,0.012266,0.023457,0.964276,-0.011191,0.035724,0,NEGATIVE,0.018449,0.838827,0.142724,-0.820378,0.857276,1
NEGATIVE,0.018922,0.58054,0.400538,-0.561619,0.599462,1,NEGATIVE,0.031586,0.529982,0.438432,-0.498396,0.561568,1
NEUTRAL,0.023451,0.050456,0.926093,-0.027005,0.073907,0,NEGATIVE,0.010676,0.782429,0.206895,-0.771752,0.793105,1
NEUTRAL,0.011202,0.312968,0.67583,-0.301766,0.32417,0,NEGATIVE,0.005761,0.876463,0.117776,-0.870701,0.882224,1
NEUTRAL,0.13145,0.039067,0.829483,0.092383,0.170517,0,NEGATIVE,0.063583,0.61379,0.322627,-0.550206,0.677373,1
NEGATIVE,0.007296,0.792052,0.200651,-0.784756,0.799349,1,NEUTRAL,0.080738,0.417216,0.502046,-0.336477,0.497954,0
NEGATIVE,0.001806,0.973069,0.025124,-0.971263,0.974876,1,NEGATIVE,0.00651,0.883551,0.10994,-0.877041,0.89006,1
NEUTRAL,0.149822,0.071382,0.778796,0.07844,0.221204,0,NEGATIVE,0.006614,0.911123,0.082263,-0.904509,0.917737,1
NEUTRAL,0.009845,0.005452,0.984703,0.004393,0.015297,0,NEGATIVE,0.011261,0.768392,0.220347,-0.757132,0.779653,1
NEUTRAL,0.035873,0.129266,0.834862,-0.093393,0.165138,0,NEGATIVE,0.005977,0.918869,0.075153,-0.912892,0.924847,1
NEGATIVE,0.007652,0.69281,0.299539,-0.685158,0.700461,1,NEGATIVE,0.010333,0.864048,0.12562,-0.853715,0.87438,1
NEGATIVE,0.010923,0.588044,0.401033,-0.577121,0.598967,1,NEGATIVE,0.01079,0.872209,0.117002,-0.861419,0.882998,1
NEUTRAL,0.014838,0.065253,0.919909,-0.050416,0.080091,0,NEUTRAL,0.019814,0.047499,0.932687,-0.027685,0.067313,0
NEUTRAL,0.009725,0.264205,0.72607,-0.25448,0.27393,0,NEUTRAL,0.01799,0.306092,0.675918,-0.288102,0.324082,0
NEUTRAL,0.028934,0.032459,0.938607,-0.003525,0.061393,0,NEUTRAL,0.013365,0.17359,0.813045,-0.160225,0.186955,0
NEUTRAL,0.036235,0.094967,0.868798,-0.058732,0.131202,0,NEUTRAL,0.024355,0.070252,0.905393,-0.045897,0.094607,0
NEGATIVE,0.021633,0.533763,0.444604,-0.51213,0.555396,1,NEGATIVE,0.01968,0.83447,0.14585,-0.81479,0.85415,1
NEUTRAL,0.013312,0.018226,0.968462,-0.004914,0.031538,0,NEGATIVE,0.017897,0.838007,0.144096,-0.82011,0.855904,1
NEUTRAL,0.084569,0.153858,0.761573,-0.069289,0.238427,0,NEGATIVE,0.012723,0.885114,0.102163,-0.872391,0.897837,1
NEGATIVE,0.013612,0.897002,0.089386,-0.88339,0.910614,1,NEGATIVE,0.007483,0.924497,0.068019,-0.917014,0.931981,1
NEUTRAL,0.028053,0.013525,0.958422,0.014528,0.041578,0,NEUTRAL,0.032771,0.074781,0.892448,-0.04201,0.107552,0
NEUTRAL,0.00526,0.007704,0.987035,-0.002444,0.012965,0,NEUTRAL,0.048474,0.075659,0.875867,-0.027185,0.124133,0
NEUTRAL,0.039949,0.155149,0.804902,-0.1152,0.195098,0,NEUTRAL,0.045703,0.151777,0.80252,-0.106074,0.19748,0
NEUTRAL,0.019744,0.132461,0.847794,-0.112717,0.152206,0,NEUTRAL,0.041587,0.070652,0.887761,-0.029064,0.112239,0
NEUTRAL,0.052239,0.023764,0.923997,0.028475,0.076003,0,NEUTRAL,0.020267,0.216907,0.762826,-0.19664,0.237174,0
NEUTRAL,0.016868,0.080162,0.90297,-0.063295,0.09703,0,NEUTRAL,0.053037,0.094037,0.852926,-0.041001,0.147074,0
NEUTRAL,0.020463,0.162996,0.816541,-0.142533,0.183459,0,NEUTRAL,0.035901,0.118965,0.845134,-0.083064,0.154866,0
NEUTRAL,0.117749,0.088442,0.79381,0.029307,0.20619,0,NEUTRAL,0.024694,0.154729,0.820578,-0.130035,0.179422,0
NEUTRAL,0.319154,0.044108,0.636738,0.275046,0.363262,0,NEUTRAL,0.020197,0.328042,0.651761,-0.307845,0.348239,0
NEUTRAL,0.031888,0.034572,0.93354,-0.002684,0.06646,0,NEUTRAL,0.048777,0.097306,0.853917,-0.048529,0.146083,0
NEUTRAL,0.020807,0.160896,0.818297,-0.140089,0.181703,0,NEUTRAL,0.03556,0.068289,0.896151,-0.032728,0.103849,0
NEUTRAL,0.017685,0.121037,0.861278,-0.103352,0.138722,0,NEUTRAL,0.036638,0.05648,0.906882,-0.019842,0.093118,0
NEGATIVE,0.037899,0.50458,0.457521,-0.466681,0.542479,1,NEUTRAL,0.032194,0.09703,0.870776,-0.064836,0.129224,0
NEUTRAL,0.019582,0.022764,0.957654,-0.003183,0.042346,0,NEUTRAL,0.017471,0.28221,0.700318,-0.264739,0.299682,0
NEUTRAL,0.027798,0.015405,0.956797,0.012393,0.043203,0,NEUTRAL,0.027859,0.098928,0.873213,-0.071069,0.126787,0
POSITIVE,0.892269,0.002085,0.105646,0.890185,0.894354,1,NEUTRAL,0.034908,0.035606,0.929485,-0.000698,0.070515,0
POSITIVE,0.644842,0.152913,0.202245,0.491928,0.797755,1,NEUTRAL,0.030598,0.126476,0.842925,-0.095878,0.157075,0
NEUTRAL,0.005417,0.013853,0.98073,-0.008435,0.01927,0,NEUTRAL,0.023176,0.263158,0.713666,-0.239982,0.286334,0
NEUTRAL,0.046167,0.008742,0.945091,0.037425,0.054909,0,NEUTRAL,0.043941,0.111156,0.844903,-0.067215,0.155097,0
NEUTRAL,0.071016,0.013353,0.915632,0.057663,0.084368,0,NEUTRAL,0.020997,0.281909,0.697094,-0.260912,0.302906,0
NEUTRAL,0.017168,0.059958,0.922874,-0.04279,0.077126,0,NEUTRAL,0.016349,0.197544,0.786107,-0.181195,0.213893,0
POSITIVE,0.588255,0.006483,0.405261,0.581772,0.594739,1,NEUTRAL,0.03358,0.123831,0.842589,-0.09025,0.157411,0
NEUTRAL,0.009,0.037429,0.953571,-0.02843,0.046429,0,NEUTRAL,0.024181,0.123499,0.85232,-0.099317,0.14768,0
POSITIVE,0.655297,0.022696,0.322007,0.6326,0.677993,1,NEUTRAL,0.058707,0.097123,0.84417,-0.038417,0.15583,0
NEUTRAL,0.021051,0.02859,0.950359,-0.007539,0.049641,0,NEUTRAL,0.028904,0.084228,0.886868,-0.055324,0.113132,0
NEUTRAL,0.007346,0.019896,0.972758,-0.012549,0.027242,0,NEUTRAL,0.030471,0.082842,0.886687,-0.052371,0.113313,0
NEUTRAL,0.033509,0.013381,0.953111,0.020128,0.046889,0,NEUTRAL,0.021607,0.131159,0.847234,-0.109551,0.152766,0
NEUTRAL,0.034384,0.297002,0.668613,-0.262618,0.331387,0,NEUTRAL,0.024105,0.235756,0.74014,-0.211651,0.25986,0
NEUTRAL,0.033651,0.017682,0.948666,0.015969,0.051334,0,NEUTRAL,0.054596,0.10082,0.844583,-0.046224,0.155417,0
NEUTRAL,0.010458,0.020376,0.969166,-0.009918,0.030834,0,NEUTRAL,0.026805,0.100929,0.872265,-0.074124,0.127735,0
NEUTRAL,0.097357,0.050116,0.852527,0.047241,0.147473,0,NEUTRAL,0.054172,0.178489,0.767338,-0.124317,0.232662,0
NEUTRAL,0.015636,0.033354,0.951011,-0.017718,0.048989,0,NEUTRAL,0.054149,0.328992,0.616859,-0.274843,0.383141,0
NEUTRAL,0.037534,0.012802,0.949664,0.024732,0.050336,0,NEUTRAL,0.06979,0.144772,0.785438,-0.074982,0.214562,0
NEUTRAL,0.014858,0.099857,0.885285,-0.084999,0.114715,0,NEUTRAL,0.031864,0.223529,0.744607,-0.191665,0.255393,0
NEUTRAL,0.007306,0.021522,0.971172,-0.014216,0.028828,0,NEUTRAL,0.075335,0.225118,0.699547,-0.149782,0.300453,0
NEUTRAL,0.114215,0.006108,0.879677,0.108107,0.120323,0,POSITIVE,0.703475,0.017412,0.279113,0.686064,0.720887,1
NEUTRAL,0.03899,0.040706,0.920303,-0.001716,0.079697,0,NEUTRAL,0.45711,0.033651,0.509239,0.423459,0.490761,0
NEUTRAL,0.212347,0.013526,0.774127,0.19882,0.225873,0,NEUTRAL,0.210676,0.021961,0.767363,0.188715,0.232637,0
NEUTRAL,0.44358,0.010876,0.545544,0.432704,0.454456,0,NEUTRAL,0.094729,0.067278,0.837993,0.027452,0.162007,0
NEUTRAL,0.048651,0.022314,0.929035,0.026336,0.070965,0,NEUTRAL,0.219415,0.036988,0.743597,0.182427,0.256403,0
POSITIVE,0.534392,0.006121,0.459487,0.528271,0.540513,1,NEUTRAL,0.096261,0.030097,0.873642,0.066164,0.126358,0
POSITIVE,0.993604,0.000569,0.005827,0.993036,0.994173,1,NEUTRAL,0.141856,0.039748,0.818397,0.102108,0.181603,0
POSITIVE,0.813857,0.008715,0.177428,0.805142,0.822572,1,NEUTRAL,0.234555,0.020005,0.74544,0.214551,0.25456,0
NEGATIVE,0.017757,0.602326,0.379917,-0.584569,0.620083,1,NEUTRAL,0.05844,0.032858,0.908702,0.025582,0.091298,0
NEUTRAL,0.022774,0.059175,0.918052,-0.036401,0.081948,0,NEUTRAL,0.089853,0.014414,0.895734,0.075439,0.104266,0
NEUTRAL,0.013806,0.463178,0.523017,-0.449372,0.476983,0,NEUTRAL,0.04765,0.030189,0.922162,0.017461,0.077838,0
NEUTRAL,0.018051,0.198715,0.783234,-0.180664,0.216766,0,NEUTRAL,0.064306,0.022239,0.913455,0.042067,0.086545,0
NEUTRAL,0.016051,0.247646,0.736302,-0.231595,0.263698,0,NEUTRAL,0.097049,0.016878,0.886073,0.080171,0.113927,0
NEUTRAL,0.022026,0.03624,0.941734,-0.014214,0.058266,0,NEUTRAL,0.139259,0.030069,0.830673,0.10919,0.169327,0
NEGATIVE,0.051864,0.507109,0.441027,-0.455246,0.558973,1,NEUTRAL,0.03193,0.066894,0.901176,-0.034964,0.098824,0
NEGATIVE,0.008436,0.908815,0.082749,-0.900379,0.917251,1,NEUTRAL,0.055322,0.030518,0.914161,0.024804,0.085839,0
NEUTRAL,0.184984,0.047036,0.76798,0.137949,0.23202,0,NEUTRAL,0.095617,0.024528,0.879855,0.071089,0.120145,0
NEUTRAL,0.020366,0.075868,0.903765,-0.055502,0.096235,0,NEUTRAL,0.069783,0.024394,0.905823,0.045389,0.094177,0
NEUTRAL,0.073661,0.093633,0.832706,-0.019972,0.167294,0,NEUTRAL,0.040805,0.024616,0.934579,0.016189,0.065421,0
NEUTRAL,0.025319,0.035293,0.939388,-0.009974,0.060612,0,NEUTRAL,0.039967,0.019258,0.940774,0.020709,0.059226,0
NEUTRAL,0.025607,0.03657,0.937823,-0.010963,0.062177,0,NEUTRAL,0.082704,0.020243,0.897053,0.062462,0.102947,0
NEUTRAL,0.056791,0.060216,0.882993,-0.003425,0.117007,0,NEUTRAL,0.044108,0.039175,0.916717,0.004933,0.083283,0
NEUTRAL,0.258845,0.031688,0.709468,0.227157,0.290532,0,NEUTRAL,0.048353,0.086547,0.8651,-0.038194,0.1349,0
NEUTRAL,0.016279,0.033085,0.950635,-0.016806,0.049365,0,NEUTRAL,0.05108,0.028198,0.920722,0.022882,0.079278,0
NEUTRAL,0.035089,0.066273,0.898638,-0.031184,0.101362,0,NEUTRAL,0.217252,0.017063,0.765685,0.200189,0.234315,0
NEUTRAL,0.023628,0.01384,0.962532,0.009788,0.037468,0,NEUTRAL,0.102205,0.030196,0.8676,0.072009,0.1324,0
NEUTRAL,0.029412,0.032938,0.937651,-0.003526,0.062349,0,NEUTRAL,0.164205,0.024606,0.811189,0.1396,0.188811,0
NEUTRAL,0.304759,0.070722,0.624519,0.234036,0.375481,0,NEUTRAL,0.11595,0.026166,0.857884,0.089784,0.142116,0
NEUTRAL,0.015875,0.026792,0.957333,-0.010917,0.042667,0,NEUTRAL,0.117656,0.028155,0.854189,0.089501,0.145811,0
NEUTRAL,0.018953,0.269029,0.712017,-0.250076,0.287983,0,NEUTRAL,0.097329,0.031534,0.871137,0.065794,0.128863,0
NEUTRAL,0.029833,0.092025,0.878141,-0.062192,0.121859,0,NEUTRAL,0.139777,0.020416,0.839807,0.119361,0.160193,0
NEUTRAL,0.022914,0.158658,0.818428,-0.135744,0.181572,0,NEUTRAL,0.420984,0.01752,0.561496,0.403464,0.438504,0
NEUTRAL,0.021036,0.048736,0.930228,-0.0277,0.069772,0,NEUTRAL,0.112697,0.026237,0.861067,0.08646,0.138933,0
NEUTRAL,0.017455,0.066986,0.915559,-0.049532,0.084441,0,NEUTRAL,0.081591,0.01482,0.903588,0.066771,0.096412,0
NEGATIVE,0.00899,0.734618,0.256392,-0.725629,0.743608,1,NEUTRAL,0.163759,0.017284,0.818958,0.146475,0.181042,0
NEUTRAL,0.012238,0.188178,0.799584,-0.17594,0.200416,0,NEUTRAL,0.064167,0.038082,0.897751,0.026086,0.102249,0
NEUTRAL,0.009373,0.009005,0.981623,0.000368,0.018377,0,NEUTRAL,0.037525,0.054549,0.907926,-0.017024,0.092074,0
NEUTRAL,0.026811,0.350389,0.622799,-0.323578,0.377201,0,NEUTRAL,0.064086,0.073062,0.862852,-0.008976,0.137148,0
NEUTRAL,0.039627,0.084352,0.876021,-0.044724,0.123979,0,NEUTRAL,0.080758,0.032374,0.886868,0.048384,0.113132,0
NEUTRAL,0.022989,0.034113,0.942898,-0.011123,0.057102,0,NEUTRAL,0.035291,0.051785,0.912925,-0.016494,0.087075,0
NEUTRAL,0.082004,0.045749,0.872247,0.036254,0.127753,0,NEUTRAL,0.052894,0.06911,0.877996,-0.016216,0.122004,0
NEUTRAL,0.006541,0.265064,0.728395,-0.258523,0.271605,0,NEUTRAL,0.1054,0.065456,0.829144,0.039944,0.170856,0
NEUTRAL,0.237485,0.01068,0.751835,0.226805,0.248165,0,NEUTRAL,0.032291,0.057754,0.909955,-0.025463,0.090045,0
NEUTRAL,0.076134,0.012182,0.911685,0.063952,0.088315,0,NEUTRAL,0.066845,0.05014,0.883015,0.016706,0.116985,0
NEUTRAL,0.056187,0.061866,0.881947,-0.005679,0.118053,0,NEUTRAL,0.044425,0.0801,0.875476,-0.035675,0.124524,0
NEUTRAL,0.005194,0.007015,0.98779,-0.001821,0.01221,0,NEUTRAL,0.056226,0.05422,0.889554,0.002006,0.110446,0
NEUTRAL,0.010326,0.084673,0.905001,-0.074347,0.094999,0,NEUTRAL,0.018902,0.323012,0.658086,-0.30411,0.341914,0
NEUTRAL,0.012618,0.027592,0.95979,-0.014974,0.04021,0,NEUTRAL,0.027301,0.229822,0.742877,-0.20252,0.257123,0
NEUTRAL,0.015803,0.280762,0.703434,-0.264959,0.296566,0,NEGATIVE,0.006611,0.63917,0.354219,-0.632559,0.645781,1
POSITIVE,0.855121,0.00974,0.13514,0.845381,0.86486,1,NEUTRAL,0.047366,0.36069,0.591945,-0.313324,0.408055,0
NEUTRAL,0.009983,0.280903,0.709114,-0.27092,0.290886,0,NEUTRAL,0.017475,0.25814,0.724386,-0.240665,0.275614,0
NEUTRAL,0.022649,0.03375,0.943602,-0.011101,0.056398,0,NEGATIVE,0.007906,0.791938,0.200156,-0.784032,0.799844,1
NEUTRAL,0.006065,0.312212,0.681722,-0.306147,0.318278,0,NEUTRAL,0.019782,0.352862,0.627356,-0.33308,0.372644,0
NEUTRAL,0.004746,0.046759,0.948495,-0.042013,0.051505,0,NEUTRAL,0.018285,0.145195,0.83652,-0.126909,0.16348,0
NEUTRAL,0.010513,0.213596,0.77589,-0.203083,0.22411,0,NEGATIVE,0.006727,0.787619,0.205655,-0.780892,0.794345,1
NEUTRAL,0.026007,0.138662,0.835331,-0.112655,0.164669,0,NEUTRAL,0.031981,0.145417,0.822602,-0.113436,0.177398,0
NEUTRAL,0.008463,0.371687,0.61985,-0.363224,0.38015,0,NEGATIVE,0.008703,0.734049,0.257248,-0.725346,0.742752,1
NEUTRAL,0.002058,0.003046,0.994897,-0.000988,0.005103,0,NEUTRAL,0.009699,0.135725,0.854576,-0.126026,0.145424,0
POSITIVE,0.923144,0.002506,0.07435,0.920638,0.92565,1,NEUTRAL,0.014968,0.092646,0.892386,-0.077678,0.107614,0
NEUTRAL,0.004765,0.010633,0.984602,-0.005868,0.015398,0,NEUTRAL,0.017927,0.023325,0.958748,-0.005398,0.041252,0
NEUTRAL,0.035367,0.044015,0.920618,-0.008648,0.079382,0,NEUTRAL,0.047903,0.08012,0.871977,-0.032217,0.128023,0
NEUTRAL,0.019341,0.011625,0.969034,0.007716,0.030966,0,NEUTRAL,0.01562,0.080508,0.903872,-0.064888,0.096128,0
NEUTRAL,0.006755,0.002739,0.990507,0.004016,0.009493,0,NEUTRAL,0.116167,0.040494,0.843339,0.075673,0.156661,0
NEUTRAL,0.022926,0.038339,0.938735,-0.015413,0.061265,0,NEUTRAL,0.087333,0.035806,0.87686,0.051527,0.12314,0
NEUTRAL,0.038953,0.023014,0.938033,0.015939,0.061967,0,NEUTRAL,0.244681,0.026082,0.729237,0.218599,0.270763,0
NEUTRAL,0.090795,0.07306,0.836144,0.017735,0.163856,0,NEUTRAL,0.114079,0.064436,0.821485,0.049644,0.178515,0
NEUTRAL,0.026579,0.028146,0.945275,-0.001567,0.054725,0,NEUTRAL,0.178765,0.049762,0.771473,0.129002,0.228527,0
NEUTRAL,0.046987,0.342716,0.610297,-0.295729,0.389703,0,NEUTRAL,0.02937,0.412445,0.558185,-0.383075,0.441815,0
NEUTRAL,0.050862,0.150361,0.798777,-0.099499,0.201223,0,NEGATIVE,0.010799,0.807748,0.181452,-0.796949,0.818548,1
NEUTRAL,0.01577,0.408365,0.575866,-0.392595,0.424134,0,NEGATIVE,0.025733,0.618975,0.355292,-0.593242,0.644708,1
NEUTRAL,0.123864,0.031646,0.84449,0.092219,0.15551,0,NEUTRAL,0.028106,0.461531,0.510363,-0.433424,0.489637,0
NEGATIVE,0.014409,0.915338,0.070253,-0.900929,0.929747,1,NEUTRAL,0.044429,0.459449,0.496121,-0.41502,0.503879,0
NEUTRAL,0.047047,0.020303,0.93265,0.026744,0.06735,0,NEGATIVE,0.017602,0.699573,0.282825,-0.681971,0.717175,1
NEUTRAL,0.007842,0.158621,0.833538,-0.150779,0.166462,0,NEGATIVE,0.029315,0.569272,0.401413,-0.539957,0.598587,1
POSITIVE,0.970108,0.002185,0.027708,0.967923,0.972292,1,NEGATIVE,0.009458,0.781316,0.209226,-0.771859,0.790774,1
NEUTRAL,0.018849,0.236091,0.74506,-0.217243,0.25494,0,NEGATIVE,0.012573,0.810844,0.176582,-0.798271,0.823418,1
NEUTRAL,0.053219,0.246074,0.700707,-0.192855,0.299293,0,NEGATIVE,0.022151,0.760889,0.21696,-0.738737,0.78304,1
NEUTRAL,0.022898,0.015424,0.961678,0.007474,0.038322,0,NEGATIVE,0.015111,0.804355,0.180535,-0.789244,0.819465,1
NEUTRAL,0.072245,0.030836,0.896918,0.041409,0.103082,0,NEGATIVE,0.011327,0.743337,0.245336,-0.73201,0.754664,1
NEUTRAL,0.014412,0.029001,0.956586,-0.014589,0.043414,0,NEGATIVE,0.018924,0.669491,0.311585,-0.650567,0.688415,1
NEUTRAL,0.013061,0.099039,0.8879,-0.085977,0.1121,0,NEUTRAL,0.038929,0.351956,0.609116,-0.313027,0.390884,0
NEUTRAL,0.028351,0.447237,0.524412,-0.418887,0.475588,0,NEGATIVE,0.02141,0.650752,0.327839,-0.629342,0.672161,1
NEUTRAL,0.021302,0.436824,0.541874,-0.415523,0.458126,0,NEGATIVE,0.02598,0.648736,0.325284,-0.622756,0.674716,1
NEUTRAL,0.022839,0.007573,0.969589,0.015266,0.030411,0,NEGATIVE,0.022545,0.621046,0.356409,-0.598501,0.643591,1
NEUTRAL,0.020436,0.048413,0.931151,-0.027976,0.068849,0,NEUTRAL,0.049371,0.221857,0.728772,-0.172485,0.271228,0
NEUTRAL,0.049219,0.052738,0.898043,-0.003519,0.101957,0,NEUTRAL,0.009549,0.078592,0.911858,-0.069043,0.088142,0
NEUTRAL,0.025188,0.183871,0.790942,-0.158683,0.209058,0,NEUTRAL,0.012049,0.195206,0.792745,-0.183157,0.207255,0
NEUTRAL,0.222646,0.018728,0.758626,0.203919,0.241374,0,NEUTRAL,0.01512,0.190013,0.794867,-0.174893,0.205133,0
