Row,POS_Diff_ADJ,POS_Diff_ADP,POS_Diff_ADV,POS_Diff_AUX,POS_Diff_CCONJ,POS_Diff_DET,POS_Diff_INTJ,POS_Diff_NOUN,POS_Diff_NUM,POS_Diff_PART,POS_Diff_PRON,POS_Diff_PROPN,POS_Diff_PUNCT,POS_Diff_SCONJ,POS_Diff_SYM,POS_Diff_VERB
160,0.0699,0.0183,-0.0529,0.0275,-0.0115,0.0271,0.0,-0.0112,0.0,-0.0081,-0.0065,0.0131,-0.0424,0.001,0.0,-0.0243
161,-0.0032,0.025,-0.0631,-0.0174,-0.0298,-0.0103,0.0,0.07,0.027,0.0071,0.0187,0.0,-0.0294,-0.0013,0.0,0.0067
162,-0.0389,0.0549,-0.0574,-0.0058,-0.0184,-0.0034,-0.0021,0.0548,0.0088,0.0158,-0.0013,0.0614,0.0262,-0.0297,0.0,-0.0647
163,0.0365,0.0541,-0.096,0.0087,-0.0034,0.0182,0.0,0.0839,0.0,-0.0082,-0.0317,0.009,-0.0189,-0.0018,0.0,-0.0502
164,-0.0474,0.033,-0.0384,0.0107,-0.0304,0.0125,0.0,0.0712,0.0,0.0116,-0.0134,0.0,-0.0465,0.0008,0.0,0.0365
165,0.0031,-0.0278,0.0011,0.0279,-0.0161,-0.0161,0.0,-0.0131,0.0034,0.0039,-0.0021,0.0068,-0.0045,0.0198,0.0,0.0135
166,0.0075,-0.0245,-0.0387,0.0215,-0.0039,0.0137,0.0,0.0352,0.0,0.0014,0.0192,-0.0024,0.0099,-0.0159,-0.0024,-0.0207
167,-0.0273,0.0314,-0.0079,0.0015,-0.0125,0.0352,0.0,-0.0671,0.0024,0.0149,0.0453,0.0,-0.0399,-0.0083,0.0,0.0323
168,0.002,0.0248,-0.0409,0.0097,-0.0118,0.0183,0.0,0.0541,0.0,0.0273,-0.0236,0.0114,-0.0654,-0.0152,0.0,0.0093
169,0.0278,0.037,-0.0197,0.0001,-0.0177,0.0228,0.0,0.0629,-0.0019,-0.0076,-0.0012,0.0,-0.0683,0.0069,0.0,-0.0412
170,-0.0289,0.0401,-0.031,0.0071,-0.0148,-0.0008,0.0,0.0331,0.0133,-0.0158,0.0005,0.0311,-0.0234,0.0003,0.0,-0.0111
AVERAGE,0.0001,0.0337,-0.0333,0.0155,-0.0163,0.0101,-0.0,0.0201,0.0094,-0.0018,0.0066,0.0082,-0.0286,-0.0092,0.0005,-0.0149
