Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,needs_review,dup_of_existing
2003,Independent thesis Basic level (degree of Bachelor)Student thesis,Om personalförmåner motiverar de anställda,,"Titel: Om personalförmåner motiverar de anställda Författare: Niklas Ambrus & Peter Lundström Handledare: Klaus Solberg Söilen Institution: Institutionen för Ekonomi, Management och Samhällsvetenskap, Blekinge Tekniska Högskola Kurs: Kandidatarbete i företagsekonomi, 10 poäng. Hypotes: Personalförmåner motiverar inte de anställda Syfte: Med den här studien vill vi klargöra om det finns ett samband mellan anställdas motivation på revisionsbyråer och deras personalförmåner. Vi vill också utreda vad som ger de anställda hög arbetstillfredsställelse och motivation. Metod: Vi har valt att göra en kvantitativ surveyundersökning med frågeformulär som redskap för att samla in empirisk data. Formulären har sedan genererat statistisk data som analyserats och jämförts med de teorier vi valt att använda. Surveyundersökningen har genomförts på fem revisionsbyråer i östra Blekinge med fem eller fler anställda. Slutsats: I vår undersökning fann vi att personalförmåner inte motiverar de anställda, utan ses som en faktor för trivsel på arbetsplatsen. Vi fann alltså inget direkt samband mellan personalförmåner och motivation hos de anställda på revisionsbyråerna, utan det är andra faktorer som arbetsuppgiftens värde i sig, utvecklingsmöjligheter och lön som ger arbetstillfredsställelse och motivation. Däremot är trivsel viktigt för att inte skapa missnöje och otrivsel. Konklusion: Bekräftad",,"Belöningssystem, Personalförmåner, Motivation, Ekonomistyrning",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",JÄVLAR ANAMMA! EN STUDIE OM VÄGEN UT UR MISSBRUK / THE SPIRIT WITHIN. A STUDY ON THE WAY OUT OF DRUGADDICTION,,"Syftet med vår uppsats är att undersöka vägen ut ur missbruk. Vi har utgått från följande frågeställningar: Varför bryter man upp från missbruk? Vad är viktigt för att kunna bryta upp från missbruk? Vad är viktigt för att kunna upprätthålla drogfrihet? Vi har i vår uppsats haft en fenomenologisk ansats som genomsyrat uppsatsen på så vis att informanternas berättelser har fått stort utrymme. Därför har vi använt oss av en kvalitativ metod i form av samtalsintervjuer med fem personer som har brutit upp från missbruk och lever drogfria idag. De teoretiska perspektiven, som vi valt efter undersökningens genomförande, består av teorier om olika vägar ut ur missbruk, samt teorier om sociala band. Resultatet i denna undersökning visar att vägen ut ur missbruk kan se olika ut, men våra intervjupersoners berättelser har ändå ett antal gemensamma nämnare. Vi fann att missbrukets negativa konsekvenser, och olika negativa kritiska händelser, i kombination med stödet i relationer frammanade en insikt om och en inom individen förankrad vilja att bryta upp från missbruket. Dessa tre komponenter utgjorde tillsammans anledningen till varför våra informanter bröt upp från missbruket. Relationer, dvs. stödet från betydelsefulla personer i nätverket, framstod som viktigt även för att kunna bryta upp från missbruket. Viktigast för uppbrottet var dock en inre drivkraft som bestod i en, i grunden, positiv självbild och en tro på den egna förmågan att lyckas med uppbrottet. För att sedan kunna upprätthålla drogfriheten framträdde två tydliga trender i våra informanters handlande. Dels tillbakablickar på missbrukets negativa konsekvenser, och dels strävandet efter och värderandet av positiva komponenter i det nya drogfria livet, såsom återuppbyggda och nyetablerade relationer, sysselsättning, bostad och personlig utveckling.",,"Drogfrihet, missbruk, sociala band, uppbrott, återhållande krafter",,,1,0,1
2003,Independent thesis Basic level (degree of Bachelor)Student thesis,Koordination och organisation: - två viktiga begrepp vid skapandet av en innehållsrik hemsida för kommunala myndigheter,,"Vi har undersökt vilket innehåll som socialtjänstens enhet individ-och familjeomsorgen inom olika kommuner har på sina hemsidor samt hur de har organiserat och koordinerat arbetet. Det visar sig att innehållsmässigt ser det väldigt lika ut med den information som erbjuds, det som skiljer hemsidorna åt är aktiviteter och kontaktmöjligheter för användarna. En del kommuner erbjuder sina användare möjligheten till kontakt via email till berörd handläggare medan andra valt att enbart ha email till själva enheten eller någon chef. Koordinationen kring själva arbetet sker i det flesta fall via muntlig kommunikation och ömsesidig anpassning. Endast en kommun har minskat koordinationen genom att använda standardprogram. Arbetets organisation utgår ifrån en grundläggande form av AD-hocracy.",,"Koordination, organisation, interaktiv- adhocracy",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",KommunistJesus och Varumärke: Talet om Che Guevara,,"”Hasta la victoria siempre”, som betyder något i stil med ”länge leve segern” associeras oftast med Che Guevara. Det går inte att förneka att det råder en mystik kring den revolutionära mannen. Om det är någon människa i modern tid som har uppfattas som en legend är det Che Guevara. En man som för många är någon att se upp till, en kämpe som inte gav efter oavsett hur mycket motvind han hade. En hjälte som förtvivlat kämpade för social och politisk rättvisa. Dessa ord som kämpe och hjälte är vanliga beskrivningar av Che Guevara som fick allt fler anhängare efter sin död. Denna revolutionära man är också allmänt erkänd som en kommunist och idag kan det inte bli mer paradoxalt då han som bild och namn har blivit ett varumärke. Människor känner igen kända bilden på Che Guevara utan att veta vem han var och vad han kämpade för. Dock råder det även delade meningar om uppfattningen av honom. Han har enligt en del människor blivit vänstersidans ansikte ute, en ikon med en stor politiskt laddning. Den borgerliga/liberala sidan däremot hyllar inte Che Guevara som en hjälte utan tar fram hans negativa sidor som indirekt blir kritik till vänstern då de använder honom som sin symbol.",,"Che Guevara, Identitet, Jesus, varumärke, diskursanalys",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis","Lärande på elevers villkor: En studie om lärande på omvårdnadsprogrammet, med fokus på medicinsk grundkurs.",,"Arbetets syfte är att ta reda på om det finns kunskap om lärstilar bland lärare och elever på gymnasiets omvårdnadsprogram. Vidare har arbetet fokuserat på hur undervisningen ser ut i medicinsk grundkurs och hur den kan utvecklas för att anpassas till elevers olika sätt att lära in. Uppsatsen anknyter till tidigare pedagogisk forskning och teori där nyckelorden är lärande, lärstilar och undervisning.Studiens empiri består av en lärstilsanalys som genomförts i två klasser samt intervjuer av vårdlärare och elever, där lärarna har undervisat någon av eleverna i medicinsk grundkurs. Arbetet begränsas till att omfatta Richard Bandlers och John Grinders lärstilar samt de faktorer som enligt Gardner påverkar elevernas inlärning.Studien visar att det finns kunskap om de olika lärstilarna, såväl bland lärare som elever och att undervisningen i medicinsk grundkurs är flexibel. Avslutningsvis hävdar uppsatsen att undervisningen kan utvecklas genom att pedagoger bl.a. i allt större utsträckning tar in elevers olika preferenser för inlärning.",,"Lärande, lärstilar och undervisning.",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Sjuksköterskan och döden,,"Döden är ett kontroversiellt ämne som väcker starka känslor hos många människor. Syftet med föreliggande litteraturstudie var att undersöka sjuksköterskors upplevelser i samband med omvårdnaden av den döende patienten och hur sjuksköterskan hanterar sina upplevelser. Litteratursökning gjordes i sex databaser. 12 vetenskapliga artiklar granskades och resultatet visade att sjuksköterskors upplevelser är av både positiv, styrkande art och av negativ, energikrävande art. Resultat uppkom även om sjuksköterskans förhållningssätt till yrkesrollen och hantering av upplevelser. Genomgående uppvisas ett stort behov av handledning i yrkesrollen.",,"omvårdnad, palliativ vård, sjuksköterskors upplevelser",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Damtidningar: ett behov?: En studie om återköp,,"Denna studie berör återköp av damtidningar. Frågeställningen syftar till att ta reda på varför kvinnor köper damtidningar. Studien använder surveyundersökningar som forskningsstrategi och enkäter och intervjuer för insamling av primärdata. En enkätundersökning har gjorts bland den målgrupp damtidningar vänder sig till. Chefredaktörerna på två stora damtidningar, Amelia och Hennes har intervjuats i djupare intervjuer. Teorin om marknadsmixen och dess 4 P används som en av tre teorier. Den andra teorin behandlar mänskligt beteende och den tredje köpbeteende. Genom de 4 P.na, Pris, Produkt, Plats och Promotion kan damtidningar som produkter beskrivas. Priset förklaras i relation till produkten. Platsen talar om var och hur tidningarna kommer i kontakt med konsumenterna. Promotion beskriver på vilka sätt och med hjälp av vilka verktyg damtidningarna kommuniceras till konsumenterna. Det mänskliga beteendet förklaras med hjälp av två teorier, en om de naturlagar människor följer och ett om människan i vardagen. Dessa två teorier underlättar förståelsen för mänskligt beteende och att förutse den. Teorierna om köpbeteende ger en översiktsbild av hur människor resonerar innan ett köp, om de gör det överhuvudtaget. Genom de olika stegen i köpprocessen kan ett köp följas från det att ett behov skapas tills det att ett återköp sker. Dessa teorier visar också hur människor vill ha störst värde till lägsta pris, på kortast tid. I empirikapitlet redogörs sammanfattande för de båda intervjuerna samt för enkätundersökningen. Diagram visar bland andra hur många damtidningar kvinnor köper per år. Analysen visar att damtidningar är produkter som handlas av impuls. De finns tillgängliga och kostnaden för att nå den är inte stor. De ger också mycket värde för lite pengar. Damtidningar använder flera opersonliga marknadsföringskanaler för att kommunicera med konsumenterna. Resultatet är att det finns flera orsaker och inte bara ett grundläggande till varför kvinnor köper damtidningar.",,"marknadsföring, återköp, kundtillfredsställelse, damtidningar",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Anmälningsskyldighet för kuratorer på ungdomsmottagningar: en studie i hur ett urval kuratorer på ungdomsmottagningar förhåller sig i sitt möte med barn under 15 år som är sexuellt aktiva,,"Utifrån en kvalitativ och rättsdogmatisk metod ställde vi oss frågande till hur och utifrån vilka faktorer kuratorer på ungdomsmottagningar bygger sina bedömningar på. I sexualbrottslagstiftningen framgår det på flera ställen att ett barn under 15 år som utsätts eller deltar i sexuella handlingar är brottsutsatt. Vilket ledde till funderingar hur kuratorerna tillämpade lag och/eller förhöll sig till lag i praktiken. I denna uppsats har vi undersökt hur kuratorer på olika ungdomsmottagningar i Stockholms län, förhåller sig till förändringen i sexualbrottslagstiftningen (BrB 6:4-6:5) som trädde i kraft 1 april 2005, samt om den fått någon praktisk betydelse för kuratorerna i deras arbete. Vidare har vi undersökt kuratorernas beslutsprocess samt hur kuratorerna kommer fram till för motiv till beslut att anmäla enligt SoL 14:1. Resultatet visar att kuratorerna följer ett tydligt mönster vid beslutsfattandet. Resultatet av studien visar att kuratorerna får svårt att förhålla sig till sin egen policy samtidigt som de förhåller sig till sexualbrottslagstiftningen, BrB 6:4-6:5. Kuratorerna gör ofta själva en egen utredning innan de tillämpar anmälningsskyldigheten, SoL 14:1. Resonemanget runt barns skyddsbehov ser olika ut beroende på barnets kön, ålder och kroppsmognad samt termer som frivillighet och ömsesidighet. Hur domstolarna dömer utifrån lagarna visade sig ha betydelse för hur kuratorerna resonerar runt sina egna skyldigheter kring barns skyddsbehov. Resultatet är ur ett rättsociologiskt perspektiv, en differens mellan lag och verklighet. Eftersom lagstiftaren lämnat ett tolkningsutrymme blir det den enskilde kuratorn som förväntas tolka och förstå verkligheten, vilket i slutändan leder till att det blir magkänslan, eller den dolda professionen som avgör. Vi har använt oss av genusteori och kognitiv teori för att belysa till våra resultat i analysen i ytterligare en dimension. Studiens resultat ligger i linje med tidigare forskning.",,"Kurator, Bedömning, Mognad, Sex, Anmälningsskyldighet",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Sexualundervisning på särgymnasiet,,"Syftet med uppsatsen är att undersöka hur sex- och samlevnadsundervisningen bedrivs på gymnasiesärskolan, hur lärare arbetar med elevernas kvinno- och mansroller, samt att ställa undervisningen i relation till de av Skolverket uppsatta nationella målen för sex- och samlevnadsundervisning. Metoden för undersökningen är kvalitativa intervjuer av lärare. Resultatet av undersökningen visar att sex- och samlevnadsundervisningen ser olika ut beroende på elevgruppens sammansättning. Lärarna ser sex- och samlevnadsundervisningen som viktig och värdefull. Undersökningen visar att de utvidgar ämnet till att behandla stärkandet av elevernas självkänsla och självbestämmande samt att ge eleverna grunderna för att känna trygghet i sina kvinno- och mansroller. Lärarna lägger stor vikt vid diskussioner kring accepterade sexuella beteenden och uttryck samt vad som inte kan antas vara accepterat, hos eleverna själva och personer i olika ställningar eleverna möter i livet. Undersökningen visar att lärarna är engagerade och vinnlägger sig om att få en varierad undervisning med inslag där eleverna efter egen förmåga kan finna kunskap att ta till sig. Resultatet pekar på att de nationella målen för sex- och samlevnadskunskap är för allmänt hållna och svåra att bedriva ett kvalitetsarbete kring. Målen för vad en elev bör kunna efter avslutad skolgång är inte anpassade efter gymnasiesärskoleelevernas varierade utvecklings- och mognadsnivåer.",,"Sexualkunskap, Utvecklingsstörning, Särskola, Mental disability, Sexualeducation, Special school",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",En studie om flickor och kvinnor på elektrikerutbildningen,,"Arbetets syfte är att belysa varför flickor/kvinnor väljer att utbilda sig till elektriker och hur de upplever sin skolsituation. Syftet är även att skildra deras syn på jämställdhet och könsskillnader. Uppsatsens empiri består av enkäter till kvinnliga elever på elprogramets elteknikinriktning samt Lernias elektrikerutbildning. Utifrån enkätmatrialet har sedan sex intervjuer genomförts. Det som framkommit är att flickorna/kvinnorna menat sig välja elektrikerutbildningen utifrån sitt intresse och att yrket är praktiskt men, att de också påverkats av närstående. De har mångskiftande upplevelser av skolsituationen, både negativa och positiva. En del har upplevt viss skepsis från sin omgivning och vissa har erfarit svårigheter med att bli accepterade som ”en i gänget”. Många av respondenterna anser att jämställdhet är viktigt och mindre än en tredjedel har upplevt orättvisa mellan könen under uppväxten.",,"könsöverskridande, yrkesval, elprogrammet, elektriker",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Ingen rädder för vargen?: En kvantitativ innehållsanalys av tre tidningstyper med avseende på rapporteringen om varg,,"Vargens återetablering har gett upphov till en tidvis ganska intensiv debatt. Tidigare forskning visade att svenskarna var positiva till att det fanns varg i landet, men att en eventuell risk för människor eller tamdjur hade negativ inverkan på människors attityder. Människorna är också påverkade av sin uppväxtmiljö och det samhälle de lever i. Genom en kvantitativ innehållsanalys av de tre tidningstyperna landsortspress (Falu Kuriren), storstadspress (Dagens Nyheter) och fackpress (ATL) har rapporteringen om vargen under fyra månader åren 2001-2005 analyserats. Det förekom två övergripande argumentationslinjer. Å ena sidan det perspektiv där vargen lyfts fram som hotad av människan, å andra sidan det perspektiv som bygger på att vargen utgör ett hot mot människan och hennes aktiviteter. I Falu Kuriren publicerades fler vargnegativa artiklar än i Dagens Nyheter och ATL. Dagens Nyheter publicerade fler neutrala artiklar än Falu Kuriren och ATL. Men rapporteringen var till största delen saklig och objektiv oavsett tidning. De aktörer som oftast kom till tals i vargdebatten var jägare, makthavare/tjänstemän och forskare/sakkunniga. Ämnen som togs upp var främst jaktrelaterade frågeställningar, vargstammens utbredning och tillväxt samt händelser med anknytning till folks vardag. Rapporteringen i tidningarna präglades av olika synsätt och uppfattningar om varg. Tidningarna och dess reportrar påverkades av den miljö de verkade i, men det fanns en likriktning där man försökte undvika att ta ställning. Detta stämde väl överens med teorin.",,"Varg, innehållsanalys, storstadspress, landsortspress, fackpress.",,,1,0,1
2003,Independent thesis Basic level (degree of Bachelor)Student thesis,Pappersmakulatur vid Bobergs Tryckeri AB - orsaker och förbättringsförslag,,"Pappersmakulatur uppstår i tryckpressarna, men orsakerna finns i företagets alla funktioner. För ett framgångsrikt förbättringsarbete med att minska makulaturen krävs därför att all personal är engagerad. Examensarbetet utfördes på Bobergs Tryckeri AB i Falun, ett familjeägt företag med 60 anställda, som producerar personifierad direktreklam och blanketter. Syftet var att undersöka hur pappersmakulaturen kan minska och målet var att hitta orsaker samt ge förslag på åtgärder för att minska den. Genom intervjuer med personalen kartlades produktionssprocessen och utifrån det utarbetades förbättringsförslag. Exempel på förbättringsförslag är att kontinuerligt mäta och rapportera makulaturen, förbättra kommunikationen mellan avdelningarna och utveckla färgstyrningen. Litteraturstudier och kontakter med nyckelpersoner inom branschorganisationer och andra liknande företag, var till stor hjälp i arbetet. Fördjupningsdelen i projektet har sin grund i boken The Printer’s Guide to Waste Reduction av Tim Dalton.",,"makulatur, pappersmakulatur, Bobergs Tryckeri AB, slöseri, PDCA",,,1,0,1
2006,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,,"Missnöjet inom vården beror främst på de långa väntetiderna och bristfällig tillgänglighet till vårdcentralerna. Frågan är om det verkligen är mer resurser som är lösningen på problemen eller om intresset istället bör riktas mot de system och ramar som vårdpersonalen har att verka inom? Att använda ett styrmedel som fokuserar på rätt faktorer och inte bara det ekonomiska, kan möjligtvis hjälpa vårdcentralerna att bli mer flexibla, förbättra tillgängligheten och öka kvaliteten på vården. I denna uppsats studeras KvaLita Närsjukvård AB (KvaLita NSV), en privat vårdorganisation som driver ett antal vårdcentraler på entreprenad åt landstinget. KvaLita NSV:s ekonomistyrning bedrivs med ett balanserat styrkort som styrmedel. Tanken med balanserat styrkort är att företaget ska ses ur fler perspektiv än enbart det finansiella. Styrkortet ska även koppla ihop den kortsiktiga verksamhetsstyrningen med den långsiktiga visionen och strategin. Uppsatsens övergripande syfte är att beskriva KvaLita NSV:s balanserade styrkort och därmed belysa hur en sjukvårdsenhet kan tillämpa modellen. Delsyftet med uppsatsen är att identifiera och jämföra företagsledningens attityder kring styrkortets funktion och fördelar. Som metod för insamling av empirisk data användes en kvalitativ fallstudie. Primärdata samlades in genom ostrukturerade intervjuer. Undersökningen är gjord ur ett ledningsperspektiv, där de intervjuade valdes utifrån deras position i företagets ledning. Användandet av balanserat styrkort i KvaLita NSV har inte riktigt fått den effekt som ledningen på huvudkontoret önskade. De har inte lyckats förankra konceptet i hela organisationen och uppföljningen har varit bristfällig. Det framkom av undersökningen att det finns en hel del skillnader inom ledningen gällande attityden till styrkortet. Styrkortet måste för att fungera, vara levande i hela organisationen. Om inte ledningen är överens om dess funktion och fördelar är det svårt att övertyga och engagera övriga medarbetare. De intervjuade är dock överens om att balanserat styrkort är rätt styrmedel för verksamheten och att utformningen är bra. KvaLita NSV kommer därför att göra en nysatsning i styrkortsarbetet år 2006.",,"ekonomistyrning, styrkort, primärvård",,,1,0,1
2006,Independent thesis Basic level (degree of Bachelor)Student thesis,"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,"Bakgrund: Att skapa kontakt med demensdrabbade kan vara svårt om vårdaren inte har rätt kunskap i hur kontakt kan skapas. Den ickeverbala kommunikationen såsom beröring och musik kan vara av betydelse när kontakt ska skapas. Människan förknippar beröring med att vara omtyckt och genom detta ökar känslan av trygghet och tillit och på så sätt kan kontakt skapas. Ett annat sätt att skapa kontakt på är genom musik, där det har visat sig att minnet av sång och musik betyder mycket för människan och kan stärka kommunikationen. Syfte: Syftet med studien är att belysa hur kontakt kan skapas med demensdrabbade genom beröring och genom musik. Metod: En litteraturstudie som är baserad på åtta vetenskapliga artiklar. Artiklarna ar granskade och analyserade efter Burnards innehållsanalys. Orlandos omvårdnadsteori användes som teoretisk referensram och som b1.a. tar upp interaktionen mellan vårdare och patient. Resultat: I resultatet har det visat sig att genom beröring och genom musik kan vårdare få en ökad förståelse för den demensdrabbade. Kontakt och kommunikation skapar gemenskap mellan demensdrabbade och deras vårdare, känslor av välbefinnande bildas och minnesförmågan hos personer med demenssjukdom ökar.",,"Demens, beröring, ickeverbal kommunikation, musik, välbefinnande",,,1,0,0
2005,"Independent thesis Basic level (degree of Bachelor), 10 points / 15 hpStudent thesis",Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,,I uppsatsen redovisas vårt examensarbete inom den kompletterande lärarutbildningen vid Södertörns högskola. Syftet med detta arbete är att göra en teoretisk studie med praktiska inslag för att få en klarare bild av vad dyskalkyli är och hur vi som lärare skall hantera elever med detta specialpedagogiska problem. Arbetet är en komparativ litteraturstudie där vi utgått från material kopplat till dyskalkyli och matematiksvårigheter samt en kvalitativ studie i form av intervjuer med tre specialpedagoger vid olika skolor för att få en inblick i hur arbetet med matematiksvårigheter bedrivs. Vår slutsats är att dyskalkyli är svårt att begripa och att det är svårt att avgöra när en elev har dyskalkyli och inte allmänna matematiksvårigheter. Trots detta är det viktigt att ställa en diagnos för att eleven skall kunna få rätt hjälp. Vi kan även konstatera att det finns kopplingar mellan dyskalkyli och dyslexi.,,Education,,,1,0,1
2001,Independent thesis Basic level (degree of Bachelor)Student thesis,Varför team? En fallstudie på tre företag.,,"SAMMANFATTNING Problem: Det finns många tankar om organisationer och hur de ska styras. Förr handlade det om att styra företagets olika resurser för att uppnå lönsamhet. I dag krävs det mer av företagen och dess traditionella organisationsformer sätts på prov. För att utvecklas och framförallt kunna konkurrera i den allt mer föränderliga omgivningen krävs det att organisationerna är öppna för nya tankesätt. Det pågår en övergång från traditionella organisationer till processorienterade organisationer. Med detta följer ofta att team inrättas. Teamen har kommit att bli grunden i de processorienterade organisationerna. Utifrån detta vill vi veta varför organisationer har infört team? Hur styr organisationen teamen? Har förväntningarna uppfyllts? Syfte: Syftet med uppsatsen är att vi ur ett ledningsperspektiv vill beskriva varför företag har infört team, hur de har utformat dem och hur de styrs. Vi vill även se om det finns indikationer på överensstämmelse mellan förväntningar och verklighet. Metod: Vi har valt att göra en kvalitativ studie då vi vill beskriva en händelse. En fallstudie passar oss bäst då vi vill få en djupare förståelse för vad införandet av team har inneburit. Slutsats: Organisationerna inför team för att de vill öka lönsamheten och motivationen hos de anställda. Införandet av team leder till att medarbetarna får större ansvar och det ökar deras motivation. Detta leder i sin tur till att företaget kan öka sin flexibilitet, kostnadseffektivitet och leveranssäkerhet. Dessa tre är faktorer som kan påverka lönsamheten.",,"styrning, team, flöde, flödesorientering, process, processorientering, lönsamhet",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,,"Vårt examensarbete i informatik är utfört på ett producerande företag som expanderat och därför sett behov av att förändra sin organisation. Ägarna upplever att personalplanering och tillverkningsplanering är alltför tidskrävande och de hinner inte med viktiga arbetsuppgifter som marknadsföring och företagsutveckling. Examensarbetet har innefattat teoristudier, en analys av företagets verksamhet samt utformning av förändringsförslag för att förbättra företagets organisation. Våra litteraturstudier har bestått av inläsning av teorier om problem som kan uppstå i expanderande företag samt datainsamling genom intervjuer av företagets ägare och några av de anställda. Detta har legat till grund för den verksamhetsanalys vi genomfört med hjälp av delar ur metoden FA/SIM. Denna analys ligger till grund för de förändringsförslag som har arbetats fram. I analysen har problem som rör följande fyra aktiviteter identifierats. - Arbetsledning - Planering - Tillverkning - Varuleverans De åtgärdsförslag vi anser viktigast att genomföra för att effektivisera och underlätta arbetssituationen för ägare och anställda är att börja registrera ordrar dagligen och införa rutiner för att registrera produktion och lagerhållning. Ytterligare åtgärder är att anställa kvalificerad personal på kontoret samt utbilda fler i personalen i att köra lackeringen. Vi kan konstatera att företagets övergripande problem till stor del orsakas av att organisationen inte anpassats till företagets expansion. Det är vanligt att insikt om detta kommer först när problemen börjar kännas oöverstigliga.",,"Verksamhetsanalys, problemanalys, småföretag, tillväxtproblem, expansion",,,1,0,1
2002,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden.,,"SAMMANFATTNING Syftet med denna studie var att ta reda på vad sjuksköterskan upplever som sitt inre etiska ansvar samt lyfta fram och reflektera över den etiska dimensionen i omvårdnaden. Studien är empirisk och grundar sig på en kvalitativ metod med innehållsanalys. Data har samlats in från fyra intervjuade verksamma allmänsjuksköterskor. Forskningen anknyter till Katie Erikssons omvårdnadsteori samt till Iréne von Post. Etiken hos de intervjuade sjuksköterskorna förknippades till stor del utifrån ett medicinskt perspektiv. Resultatet pekade dock på att sjuksköterskan till viss del handlar utifrån sitt inre etiska ansvar i den dagliga omvårdnaden såsom den teoretiska ansatsen beskriver. Ett reflekterande förhållningssätt medvetandegör den etiska dimensionen i omvårdnaden. Ansvar i omvårdnaden ansågs vara att tillgodose varje patients individuella behov. Emellertid påvisade resultatet vissa hinder och förutsättningar för en god omvårdnad. Mod framkom som en betydande egenskap hos sjuksköterskan eftersom det upplevdes ett behov av att försvara sitt ansvarsområde-omvårdnaden. ABSTRACT The aim of this subject is to find out how the nurse meets with her inner ethical responsibilities and to bring forward and consider the ethical dimension of caring. The study is empirical and has its base in a qualitative method with an analysis of content. Data has been gathered from four practising hospital nurses. The research connects on to Katie Eriksson?s theory of caring and to Iréne von Post. The ethics of the nurses interviewed is to a large content seen from a medical point of view. Yet, the result points to the fact that the nurse partly acts from her inner ethical responsibility in daily care, as the theoretical suggestion describes. A reflective attitude raises the level of consciousness of the ethical dimension in health care. It is considered that the responsibility of nursing is to be able to meet the need in every single patient. However, the result showed some hinders and necessary qualities for good health care. Courage is one important trait among nurses, as they feel a need to be able to stand up for their field of responsibility, namely caring.",,"omvårdnad, etik, ansvar, kvalitativ metod",,,1,0,1
2002,Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,Kartläggning och utvärdering av utbildningar: en svaghet i företag?,,"Kurs: Kandidatuppsats 41-60p, våren - 2002, Företagsekonomi Titel: Kartläggning och utvärdering av utbildningar - en svaghet i företag? Författare: Annika Andersson , Nina Blomkvist och Goce Lamevski Handledare: Göran Alsén, IEM, Blekinge Tekniska Högskola Syfte: Vårt syfte med uppsatsen är att beskriva och skapa förståelse för vilka faktorer som ligger bakom hur företag kartlägger utbildningsbehov, vilka utvärderingsmetoder som används samt hur effekter kan tydliggöras i organisationen. Vidare är syftet att efter studien kunna bemöta den kritik som vi tar upp i problemdiskussionen. Metod: Vi har i denna studie använt oss av semistrukturerade, kvalitativa intervjuer med utbildningsansvariga inom telecombranschen. Slutsats: I vår studie har vi kommit fram till att företag lägger ner, ett till synes noggrant arbete med att karlägga behov för utbildning, i kontrast till den kritik som har framhållits av forskare. Vidare har vi funnit att företag främst använder sig av enkäter vid utvärderingsprocessen, samt att syftet med utvärderingen i första hand, verkar vara att förbättra kommande utbildningar. Vad gäller att tydliggöra effekter av utbildningar, har vi uppmärksammat att den dynamiska miljön kan vara en förklarande faktor till varför inte företag lägger ner mer tid och resurser på detta moment. Vi har gjort tolkningen att tillverkande företag, i större bemärkelse än tjänsteföretag, har möjlighet att genom kunskapsprövning, utläsa effekter av utbildning.",,"utbildning, karläggning av utbildningbehov, utvärdering av utbildning",,,1,0,0
