Abstract_Entities,Generated_Abstract_Entities
,"Kalle:PRS,Danderyd:LOC,Piteå:LOC,Skåne:LOC,Blekinge:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Blekinge:LOC,Danmark:LOC,Borlänge:LOC,Borlänge:LOC,Söderhamn:LOC,Stockholm:LOC,SD:s:ORG,Skåne:LOC,Blekinge:LOC"
Kronobergs län:LOC,"Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Piteå:LOC,Danderyd:LOC,Årjäng:LOC,Skåne:LOC,Skåne:LOC,Borlänge:LOC,SD:s:ORG,Söderhamn:LOC,Skåne:LOC"
,
Berny Pålsson:PRS,
,Sybil:PRS
Googles:ORG,Sybil:PRS
,Sybil:PRS
,
,
,
Livsmedelsverkets:ORG,Livsmedelsverket:ORG
Sverige:LOC,Östersjön:LOC
,
"Sverige:LOC,Peter Birros:PRS",Östersjön:LOC
"Danmark:LOC,Frankrike:LOC,Italien:LOC",Koffein:LOC
"Italien:LOC,Italien:LOC,Italien:LOC,sverige:LOC",Östersjön:LOC
,"Östersjön:LOC,Sverige:LOC"
Sverige:LOC,Koffein:LOC
brieosten:PRS,
,Östersjön:LOC
,
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,"Östersjön:LOC,Östersjön:LOC"
Thailand:LOC,
,"Östersjön:LOC,Östersjön:LOC,Sverige:LOC,Koffein:LOC"
,
,"Sverige:LOC,vela:PRS"
,
,
för något år sedan:TME,Sverige:LOC
,"Östersjön:LOC,Sverige:LOC"
PCB:ORG,"Östersjön:LOC,Sverige:LOC"
"Sverige:LOC,Livsmedelsverket:ORG,Frankrike:LOC,Livsmedelsverket:ORG",Östersjön:LOC
,"Östersjön:LOC,Sverige:LOC"
,Sverige:LOC
,"Östersjön:LOC,Sverige:LOC"
,
USA:LOC,"Östersjön:LOC,Sverige:LOC,Sverige:LOC"
,
,
,
,
,
,
,
"Albanien:LOC,Sverige:LOC,Sverige:LOC","Europa:LOC,Portugal:LOC,Lisbon:LOC,Porto:LOC,Europa:LOC,Spanien:LOC,Sverige:LOC,Frankrike:LOC,Malta:LOC,Cypern:LOC,Sverige:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Irland:LOC,Spanien:LOC,Portugal:LOC"
Albanien:LOC,"Sverige:LOC,Europa:LOC,Norge:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Europa:LOC,Spanien:LOC,Portugal:LOC,Italien:LOC,Grekland:LOC,Malta:LOC,Cypern:LOC,Malta:LOC,Cypern:LOC,Spanien:LOC,Portugal:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Kanarieöarna:LOC,Frankrike:LOC,Sverige:LOC"
"Frankrike:LOC,Sverige:LOC,Frankrike:LOC,Martinique:LOC,Guyana:LOC,Tahiti:LOC,Réunion:LOC,Spanien:LOC,Spanien:LOC","Europa:LOC,Irland:LOC,Medelhavet:LOC,Nederländerna:LOC,Belgien:LOC,Luxemburg:LOC,Luxemburg:LOC,Frankrike:LOC,Sverige:LOC,Spanien:LOC,Portugal:LOC"
"Spanien:LOC,Frankrike:LOC","Sverige:LOC,Europa:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Sverige:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Frankrike:LOC,Iberiska halvön:LOC,Italien:LOC,Italien:LOC,Europa:LOC,Kanarieöarna:LOC,Spanien:LOC"
"Europa:LOC,Sverige:LOC","Europa:LOC,Medelhavet:LOC,Portugal:LOC,Lissabon:LOC,Porto:LOC,Europa:LOC,Sverige:LOC,Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Frankrike:LOC,Malta:LOC,Nederländerna:LOC,Belgien:LOC,Irland:LOC,mindre vinter:TME,Norrland:LOC"
"Europa:LOC,Spanien:LOC,Andalusien:LOC,GENERELLT:ORG,Sverige:LOC,Fuengirola:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Frankrike:LOC,Norditalien:LOC,Malta:LOC,Cypern:LOC,Schweiz:LOC,EU:ORG,Europa:LOC,Sverige:LOC,Spanien:LOC,Portugal:LOC,Grekland:LOC,Sverige:LOC,Sverige:LOC"
"Sverige:LOC,Sverige:LOC,Norge:LOC,Kanada:LOC,Sverige:LOC","EU:ORG,Frankrike:LOC,Nice:LOC,Antibes:LOC,Italien:LOC,Toscana:LOC,Schweiz:LOC,Spanien:LOC,Portugal:LOC,Kanarieöarna:LOC,Portugal:LOC,Spanien:LOC,Sverige:LOC,Europa:LOC"
"Luxemburg:LOC,Sverige:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Norditalien:LOC,Spanien:LOC,Portugal:LOC,Europa:LOC,Algarve:LOC,Canarieöarna:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Malta:LOC,Europa:LOC,Kanarieöarna:LOC"
jumpcut:PRS,"Europa:LOC,Europa:LOC,Frankrike:LOC,Nice/:LOC,Antibes:LOC,Norditalien:LOC,Spanien:LOC,Portugal:LOC,Sverige:LOC,Europa:LOC,Kanarieöarna:LOC,Madeira:LOC,Cypern:LOC,Malta:LOC,Sverige:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC"
"Europa:LOC,Östersjön:LOC,Frankrike:LOC,Peps:PRS,Schweiz:LOC,Medelhavet:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Provence:LOC,Norditalien:LOC,Liguriens:LOC,Italien:LOC,Sverige:LOC,Spanien:LOC,Barcelona:LOC,Valencia:LOC,Málaga:LOC,Portugal:LOC,Lisabon/:LOC,Porto:LOC,Algarve:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Europa:LOC,Medelhavet:LOC,Spanien:LOC,Madeira:LOC,Portugal:LOC"
,"Sverige:LOC,Europa:LOC,Norden:LOC,Nederländerna:LOC,Tyskland:LOC,Schweiz:LOC,Österrike:LOC,Södra Europa:LOC,Spanien:LOC,Portugal:LOC,Italien:LOC,Grekland:LOC,Portugal:LOC,Spanien:LOC,Kanarieöarna:LOC,Spanien:LOC,Madeira:LOC,Portugal:LOC,Malta:LOC,Cypern:LOC,Europa:LOC"
"Andalusien:LOC,Sverige:LOC,Barcelona:LOC","Europa:LOC,Norden:LOC,Frankrike:LOC,Spanien:LOC,Portugal:LOC,Malta:LOC,Cypern:LOC,Sverige:LOC,Danmark:LOC,Köpenhamn:LOC,Nederländerna:LOC,Norrland:LOC,Australien:LOC,NZ:LOC,Europa:LOC"
"IKEA:ORG,IKEA-kök:ORG,Sverige:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Montpellier:LOC,Nice:LOC,Norditalien:LOC,Milano:LOC,Bologna:LOC,Turin:LOC,Italien:LOC,Spanien:LOC,Madrid:LOC,Valencia:LOC,Sverige:LOC,Portugal:LOC,Lisbon:LOC,Porto:LOC,Sverige:LOC,Nederländerna:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Kanarieöarna:LOC,Malta:LOC,Cypern:LOC,Spanien:LOC,Portugal:LOC"
"Holland:LOC,Skandinavien:LOC,München:LOC","Europa:LOC,Sydfrankrike:LOC,Nice:LOC,Antibes:LOC,Spanien:LOC,Baskien:LOC,Katalonien:LOC,Andalusien:LOC,Sverige:LOC,Portugal:LOC,Lisbon:LOC,Porto:LOC,Madeira:LOC,Sverige:LOC,Malta:LOC,Cypern:LOC,Sverige:LOC,Portugal:LOC,Spanien:LOC,Madeira:LOC"
Holland:LOC,"Sverige:LOC,Europa:LOC,Sverige:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Sverige:LOC,Norditalien:LOC,Milano:LOC,Bologna:LOC,Portugal:LOC,Spanien:LOC,Kanarieöarna:LOC,Sverige:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,Europa:LOC,Spanien:LOC,Portugal:LOC"
"Tyskland:LOC,Tyskland:LOC,Sverige:LOC,i juli:TME,Berlin:LOC,Sverige:LOC,Berlin:LOC,Sverige:LOC,Göteborg:LOC,Edit:PRS,Nederländerna:LOC,Sverige:LOC,Norden:LOC","Sverige:LOC,Europa:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Italien:LOC,Milano:LOC,Bologna:LOC,Trento:LOC,Spanien:LOC,Barcelona:LOC,Valencia:LOC,Madrid:LOC,Portugal:LOC,Lisabon/:LOC,Porto:LOC,Kanarieöarna:LOC,Madeira:LOC,Malta:LOC,Cypern:LOC,Spanien:LOC,Portugal:LOC"
"spanien:LOC,sverige:LOC,sverige:LOC,sverige:LOC,Torrevieja:LOC,Dar:LOC,engelskman:PRS,hollandare:PRS,spanien:LOC","Europa:LOC,Spanien:LOC,Portugal:LOC,Spanien:LOC,Kanarieöarna:LOC,Sverige:LOC,Portugal:LOC,Madeira:LOC,Algarve:LOC,Frankrike:LOC,Iberiska halvön:LOC,Frankrike:LOC,Malta:LOC,Cypern:LOC,Spanien:LOC,Portugal:LOC"
"Ang Tyskland:PRS,Holland:LOC,Sverige:LOC,Holland:LOC","Sverige:LOC,Europa:LOC,Sverige:LOC,Norge:LOC,Danmark:LOC,Nederländerna:LOC,Tyskland:LOC,Österrike:LOC,Schweiz:LOC,Frankrike:LOC,Nice:LOC,Antibes:LOC,Spanien:LOC,Baskien:LOC,Katalonien:LOC,Sverige:LOC,Portugal:LOC,Lisabon/:LOC,Porto:LOC,Europa:LOC,Kanarieöarna:LOC,Madeira:LOC,Cypern:LOC,Malta:LOC,Sverige:LOC,Madeira:LOC,Kanarieöarna:LOC,Nederländerna:LOC,Belgien:LOC,Frankrike:LOC"
,Arbetsförmedlingen:ORG
,Arbetsförmedlingen:ORG
,Sverige:LOC
,
Sverige:LOC,
borås:LOC,
Borlänge:LOC,
,
,
,
,
,
,
,
,på onsdag:TME
,
,
,
,
,
Inside Brus:PRS,
,
,
Omeprazol:OBJ,
,
,på onsdag:TME
imorgon:TME,VC:PRS
,
Vialerg:PRS,
,
,
,
,
,
,
,
"Omeprazol:OBJ,Johannesört:PRS,Erlotinib:PRS",
,
,
,
,
,
,
,
,jolle:PRS
,
,
,
,
,
norrland:LOC,
,
,
,
,
,
,
"Köpenhamn:LOC,chris:PRS,varje dag:TME",
,
,
,
,
,
,
,
,
,
,
,Odenplan:LOC
,Odenplan:LOC
Östermalms:LOC,Odenplan:LOC
,"Odenplan:LOC,Stockholmspuls:LOC"
,Odenplan:LOC
,"Carl:PRS,Stenströms:PRS,Stenströms:PRS,ebay:PRS"
"Stenströms:PRS,Helsingborg:LOC","Carl:PRS,Stenströms:PRS,Stenströms:PRS"
stockholm:LOC,"Carl:PRS,Prisjakt:ORG,Stenströms:PRS"
,CSN:ORG
,CSN:ORG
,CSN:ORG
,CSN:ORG
FI:ORG,
,
,
,CSN:ORG
,CSN:ORG
,idag:TME
,
Göteborg:LOC,CSN:ORG
västerhaninge:LOC,
,CSN:ORG
,
,CSN:ORG
,CSN:ORG
,
,
,OS:EVN
,
,
,"Ritalin-dos:LOC,Google:ORG"
Johan:PRS,
,Ritalin-dos:LOC
Edit:PRS,
hittills:TME,
,
,
,
,
"Mvh:PRS,Oddball Moderator:ORG",
,
,
,
,
,
Edit:PRS,
,
,
,
,
,
,
,weed:PRS
Edit:PRS,
Amsterdam:LOC,
,
,
,
,weed:PRS
Benzo:PRS,
,i flera dagar:TME
Benzo:PRS,weed:PRS
,
,
,
,
,
,
,
fuck off:PRS,
,"Sverige:LOC,Indien:LOC,Sverige:LOC,Indien:LOC"
"Sven Svensson:PRS,Ahmed Abdhulla:PRS,Irak:LOC","Sverige:LOC,Indien:LOC"
,"Sveriges:LOC,Sverige:LOC,Indien:LOC,Sverige:LOC"
,"Sverige:LOC,Indien:LOC"
,"Sverige:LOC,Indien:LOC,Sverige:LOC"
"Indien:LOC,Indien:LOC",
"Liechtenstein:PRS,Bürgergemeinde:LOC,Liechtenstein:PRS,Liechtenstein:PRS,Sverige:LOC","Sverige:LOC,Indien:LOC,Indien:LOC,Sverige:LOC"
,
,
,
,Winamax:PRS
,
Rich:PRS,Apple:ORG
,
mac os:PRS,
,
,"EU:ORG,Malta:LOC"
,
,"nuförtiden:TME,Mac:PRS"
barcelona:LOC,
,Compass:ORG
,
,
,
,
,Compass:ORG
,"Compass Group:ORG,Sodexo:ORG"
,
,"Sodexo:ORG,Fazer Food Services:ORG"
,
,
,
,
,
,
,
,
,
söksöksöksösksksököskösks:ORG,
,
,
,
Josef_K:PRS,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"Alphaspel:PRS,Hägersten:LOC,Mecka:LOC,Gamla Stan:LOC,Kungsgatan:LOC,Catan:LOC,Västerlånggatan:LOC,Catan:LOC"
,"Alphaspel:PRS,Bromma:LOC,Catan:LOC,Fridhemsplan:LOC"
Arcane:PRS,"Alphaspel:LOC,Odenplan:LOC,Gamla stan:LOC,Dragons Lair:ORG,Kungsholmen:LOC,Catan:LOC"
Arcane:PRS,"Alphaspel:PRS,Sveavägen:LOC,Gamla stan:LOC,Catan:LOC"
"Sturegallerian:LOC,Mariatorget:LOC","Alphaspel:PRS,Bromma:LOC,Gamla stan:LOC,Webhallen:LOC,Sveavägen:LOC,Catan:LOC,Alphaspel:PRS"
Games:ORG,"Alphaspel:PRS,Odenplan:LOC,SF:ORG,Sergels torg:LOC,Catan:LOC,Science:ORG,Gamla stan:LOC"
"GBG:LOC,Games:ORG","Alphaspel:PRS,Hägersten:LOC,Science Fiction:ORG,Västerlånggatan:LOC,Dragons Lair:ORG,Kungsholmen:LOC,Catan:LOC"
kungsholmen Stockholms:LOC,"Alphaspel:PRS,Odenplan:LOC,Mecca:LOC,Catan:LOC,SF Bokhandeln:ORG,Gamla Stan:LOC,Sergels torg:LOC"
Stockholm:LOC,"Alphaspel:PRS,S:t Eriksplan:LOC,Gamla stan:LOC,Catan:LOC,Alphaspel:PRS"
"Alphaspel:PRS,öppettider:LOC","Gamla stan:LOC,Alphaspel:PRS,Bromma:LOC,Catan:LOC"
"Gamla Stan:LOC,Västerlånggatan:LOC,USA:LOC,Arcane:PRS,Odenplan:LOC,Kungsholmstorg:LOC,Sveriges:LOC,Sveriges:LOC,Solberga:LOC","Alphaspel:PRS,Örnsberg:LOC,Midsommarkransen:LOC,Catan:LOC"
,"Alphaspel:PRS,Hägersten:LOC,Mecka:LOC,Catan:LOC,SF:ORG,Gamla Stan:LOC,Kungsgatan:LOC"
,Lars Vilks:PRS
,
Lars Vilks:PRS,"Vilks:PRS,Charlie Hebdo:PRS"
,Vilks:PRS
"Lars Vilks:PRS,Vilks:PRS",Vilks:PRS
Sverige:LOC,
,Vilks:PRS
,Vilks:PRS
,Vilks:PRS
,
"Lars Wilks:PRS,Muhammed:PRS,Islam:WRK",Vilks:PRS
,Vilks:PRS
Muhammed:PRS,"Vilks:PRS,Lars Vilks:PRS"
"Muhammed:PRS,Muhammed:PRS,Muhammed:PRS",Lars Vilks:PRS
,
Mohammed:PRS,"Lars Vilks:PRS,Vilks:PRS"
,Lars:PRS
"Jesus:PRS,Buddha:PRS",Lars Vilks:PRS
Mohammed:PRS,Vilks:PRS
,"Vilks:PRS,Vilks:PRS"
Vilks:PRS,Sverige:LOC
Lars:PRS,"Vilks:PRS,Charlie Hebdo:PRS,Salman Rushdie:PRS,Israel:LOC,Palestina:LOC"
jesus:PRS,Sverige:LOC
,"Vilks:PRS,Säpo:ORG"
Nederländerna:LOC,SÄPO:ORG
,Vilks:PRS
,
,
,
facebook:PRS,"Facebook:ORG,awkward:PRS"
,
Facebook:ORG,"Facebook:ORG,Facebook:ORG"
,Facebook:ORG
,Facebook:ORG
facebook:PRS,"DM:a:ORG,Facebook:ORG,Facebook:ORG"
Facebook:ORG,
,
facebook:PRS,
,Facebook:ORG
,
,Facebook:ORG
Facebook:ORG,"stalk-waita:ORG,Facebook:ORG,Facebook:ORG"
,Facebook:ORG
,"Facebook:ORG,Facebook:ORG"
,
,"Enabled:PRS,OS:EVN,dog”-fel:LOC"
,Seagate:ORG
,
,Reallocated sectors:ORG
,"BIOS:LOC,Ström:PRS"
,
,
,
,
,
,
,
,WD Data Lifeguard:ORG
,
,
,
,Home/Pro:ORG
,
,AHCI:ORG
,XP:OBJ
,idag:TME
,
,OS:EVN
,"OS:EVN,XP SP3:OBJ"
,"Avstängt:LOC,BIOS:LOC,Integrated NIC:ORG"
,"Ström:PRS,XP SP3:OBJ"
,Memtest:ORG
Raidcard:PRS,
hard:PRS,
Arn:PRS,"Frankfurt:LOC,Amsterdam:LOC,Köpenhamn:LOC,Stockholm:LOC,Oslo:LOC,Helsingfors:LOC,Finnair:ORG,Norden:LOC,Köpenhamn:LOC,Thai/SAS:ORG,Frankfurt:LOC,München:LOC,Amsterdam:LOC,KLM:ORG,Doha:LOC,Qatar:ORG,Norden:LOC,SAS:ORG,Frankfurt:LOC,Amsterdam:LOC,Helsingfors:LOC,Finnair:ORG,CPH:ORG"
8-9 timmar:TME,"Frankfurt:LOC,Amsterdam:LOC,FRA:ORG,Emirates:LOC,Helsingfors:LOC,Finnair:ORG,Oslo:LOC,Köpenhamn:LOC,Stockholm:LOC,SAS:ORG,Thai/SAS:ORG,jan/:PRS"
"Turkish:LOC,Göteborg:LOC,Bangkok:LOC,Istanbul:LOC,SAS:ORG,Star Alliance:ORG","Helsingfors:LOC,Helsingfors:LOC,Asien:LOC,Stockholm:LOC,Thai/SAS:ORG,Köpenhamn:LOC,Thai/SAS:ORG,Thailand:LOC,Frankfurt:LOC,Amsterdam:LOC,München:LOC,Oslo:LOC,Helsingfors:LOC,Finnair:ORG,Stockholm:LOC,Köpenhamn:LOC,ARN:ORG,Thai:ORG"
Thailand:LOC,"Helsingfors:LOC,Frankfurt:LOC,Frankfurt:LOC,Amsterdam:LOC,Oslo:LOC,München:LOC,Frankfurt:LOC,Finnair:ORG"
,MacBooken:PRS
,
,MacBooken:PRS
,
,MacBooken:PRS
,
,"Micken:PRS,MacBooken:PRS"
,MacBooken:PRS
Dr Tinnitus:PRS,"Micken:PRS,MacBooken:OBJ"
,
,MacBooken:PRS
,
,MacBooken:PRS
,
,MacBooken:PRS
,"MacBooken:PRS,MacBooken:PRS"
,MacBooken:PRS
,"Micken:PRS,MacBooken:PRS"
Mic-In:PRS,
,Alperna:LOC
,"Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Swedes:ORG,Barcelona:LOC,Barcelona:LOC,Barcelona Events:ORG"
,"Barcelona:LOC,Swedes:ORG,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona:LOC,Facebookgrupper:ORG,Barcelona:LOC,Barcelona:LOC"
,"Barca:LOC,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
"Barcelona:LOC,mellan dagarna:TME","Barcelona:LOC,Barcelona:LOC"
,"expat-/språk-/partygrupper:PRS,Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,"Barcelona”/“Swedes:ORG,Barcelona:LOC,Barcelona:LOC,nätverk”-vibe:LOC"
travelbuddy.com:PRS,"Barcelona”-grupper:LOC,Facebook:ORG,Barcelona:LOC,Barcelona:LOC,Barca:LOC"
,"Barcelona:LOC,Barcelona:LOC,Barcelona:LOC"
,Göteborg:LOC
,"Göteborg:LOC,Göteborg:LOC"
,"Göteborg:LOC,Göteborg:LOC"
,
Dolly:PRS,
,
Sverige:LOC,SMR:ORG
under andra världskriget:TME,
,
,
,
,
,
,
somalia:ORG,
,SMR:ORG
,
,
,
,
,
,
,
,SMR:ORG
"SMR:ORG,Sverige:LOC,Vasaparken:LOC,Stockholm:LOC",
,
,
,
,
"Sveriges:LOC,2,65%:MSR,1,07%:MSR,Väst-:LOC,Thailandska:LOC,Filippinska:LOC,Sveriges:LOC",
"Stockholm:LOC,Thailand:LOC,afrika:LOC",
Somalia:LOC,SMR:ORG
,
,Hellmann’s Real Mayo:PRS
,"Heinz Chili Sauce:PRS,Felix Rhode:PRS,Island:LOC,Maria Garlic & Pepper:PRS"
"Erik Lallerstedts:PRS,Lohmanders:PRS,McDonald's:ORG","HP:ORG,Sverige:LOC,Rydbergs Bearnaise:PRS,Heinz Burger Sauce:PRS,Felix Rhode:PRS,Island:LOC,Maria Garlic & Pepper:PRS"
"i somras:TME,Lohmanders:PRS,Heinz:PRS,Felix:PRS,Max:PRS","Jacobs:PRS,Hellmann’s majonnäs:PRS,Sriracha mayo:LOC"
,"Heinz Burger Sauce:PRS,Maria Garlic & Pepper:PRS,Felix Rhode:PRS,Island:LOC"
"Kroatien:LOC,cirkus:LOC,1 år sedan:TME,Ica:ORG,Felix:PRS","flaska”-träsket:LOC,Felix Rhode:PRS,Island:LOC,Max hamburgerdressing:PRS"
Jim Beam Barbeque sauce:PRS,"Felix:PRS,Heinz:PRS,Maria Chipotle Mayo:PRS,Felix bostongurka-dressing:PRS"
"Santa Marias Cheddardipp:PRS,Max:PRS","HP:ORG,Rydbergs Bearnaise:PRS,Maria Chunky Salsa:PRS,Felix Rhode:PRS,Island:LOC"
"åxå:PRS,Blairs:PRS,åxå:PRS,hiilosmakkara:PRS,åxå:PRS","Felix Rhode Island:PRS,Max:PRS,Heinz Burger Sauce:PRS"
Donkens Garlic Dipp:ORG,"Hickory:PRS,Lohmanders:PRS,Felix Rhode:PRS,Boston:LOC"
Max:PRS,Heinz Burger Sauce:PRS
"EastClintfood:PRS,Sriracha:LOC,för två månader sedan:TME","Sriracha:LOC,Huy Fong:LOC,Felix:PRS,Rydbergs:PRS,Santa Maria Chipotle mayo:PRS"
Lohmanders:PRS,"cheat code:PRS,Rydbergs rhode island:PRS,Santa Marias:PRS,Felix hamburgardressing:PRS"
,"Felix Rökig BBQ:PRS,Lohmanders Bea:PRS,McDonalds:ORG,Heinz:PRS"
"Santa Marias salsa:PRS,Knorr:PRS","Honey:PRS,Hickory:PRS,Felix Hamburgardressing:PRS,Hellmann’s Majonnäs:PRS"
,"Felix Rhode:PRS,Heinz Burger Sauce:PRS,Maria Garlic Sauce:PRS,EU:ORG"
,"Heinz Chili Sauce:PRS,Rydbergs hamburgerdressing:PRS"
,"Max:PRS,Santa Marias Chipotle Mayo:PRS,Felix Rhode:PRS,Island:LOC"
"Winarom:LOC,Johnnys Mango:PRS,Johnnys Rödlök:PRS,Lousiana Hot Pepper:PRS","Sriracha:LOC,Bea:PRS,Felix Rhode:PRS,Island:LOC"
,"Hellmann’s Real Mayo:PRS,Sriracha:LOC,Felix Rhode:PRS,Island:LOC"
,"Felix Hamburgerdressing:PRS,Rydbergs Bearnaise:PRS"
"nyligen:TME,Coops:ORG",Felix Rhode:PRS
"Café:LOC,Paris:LOC","Hellmann’s Real Mayo:PRS,Bea:PRS,Felix Hamburgerdressing:PRS"
"Schirasca Lee:PRS,Brown:PRS,McDonalds:ORG,nuggets:ORG","bea’n:PRS,Sriracha:LOC,Huy Fong:LOC,Heinz:PRS"
Sverige:LOC,Felix Rostad Lök-dressing:PRS
Max hamburgerdressing:PRS,"Felix:PRS,Rydbergs Bearnaise:PRS,Lohmanders:PRS,Heinz Burger Sauce:PRS,Santa Maria Nacho Cheese:PRS,nuggets:ORG"
Jensen´s:PRS,"Johnny’s chipotle-dressing:PRS,Felix hamburgerdressing:PRS,Santa Maria Nacho Cheese:PRS"
,Felix Hamburgardressing:PRS
,"Sriracha Mayo:LOC,Felix Rostad:PRS,Lohmanders Bea:PRS,Santa Marias Green Jalapeño sauce:PRS"
MAX:ORG,Hellmann’:PRS
,
,
,
,
,
,
,
,
,
,
,Glocken:PRS
,Glocken:PRS
,
MCDonalds:PRS,Glocken:PRS
,Glocken:PRS
TS:ORG,
"Sverige:LOC,Erik:PRS,Sverige:LOC",
,Glocken:PRS
"Erik:PRS,Mod:ORG,Getto:LOC,USA:LOC,Alban:PRS",
,"Glocken:LOC,transport:ORG"
Sverige:LOC,Sverige:LOC
,Sverige:LOC
"Svea Rikes:ORG,Gud:PRS",
,
,Sverige:LOC
,
,
,
Allan:PRS,
,
Afrika:LOC,Glocken:PRS
,
,
,transport:ORG
Sverige:LOC,Sverige:LOC
,
,Ring Polisen:WRK
"Stockholm:LOC,Gud:PRS","Isof:WRK,Wikipedia:ORG"
Eskil:PRS,"Isof:WRK,Riksantikvarieämbetets Fornsök:ORG,Isof:PRS"
,"Institutet för språk:ORG,Isof:WRK,Wikipedia:ORG"
,
//Mod:ORG,
,
I mitten av 90-talet:TME,
,"OS:EVN,Samtidigt:TME"
,"OS:EVN,Hellgate/:ORG,djup”-spel:PRS,Mac:PRS"
Blizzard:PRS,
"Blizzard:PRS,Blizzard:PRS,Sverige:LOC,EA:ORG,Blizzard:PRS,Blizzards:PRS",Hellgate/:ORG
,"OS:EVN,Hellgate:PRS"
,Hellgate:PRS
,
,Hellgate:LOC
,
,
sveriges:LOC,
,
,Google Drive:ORG
,
,Google Drive:ORG
,Öppna Gmail-appen:WRK
,Google Docs:ORG
,Google Drive/Docs:ORG
,
,"USPS:OBJ,Sverige:LOC,Mail International:ORG,PostNord:ORG,Sverige:LOC"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
TS:ORG,
,
,
,
,
,
,
,
,
,
,
Nope:PRS,
,
,
,
,
,
,
,
Medelhavet:LOC,
,
,
,
"china:PRS,Virgin:PRS,thailand:LOC",
,
BigBrother:PRS,
,
,
,
,
,
Fucking brilliant:ORG,
,
,
vela:PRS,
,
"indien:LOC,sverige:LOC,afrika:LOC",
,
,
,
,
,
,
USA:LOC,
,
,
,Laxeberal:PRS
,
,
,
,"varje dag:TME,Laxeberal:PRS"
,
,
,
varje fredag:TME,
,Laxeberal:PRS
varje dag:TME,
,
"Tors:PRS,Starköl:ORG,Canabis:LOC,Canabis:LOC,Canabis:LOC,Benzo:PRS,imovane:PRS",
,
,
,
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
Kina:LOC,Sverige:LOC
TS:ORG,"Sverige:LOC,Sverige:LOC"
Sverige:LOC,Sverige:LOC
sverige:LOC,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
"Sverige:LOC,idag:TME,TS:ORG",Sverige:LOC
"Sverige:LOC,ga:ORG",Sverige:LOC
Sverige:LOC,"Sverige:LOC,upp till vecka 18:TME"
,Sverige:LOC
,"Sverige:LOC,Socialstyrelsen:ORG"
"TS:ORG,TS:ORG",Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
usa:LOC,Sverige:LOC
"BRIS:LOC,Alkisar:PRS,Sverige:LOC,2011:TME,åxå:PRS",Sverige:LOC
"Nangijala:LOC,Nangilima:LOC",Sverige:LOC
,Sverige:LOC
Coop:ORG,Sverige:LOC
,Mathem:ORG
,ICA:ORG
,
,
,
Triumf Glass:WRK,Coop Forum:ORG
,
,ICA Maxi:ORG
,Coop Forum:ORG
,
ica maxi:ORG,Coop Forum/:ORG
Triumf:PRS,
,
,
,
,
,
,
,
,
,
,KALP:LOC
,
,Moderaterna:ORG
,Moderaterna:ORG
,Moderaterna:ORG
SJ:ORG,"Sverige:LOC,CSN:ORG,CSN:ORG"
,"KD:ORG,CSN:ORG,Sverige:LOC,EU:ORG"
,Moderaterna:ORG
,"Moderaterna:ORG,KD:ORG"
Moderaterna:ORG,"Moderaterna:ORG,rejält senaste åren:TME,Moderaterna:ORG"
,"Moderaterna:ORG,KD:ORG,Sverige:LOC,Moderaterna:ORG"
,"Moderaterna:ORG,Sverige:LOC"
,"KD:ORG,CSN:s:ORG,Moderaterna:ORG,KD:ORG"
