Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,provenance,Year_final,year_source
2006.0,Bachelor's Thesis,Sjuksköterskans upplevelser efter hot och våld i somatisk vård: en litteraturstudie,,"Oron för att utsättas för hot eller våld är för många anställda inom vårdsektorn en daglig psykisk påfrestning. Studiens syfte var att beskriva sjuksköterskans upplevelser i samband, med hot och våld i den somatiska vården samt hur det hanteras. Studien är en litteraturstudie baserad på vetenskapliga artiklar. I databaserna Medline och Cinahl fann författarna 33 artiklar varav 7 artiklar ansågs svara mot studiens syfte, genom manuell sökning valdes 5 artiklar ut. De vetenskapliga artiklarna granskades och bedömdes vad gällde vetenskaplig kvalitet. Vid analys av artiklarnas resultat framkom tre tema i form av 1.Upplevelser vid hot och våld, 2. Hantering av upplevelser som uppstår vid hot och våld, 3. Upplevelser av brist av stöd från arbetsledningen samt underrapportering av våldsincidenter. Ilska, rädsla, stress, maktlöshet och hjälplöshet var de mest omskrivna upplevelserna. De viktigaste faktorerna i hanteringen av upplevelser var support från kollegor samt coping strategier. Det framkommer också hur personalen upplever avsaknad av stöd från arbetsledningen vid hot och våld incidenter, samt vikten av rapportering av dessa incidenter. När sjuksköterskan har kunskap om olika upplevelser som kan uppstå samt hantera dessa på ett optimalt sätt, medför det att sjuksköterskan blir tryggare i sin yrkesroll. Detta genererar i att de omvårdnadsåtgärder som patienten skall ha genomförs",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A5675&c=220&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Hot och våld, upplevelser, somatisk vård",,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv,,"Sedan 1979 när den amerikanska ambassaden i Teheran ockuperades av studenter och personalentogs som gisslan under 444 dagar har kontakterna mellan Iran och USA varit ansträngda. Iran harbland annat pekats ut av president George W Bush som ”en av ondskans axelmakter”. Syftet meddenna uppsats är att undersöka vilka metoder för amerikanskt strategiskt inflytande som haranvänts av USA mot Iran och haft framgång. Den valda metoden är kvalitativ textanalys. Utifrånfrågeställningen:Vilken/vilka typer av strategiskt inflytande har varit effektiva för att påverka styret av Iran?granskas tre fall av informationsoperationer (militär-, politisk- och mediaoperation) genomfördamot Iran mellan 1979 och 2006. Aktörerna ayatolla, parlament, president, prästerskap ochmedelklass beskrivs utifrån Pierre Bourdieus fältteori för att belysa vilka metoder som varitändamålsenliga och framgångsrika från USA:s sida. Granskningen visar att USA:s främsta väg tillframgång har varit psyops och mjuka metoder mot utvalda grupper medan direkt konfrontation iform av hårda politiska påtryckningar och hot om, eller bruket av militära medel inte i sammautsträckning varit framgångsrika",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A426848&c=222&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2004.0,Bachelor's Thesis,"Andersson, Bodil",Social Work,"Föreliggande rapport redovisar resultat från den svenska pilotstudien inom det internationella s.k. SINR-projektet (Societal Images of Natural Recovery). Detta projekt syftar till ökad kunskap om hur olika synsätt, hos allmänheten såväl som inom olika professionella grupper, påverkar människor möjligheter att komma tillrätta med olika former av missbruk. Som ett första steg i projektet har i hittills sex större städer i fem olika länder ett mindre antal svarande, representerande olika samhällsgrupper, tillfrågats om sin uppfattning om möjligheterna att på egen hand ta sig ur olika slag av missbruksproblem. Den svenska pilotstudien har, på uppdrag av FoU-enheten, av tre socionomstuderande vid Stockholms universitet i form av ett examensarbete. Rapporten innehåller inledningsvis en översiktlig sammanfattning av förekommande perspektiv på olika former av missbruk, av aktuell forskning om s.k. ”självläkning” (”natural recovery”) från sådana problem, och av attributionsteori och attributionsforskning. Därefter redovisas resultat den svenska pilotstudien. Denna bygger på intervjuer med femton personer, representerande fem olika samhällssektorer: ”behandling”, ”kontroll”, ”vardagsterapeuter”, ”media” och ”allmänhet”. De frågor som står i fokus är respondenternas syn på möjligheten till ”självläkning” från elva olika former av missbruksproblem och vad de upplever som de största hindren mot effektiva lösningar på dessa problem. Svaren relateras också till eventuella erfarenheter (egna eller närståendes) av de aktuella problemen. Bland de mest intressanta resultaten är att de svarande tämligen genomgående ser ”illegala” beroendeproblem (olika narkotiska preparat) som betydligt svårare att komma tillrätta med än ”legala” sådana (alkohol, tobak, spel, shopping). På samma sätt uppfattas substansrelaterade beroenden ganska genomgående som betydligt svårare än beteenderelaterade sådana (spel och shopping). Om man ser till specifika former av missbruk finns ett starkt samband mellan de svarandes (negativa) syn på möjligheten att sluta med amfetamin, kokain och heroin. Däremot uppfattas cannabis som nästan lika lätt att sluta med som rökning, det beroende som de svarande i genomsnitt uppfattar det som allra lättast att komma tillrätta med. Representanterna för behandlingsområdet är, intressant nog, ganska genomgående de mest pessimistiska när det gäller möjligheten att ta sig ur ett missbruk på egen hand, medan mediarepresentanterna är de mest optimistiska. Sammantagna antyder resultaten att människor ganska lätt införlivar den officiella och av media reproducerade bilden av olika självdestruktiva beteenden. Samtidigt indikerar skillnaderna mellan olika grupper av svarande att uppfattningarna i vissa avseenden skiljer sig påtagligt åt mellan olika samhällssektorer, något som pekar på behovet av fortsatta, mer ingående studier på detta område. I ett avslutande Appendix görs några jämförelser mellan data från Stockholm och från de fem övriga deltagarstäderna. Dessa visar både på vissa likheter – t.ex. att representanterna för behandlingsområdet i flertalet städer är de mest pessimistiska vad gäller människors möjligheter att sluta med ett missbruk på egen hand – och vissa skillnader – t.ex. den särställning Sverige tycks ha när det gäller demoniseringen av heroin som den svåraste och farligaste av alla droger. Dessa resultat talar för värdet av en tvärkulturell ansats till dessa frågor",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A200084&c=223&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Beroende, missbruk, social avvikelse, socialt stigma, icke behandlingsrelaterade",,,y,main_2001-2006,2004.0,original
2004.0,Bachelor's Thesis,Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie,Nursing,"Bakgrund: Enligt statistiska central byråns prognos (2003) kommer invandrare eller barn till invandrare att stå för cirka åtta procent av Sveriges befolkningsökning inom de närmsta tjugo åren. För att kunna bistå med god vård på lika villkor för hela befolkningen måste den svenska sjukvården anpassas efter det mångkulturella samhälle vi lever i. Syfte: Denna litteraturstudie syftar till att belysa svårigheter som kan påverka mötet mellan svensk vårdpersonal och personer med invandrarbakgrund. Metod: Litteraturstudien bygger på sju vetenskapliga artiklar, alla med kvalitativ forskningsansats. Studien analyserades utifrån Malterud (1996). Resultat: Resultatet av studien visar att verbal och icke-verbal kommunikation, kulturella olikheter och invandrares syn på sjukvård kan försvåra mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A829690&c=224&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Mångkulturell, omvårdnad, svårigheter, invandrare, Sverige",,,y,main_2001-2006,2004.0,original
2002.0,Bachelor's Thesis,Faktorer som kan påverka samarbetet mellan användare och systemutvecklare,,"Litteratur inom systemutvecklingsområdet påvisar fördelar med användarmedverkan. Fördelarna kan påverka organisationer och systemutvecklare att vilja involvera användare i utvecklingsarbetet. Det resulterar dock inte automatiskt i att fördelarna uppnås, eftersom det finns faktorer som kan påverka användare under samarbetet. Detta arbete syftar till att klargöra vilka faktorer som användare anser vara mest betydelsefulla under samarbetet och vad de anser om faktorerna. Syftet är även att klargöra vilka faktorer systemutvecklare tror att användare anser vara mest betydelsefulla och vad de anser om faktorerna. Likheter och skillnader mellan användares och systemutvecklares rangordning och kommentarer till faktorerna lyfts också fram. För att få frågeställningarna i problempreciseringen besvarade har ett antal intervjuer genomförts med användare och systemutvecklare. Resultatet visar att användare rangordnar faktorn tala samma språk högst och faktorn feedback placeras på andra plats. På delad tredje till femte placering hamnar faktorerna att få tala och följa med i diskussioner, motivation och fokusering på arbetsrelaterade frågor. Systemutvecklare sätter faktorn att få tala och följa med i diskussioner främst. På delad andra och tredje plats hamnar faktorerna feedback och motivation",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A3055&c=226&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Användarmedverkan, faktorer, samarbete, användare, systemutvecklare",,,y,main_2001-2006,2002.0,original
2006.0,Bachelor's Thesis,Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,"Production Engineering, Human Work Science and Ergonomics","Syftet med föreliggande undersökning är att undersöka huruvida föräldrars föreställningar gällande föräldraledighet stämmer överens med verkliga förutsättningar, eller om det finns en skillnad däremellan. Mer specifikt har det undersökts om det är de allmänna föreställningarna gällande hindren för mäns föräldraledighet som styr eller om det är de faktiska förhållandena som styr uttaget. Undersökningen bygger på en kvantitativ empiri där datainsamlingen skett genom ett tillgänglighetsurval med enkät som mätinstrumentet. För att få svar på frågeställningen har teori inom området föräldraledighet och genus studerats. Teoriavsnittet innehåller en presentation av föräldraledighetsdiskursen med dess fyra hinder; ekonomin, arbetsplatsen, kvinnan och könsrollerna. Avsnittet ligger till grund för vår förståelse och har även varit den ram utifrån vilken enkätfrågorna konstruerats. Resultaten från empiriundersökningen har analyserats tillsammans med relevant litteratur för att ett svar på frågeställningen ska kunna ges. Utifrån detta kan utläsas att fördelningen av föräldraledighetsdagarna är starkt påverkade av föreställningarna kring mäns hinder för föräldraledighet. Resultaten har också tydligt visat att hindren delvis inte har förankring i verkligheten. I undersökningen framkom även att respondenterna hade en bristfällig kunskap gällande föräldraförsäkringen vilket vi tror kan ha bidragit till att de allmänna föreställningarna påverkat i den grad de gjort. Författarna anser därmed att informationen till föräldrarna borde bli bättre och att forskare inom området borde finna strategier för att nå ut med sin kunskap till allmänheten. Nyckelord: Föräldraförsäkring, föräldraledighet, genussystem, diskurs och hinder",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A5870&c=227&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2004.0,Bachelor's Thesis,Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning,Other Social Sciences not elsewhere specified,"Abstrakt Detta är en hermeneutisk studie där vi använt oss av intervjuer som datainsamlingsmetod. Vi har studerat samarbete ur ett lärarperspektiv i distansundervisning på Blekinge Tekniska högskola (BTH). Vad vi fann var att lärarna och deras kollegor efterfrågade ett mer organiserat samarbete dem emellan. Två former för ett ökat samarbete är, samarbete i team och i distansnätverk, vilka kan existera parallellt med varandra. I nätverket ingår alla personer som arbetar med distanskurser, allt ifrån lärare till tekniker. Team är en mindre enhet för samarbete och är uppbyggd runt en specifik distanskurs. Deltagarna i teamet är experter på olika yrkesområden och kan komplettera och hjälpa varandra. Lärarna är experter på sitt område, vilket är undervisning, och vill inte behöva känna sig tvingade att bli experter på nya områden, för att kunna undervisa på distans. Undersökningen visar att de teammedlemmar som kan vara till hjälp för lärarna är: Andra lärare, Administratörer, Teknikpedagoger, Bibliotekarier, Inlånade kompetenser, Tekniker och Studentrepresentanter. Kursen och temadeltagarna, i huvudsak lärarna, avgör när och hur mycket de olika experterna behövs under kursen. Men det är viktigt att vara medveten om att alla inte vill arbeta i team eller anser att samarbete alltid är positivt. Samarbete och teamarbete ska ses som ett stöd för lärarnas i deras arbete",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A830862&c=230&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Administratör, Distanskurs, Distansundervisning, Högskoleundervisning, Lärare, Nätverk, Organiserat teamarbete, Samarbete, Team, Teknikpedagog",,,y,main_2001-2006,2004.0,original
2006.0,Bachelor's Thesis,Är granskningen av 90-kontoinnehavare tillräcklig: Kritisk granskning av SFI:s rutiner,Business Administration,I form av en utvärdering har Stiftelsen för Insamlingskontroll (nedan kallat SFI) granskats med avseende på hur deras kontroll av 90-kontoinnehavare ser ut. Syftet med utvärderingen är att skapa en bild av granskningen i dagsläget samt att kartlägga var eventuella brister finns. Informationen som ligger till grund för undersökningen har hämtats direkt från SFI men kompletterande data har även inhämtats från organisationer som innehar ett 90-konto. Till följd av att brister upptäckts har jag försökt kartlägga hur kontrollen kan göras mer tillförlitlig. Huvudsakligen bottnar bristerna i otydlighet från SFI:s sida samt för lågt ställda krav på kontoinnehavarna. Viktigast idag för kontrollen är kostnaderna i verksamheterna. SFI gör skillnad på skäliga och oskäliga kostnader. De förstnämnda är kostnader som är nödvändiga för att organisationen ska kunna utöva verksamhet i enlighet med sitt syfte. Dessa kostnadsgrupper har otydliga avgränsningar och kan redovisas fel. I ett försök att vara tydligare har anvisningar och förklaringar till anvisningarna gjorts tillgängliga men även dessa är svårtolkade. En organisation har sju månader på sig att skicka in sin redovisning till SFI. Om ingen redovisning har kommit in då kan SFI antingen kräva förseningsavgift eller spärra kontot. Denna tidsfrist är väl tilltagen och ger onödigt stora marginaler för oseriösa 90-konto¬innehavare. En annan brist är SFI:s stora förtroende för kontoinnehavarnas egna revisorer. En opartisk granskning bör inte vara beroende av en revisor som anställts av den part som granskas. Det jag rekommenderar SFI att göra är att bli tydligare och har strängare rutiner för hur ett 90-konto ska skötas,https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A196627&c=231&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,"Andersson, Caroline",Sociology,"Alla barn i förskolan har rätt till stimulans efter sina behov och förutsättningar. De barn som behöver extra stöd ska få det. För barn i behov av särskilt stöd och deras föräldrar samt lärare kanske åtgärdsprogram kan vara ett hjälpmedel i arbetet. Syftet med studien är att undersöka förekomsten, användandet samt behovet av åtgärdsprogram i förskolan. Vi vill även undersöka specialpedagogens roll och delaktighet i upprättandet av åtgärdsprogram. I litteraturbearbetningen belyses förskolans historia, förskolans ansvar, specialpedagogik, utvecklingsekologi, barn i behov av särskilt stöd, åtgärdsprogram och individuella utvecklingsplaner. Den empiriska delen av uppsatsen har utförts med kvalitativa enskilda intervjuer. Målgruppen består av tolv lärare från tre olika småstäder. Studien visar att alla förskolorna i undersökningen använder sig av åtgärdsprogram, trots att de till skillnad från skolan inte är skyldiga att göra detta enligt lag. Åtgärdsprogrammen används dock i skiftande omfattning. Det är inte alla förskolor som har hjälp och handledning av specialpedagoger inför och under samtal angående åtgärdsprogram. Några av respondenterna framhåller att dokumenten inte alltid är anpassade till förskolan utan att de får använda sig av de dokument som är utformade till skolan. Flertalet av lärarna menar att det finns ett behov av åtgärdsprogram. De anser att det framför allt gynnar barnet, men att åtgärdsprogrammet också kan vara till hjälp för personal och föräldrar",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A230292&c=232&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv,,"För socialtjänstens klienter innebär klientskapet en ovillkorligt underordnad roll, där individen befinner sig i en situation denne inte styr över. Individen etablerar en relation till den offentliga hjälpapparaten som samtidigt är en maktapparat. Det övergripande syftet med studien är att skapa förståelse för hur den specifika ekonomisektionen inom socialförvaltningen, i en kommun i södra Sverige, som avgränsat socialt fält, är konstruerat. Ett delsyfte är att belysa hur enskilda socialsekreterare inom denna sektion samt ett urval av deras klienter, upplever interaktionen vid handläggning av ekonomiskt bistånd. Ytterligare ett delsyfte är att få en förståelse för hur de sociala konfigurationerna ter sig samt hur makt konstrueras, i interaktionen mellan klient och socialsekreterare. Tidigare forskning inom området, av Greta-Marie Skau och Leila Billqvist, belyser problematiken i den svåra balanssituation som socialsekreterare befinner sig i, vad gäller att ha makt och ge hjälp samt vad som sker i klientprocessen. Studiens teoretiska ansats utgörs av Tillys teori om beständig ojämlikhet, där fokus ligger på kombinationer av sociala konfigurationer samt den kategoriella ojämlikhetens orsaksmekanismer. Studien metodologiska ansats är av abduktiv art, varpå Tillys teori utgör grunden för den empiriska datainsamlingen. Genom studiens resultat modifieras därefter denna teori. För den empiriska datainsamlingen tillämpas en metodtriangulering, i form av personliga dokument samt semistrukturerade intervjuer. Huvuddraget i resultatet inbegriper upplevelser av distinktionen i socialsekreterarrollen, vilken består av dels en hjälpande/behandlande funktion, dels en myndighetsutövande funktion. Resultatet påvisar även en distinktion vad gäller klientrollen, då den består av såväl rättigheter som skyldigheter. Vidare presenteras upplevelser av interaktionen mellan klient och socialsekreterare, varigenom ojämlikheter upprättas och vidmakthålls. Av analysen framgår att en beständig ojämlikhet råder i interaktionen mellan klient och socialsekreterare. Denna ojämlikhet yttrar sig inom det kategoriella paret, vilka karaktäriseras av inre och yttre kategorier, således tenderar den kategoriella ojämlikheten att vara strukturellt betingad. Ojämlikheten och maktobalansen upprättas genom exploatering och möjlighetsansamling samt vidmakthålls genom efterlikning och anpassning",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A828752&c=235&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Interaktion, Makt, Sociala konfigurationer, Exploatering, Möjlighetsansamling, Klient, Socialsekreterare",,,y,main_2001-2006,2006.0,original
2004.0,Bachelor's Thesis,Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,Social Sciences,"Examensarbetet handlar om maten i en specifik förskola som arbetar med Livsstil och hälsa under läsåret 2004/2005. Vi har genom intervjuer och enkäter undersökt vad kokerska och förskollärare/barnskötare anser om måltiderna i förskolan och om förskollärarna/barnskötarna känner att de kan påverka dessa. Resultatet blev att frukosten var den måltid personalen var mest nöjda med, lunchen ville de tillaga själva på förskolan och mellanmålet var lite enformigt. En majoritet av förskollärarna/barnskötarna kände att de kunde vara med och påverka måltidernas innehåll genom diskussioner med kokerskan. En intervju har även genomförts med kostkonsulenten i den kommun som förskolan tillhör, för att ta reda på vad hon utgår ifrån när matsedeln för förskolan utarbetas. Kostkonsulenten utgår ifrån Livsmedelsverkets riktlinjer för barnomsorgens måltider när hon sammanställer förskolans matsedel",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A229653&c=236&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2004.0,original
2006.0,Bachelor's Thesis,Att drabbas av prostatacancer: Männens upplevelser av sjukdomen,Nursing,"Prostatacancer är den vanligaste cancerformen hos män och drabbar i genomsnitt 8000 personer per år. För de drabbade männen kan vardagslivet förändras, både på grund av cancersjukdomen och av behandlingen. Behandlingen kan leda till komplikationer som inkontinens och impotens vilket kan påverka mannens fysiska existens, sociala identitet och trygghet. Studiens teoretiska referensram utgår från Cullbergs kris- och utvecklingsteori. Studiens syfte var att belysa hur man upplever livet efter diagnosen prostatacancer. Syftet besvaras genom en kvalitativ innehållsanalys av elva vetenskapliga artiklar. Innehållsanalysen inspirerades av Malterud (1998). Resultatet visade att prostatacancer påverkade männens dagliga liv och sociala relationer. En stor del av manligheten upplevdes som förlorad och männen ifrågasatte deras identitet så som de hade identifierat sig själva före sjukdomen",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A829032&c=238&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Prostatacancer, komplikation, sidoeffekt, upplevelse",,,y,main_2001-2006,2006.0,original
2005.0,Bachelor's Thesis,Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan,,Syftet med denna uppsats är att belysa pedagogers uppfattning om lekens betydelse för barns utveckling och lärande i grundskolan och träningsskolan samt på vilket sätt pedagoger tillämpar lek i sin undervisning. Synen på lek har varierat under tidens gång. Leken har tillmätts stor betydelse för barn och dess utveckling. I vårt litteraturavsnitt har vi valt att skriva en allmän historisk bakgrund kring lek och olika teorier om lek. Genom kvalitativa intervjuer med pedagoger i de båda verksamheterna har vi fått en bild av vad lek är för dem och i vilken utsträckning de använder sig av leken i sin undervisning. Resultatet av vår undersökning visar att pedagogerna i de båda verksamheterna anser att leken har betydelse för barnets utveckling och lärande. Leken används i båda verksamheterna på olika sätt och i varierande utsträckning,https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A20603&c=239&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Barn, lek, inlärning, pedagogperspektiv, grundskola, träningsskola",,,y,main_2001-2006,2005.0,original
2004.0,Bachelor's Thesis,Inlärningsstilar - ett sätt att individanpassa undervisningen?,Social Sciences,"Dagens samhälle ställer höga krav på våra elever. De ska förberedas för ett samhälle där det inte bara är faktakunskaper som är det viktiga, utan främst förmågan att inhämta och lära de kunskaper som krävs för den specifika situationen. Detta kräver en allt högre grad av individanpassad undervisning, där varje elevs behov tillgodoses. Samtidigt blir vi ständigt påminda om nedskärningar i skolan som resulterar i bristande resurser och allt större klasser. Hur ska pedagoger i dagens skola lyckas bedriva en individanpassad undervisning under dessa förutsättningar? Med denna fråga som utgångspunkt har vi tagit del av litteratur och forskning i ämnet individanpassad undervisning. Mycket av denna litteratur inriktar sig på inlärningsstilar och multipla intelligenser och vi vill därför med detta examensarbete undersöka möjligheterna med att bedriva en individanpassad undervisning utifrån just inlärningsstilar och multipla intelligenser. I vår teoridel presenterar vi olika faktorer och intelligenser som påverkar varje elevs inlärningsstil och i vår empiriska del redovisar vi för vår undersökning, där vi intervjuat aktiva pedagoger på fältet om hur de arbetar med inlärningsstilar och individanpassad undervisning. Vi hoppas att denna uppsats ökar läsarens medvetenhet om hur viktig kunskapen om olika inlärningsstilar är. Vi hoppas också att ge läsaren inspiration, lust och vilja att bedriva en individanpassad undervisning",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A229832&c=242&language=en&searchType=UNDERGRADUATE&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2004.0,original
